Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Sha Steven,Ladies Recreation Club M2B,Bruwer Frank,Hong Kong Cricket Club M2B,08/01/2025,Ladies Recreation Club,1,1-3,Loss,Home
Bruwer Frank,Hong Kong Cricket Club M2B,Sha Steven,Ladies Recreation Club M2B,08/01/2025,Ladies Recreation Club,1,3-1,Win,Away
Joel Neoh Eu Jin,Ladies Recreation Club M2B,Skinn Christopher Andrew,Hong Kong Cricket Club M2B,08/01/2025,Ladies Recreation Club,2,1-3,Loss,Home
Skinn Christopher Andrew,Hong Kong Cricket Club M2B,Joel Neoh Eu Jin,Ladies Recreation Club M2B,08/01/2025,Ladies Recreation Club,2,3-1,Win,Away
Adjemian Nicolas,Ladies Recreation Club M2B,Janes Gareth,Hong Kong Cricket Club M2B,08/01/2025,Ladies Recreation Club,3,0-3,Loss,Home
Janes Gareth,Hong Kong Cricket Club M2B,Adjemian Nicolas,Ladies Recreation Club M2B,08/01/2025,Ladies Recreation Club,3,3-0,Win,Away
Unknown,Ladies Recreation Club M2B,Ternes Daniel,Hong Kong Cricket Club M2B,08/01/2025,Ladies Recreation Club,4,CR,Loss,Home
Ternes Daniel,Hong Kong Cricket Club M2B,Unknown,Ladies Recreation Club M2B,08/01/2025,Ladies Recreation Club,4,CR,Win,Away
Nihalani Manoj,Hong Kong Football Club M2B,Caveney Barry John,Hong Kong Cricket Club M2A,08/01/2025,Hong Kong Football Club,1,3-1,Win,Home
Caveney Barry John,Hong Kong Cricket Club M2A,Nihalani Manoj,Hong Kong Football Club M2B,08/01/2025,Hong Kong Football Club,1,1-3,Loss,Away
Gates Stuart,Hong Kong Football Club M2B,Grewal Harpreet,Hong Kong Cricket Club M2A,08/01/2025,Hong Kong Football Club,2,1-3,Loss,Home
Grewal Harpreet,Hong Kong Cricket Club M2A,Gates Stuart,Hong Kong Football Club M2B,08/01/2025,Hong Kong Football Club,2,3-1,Win,Away
Cross David,Hong Kong Football Club M2B,Buckland Paul Edwin Kim,Hong Kong Cricket Club M2A,08/01/2025,Hong Kong Football Club,3,1-3,Loss,Home
Buckland Paul Edwin Kim,Hong Kong Cricket Club M2A,Cross David,Hong Kong Football Club M2B,08/01/2025,Hong Kong Football Club,3,3-1,Win,Away
Derouet Yann,Hong Kong Football Club M2B,Denham Paul,Hong Kong Cricket Club M2A,08/01/2025,Hong Kong Football Club,4,3-0,Win,Home
Denham Paul,Hong Kong Cricket Club M2A,Derouet Yann,Hong Kong Football Club M2B,08/01/2025,Hong Kong Football Club,4,0-3,Loss,Away
Ng Paul Lap Yan,Hong Kong Football Club M2A,Soo Euan Tsung Liang,Ladies Recreation Club M2A,08/01/2025,Hong Kong Football Club,1,0-3,Loss,Home
Soo Euan Tsung Liang,Ladies Recreation Club M2A,Ng Paul Lap Yan,Hong Kong Football Club M2A,08/01/2025,Hong Kong Football Club,1,3-0,Win,Away
Ho Simon Man Kai,Hong Kong Football Club M2A,Kwok Charmaine,Ladies Recreation Club M2A,08/01/2025,Hong Kong Football Club,2,3-0,Win,Home
Kwok Charmaine,Ladies Recreation Club M2A,Ho Simon Man Kai,Hong Kong Football Club M2A,08/01/2025,Hong Kong Football Club,2,0-3,Loss,Away
Wei Stephen J.,Hong Kong Football Club M2A,Amjad Nauman,Ladies Recreation Club M2A,08/01/2025,Hong Kong Football Club,3,3-0,Win,Home
Amjad Nauman,Ladies Recreation Club M2A,Wei Stephen J.,Hong Kong Football Club M2A,08/01/2025,Hong Kong Football Club,3,0-3,Loss,Away
Ladharam Sunesh,Hong Kong Football Club M2A,Shahani Dilip,Ladies Recreation Club M2A,08/01/2025,Hong Kong Football Club,4,3-0,Win,Home
Shahani Dilip,Ladies Recreation Club M2A,Ladharam Sunesh,Hong Kong Football Club M2A,08/01/2025,Hong Kong Football Club,4,0-3,Loss,Away
