Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Lee Ka Yi,25734,JESSICA L1,Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,24/10/2024,HK Squash Centre,1,3-1,Win,Home
Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,Lee Ka Yi,25734,JESSICA L1,24/10/2024,HK Squash Centre,1,1-3,Loss,Away
Tse Toby Yee Lam,31163,JESSICA L1,Lee Ka Man Carmen,23756,Hong Kong Football Club L1,24/10/2024,HK Squash Centre,2,3-0,Win,Home
Lee Ka Man Carmen,23756,Hong Kong Football Club L1,Tse Toby Yee Lam,31163,JESSICA L1,24/10/2024,HK Squash Centre,2,0-3,Loss,Away
Tang Helen,32404,JESSICA L1,Tang Ching Sum,33280,Hong Kong Football Club L1,24/10/2024,HK Squash Centre,3,3-0,Win,Home
Tang Ching Sum,33280,Hong Kong Football Club L1,Tang Helen,32404,JESSICA L1,24/10/2024,HK Squash Centre,3,0-3,Loss,Away
Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,Tong Tsz Wing,27291,Kowloon Cricket Club L1B,24/10/2024,Hong Kong Cricket Club,1,0-3,Loss,Home
Tong Tsz Wing,27291,Kowloon Cricket Club L1B,Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,24/10/2024,Hong Kong Cricket Club,1,3-0,Win,Away
Wai Sze Wing,31176,Hong Kong Cricket Club L1,Kwong Ena,32077,Kowloon Cricket Club L1B,24/10/2024,Hong Kong Cricket Club,2,0-3,Loss,Home
Kwong Ena,32077,Kowloon Cricket Club L1B,Wai Sze Wing,31176,Hong Kong Cricket Club L1,24/10/2024,Hong Kong Cricket Club,2,3-0,Win,Away
Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,24/10/2024,Hong Kong Cricket Club,3,0-3,Loss,Home
Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,24/10/2024,Hong Kong Cricket Club,3,3-0,Win,Away
