Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Seung Wai Ching,Happy Squash 1,24.0,216,9,8,1,3,0.8888888888888888
2,Man Ray Tsz Kit,Hong Kong Football Club 3A,21.86,153,7,5,2,3,0.7142857142857143
3,Leung Ping Chak,Happy Squash 1,21.55,237,11,9,2,3,0.8181818181818182
4,Ho Ka On,Kowloon Cricket Club 3A,21.27,234,11,6,5,3,0.5454545454545454
5,Wong Sze Yu,Young Player 3,20.67,186,9,6,3,3,0.6666666666666666
6,Law Harry,NEXUS 1,19.67,177,9,5,4,3,0.5555555555555556
7,Tang Ethan Pui Lok,Sha Tin 1,19.67,177,9,4,5,3,0.4444444444444444
8,Lau Ho Fung,NEXUS 1,19.29,135,7,5,2,3,0.7142857142857143
8,Huang Sidney Victor,Hong Kong Football Club 3A,19.29,135,7,5,2,3,0.7142857142857143
10,Yip Tsz Ho,Kowloon Cricket Club 3B,19.09,210,11,6,5,3,0.5454545454545454
11,Liu Tsz Ling,Kowloon Cricket Club 3B,18.9,189,10,9,1,3,0.9
12,Lau Hok Yin Anthony,Kowloon Cricket Club 3A,18.6,93,5,5,0,3,1.0
13,Chu Alex Kwok Kee,Kowloon Cricket Club 3A,18.43,129,7,4,3,3,0.5714285714285714
14,Law Pak Ho Cyrus,Young Player 3,18.0,144,8,6,2,3,0.75
15,Mak Tsun Hin,TNGX,18.0,234,13,5,8,3,0.38461538461538464
16,Hon Michael Tsz San,TNGX,16.75,201,12,10,2,3,0.8333333333333334
17,Yeung Tsung Chit Karson,Young Player 3,16.71,117,7,6,1,3,0.8571428571428571
18,Chan Hok Nam,Hong Kong Football Club 3A,16.5,99,6,3,3,3,0.5
19,Cheng Yu Ching,Hong Kong Football Club 3A,16.33,147,9,9,0,3,1.0
20,Chan Chun Ching,Kowloon Cricket Club 3B,16.29,114,7,2,5,3,0.2857142857142857
21,Anthony Nigel,Hong Kong Football Club 3B,15.6,156,10,3,7,3,0.3
22,Soo Sean Tsung Jie,Hong Kong Football Club 3A,15.38,123,8,5,3,3,0.625
23,Lau Pak To,Young Player 3,15.0,105,7,4,3,3,0.5714285714285714
24,Cassidy Cameron Michael,Hong Kong Football Club 3B,14.7,147,10,7,3,3,0.7
25,Lam Ka Lok Gary,Hong Kong Football Club 3A,14.4,72,5,3,2,3,0.6
26,Lau King Yat,Hong Kong Football Club 3B,14.14,99,7,0,7,3,0.0
27,Wai Wing Yin,TNGX,14.0,168,12,2,10,3,0.16666666666666666
28,Wai Pak Lam,Young Player 3,13.88,111,8,7,1,3,0.875
29,Kwok Ka Ho,Kowloon Cricket Club 3A,13.88,111,8,5,3,3,0.625
30,Chan Tsz Yeung,Sha Tin 1,13.5,108,8,3,5,3,0.375
31,Leung Shun Wa Ethan,Happy Squash 1,13.33,120,9,7,2,3,0.7777777777777778
32,Chu Kenny King Chun,Kowloon Cricket Club 3B,13.2,132,10,6,4,3,0.6
33,Ho Chun Hin,Young Player 3,11.5,69,6,4,2,3,0.6666666666666666
34,Li Ho Hin,NEXUS 1,11.4,114,10,1,9,3,0.1
35,Yim Gi Ping,Sha Tin 1,11.14,78,7,1,6,3,0.14285714285714285
36,Tong Tsz Chun,Hong Kong Football Club 3A,10.5,84,8,6,2,3,0.75
37,Liu Sung Yan,Hong Kong Football Club 3B,10.2,51,5,2,3,3,0.4
38,Luk Anson Chi Tao,Sha Tin 1,10.0,60,6,1,5,3,0.16666666666666666
39,Wong King Yat,Kowloon Cricket Club 3B,9.9,99,10,5,5,3,0.5
40,Au Ling Fung,TNGX,9.9,99,10,3,7,3,0.3
41,Lu Tsz Ho,NEXUS 1,9.38,75,8,2,6,3,0.25
42,Egginton Matthew,Sha Tin 1,9.0,72,8,3,5,3,0.375
43,Cheng Pik Ching,Happy Squash 1,8.4,42,5,0,5,3,0.0
44,Lo Alex Chun Wai,Sha Tin 1,7.8,39,5,1,4,3,0.2
45,Lee Sum Yuet,Happy Squash 1,7.5,60,8,2,6,3,0.25
46,Li Tsz Yau,Happy Squash 1,6.86,48,7,2,5,3,0.2857142857142857
47,Tang Chun Long,NEXUS 1,6.6,33,5,1,4,3,0.2
48,Lam Chi Lok,TNGX,6.33,57,9,3,6,3,0.3333333333333333
49,Yu Yin Tao,NEXUS 1,6.0,30,5,1,4,3,0.2
50,Chu Anthony Tian Ming,Hong Kong Football Club 3B,6.0,48,8,0,8,3,0.0
51,Mak Ryan Lai Lok,TNGX,5.5,33,6,2,4,3,0.3333333333333333
52,Shieh Ho Chuen,NEXUS 1,5.0,30,6,1,5,3,0.16666666666666666
53,Lee Ka Man Carmen,Hong Kong Football Club 3B,4.5,27,6,0,6,3,0.0
54,Chan Marco Sin Hang,Sha Tin 1,4.2,21,5,1,4,3,0.2
55,Hibberd Christian,Hong Kong Football Club 3B,3.43,24,7,0,7,3,0.0
,Au Ling Yu,Kowloon Cricket Club 3A,21.0,21,1,1,0,3,1.0
,Yeung Lok Hang,Happy Squash 1,21.0,21,1,1,0,3,1.0
,Cheung Tsz Ching,Young Player 3,21.0,21,1,1,0,3,1.0
,Fung Ivan Ngo Long,Kowloon Cricket Club 3A,20.25,81,4,4,0,3,1.0
,Cheung Jason Kiu Yin,Sha Tin 1,19.5,78,4,2,2,3,0.5
,Lai Michael Cheuk Fung,Kowloon Cricket Club 3A,18.0,54,3,3,0,3,1.0
,Rehman Khan Niaz,Kowloon Cricket Club 3A,18.0,18,1,1,0,3,1.0
,Chapman William,Hong Kong Football Club 3A,18.0,18,1,1,0,3,1.0
,Lam Po Ying,Young Player 3,17.25,69,4,3,1,3,0.75
,Chan Nathaniel Rong Jye,Hong Kong Football Club 3B,17.0,51,3,2,1,3,0.6666666666666666
,Fung Tsz Cheong,Kowloon Cricket Club 3A,16.5,66,4,3,1,3,0.75
,Wan Tsz Ho,Kowloon Cricket Club 3B,15.75,63,4,4,0,3,1.0
,Chan Kun Kei,NEXUS 1,15.75,63,4,3,1,3,0.75
,Chan Joey Ho Ling,Kowloon Cricket Club 3B,15.0,15,1,1,0,3,1.0
,Hui Ka Hei,Happy Squash 1,15.0,15,1,1,0,3,1.0
,Sin Kwun Kit Leo,TNGX,15.0,15,1,1,0,3,1.0
,Ip Sheung Sau,NEXUS 1,15.0,15,1,1,0,3,1.0
,Chan Nelson Kai Chi,Kowloon Cricket Club 3A,13.5,27,2,2,0,3,1.0
,Lo Pui Yin Chloe,Young Player 3,13.0,39,3,2,1,3,0.6666666666666666
,Chan Shing Fung,Kowloon Cricket Club 3A,12.0,12,1,1,0,3,1.0
,Fung On Ying Adele,Happy Squash 1,11.25,45,4,3,1,3,0.75
,Disler Simon William,Kowloon Cricket Club 3A,11.0,33,3,2,1,3,0.6666666666666666
,Tang Wai Hong,Kowloon Cricket Club 3A,10.5,21,2,2,0,3,1.0
,Leung Ka Huen,Young Player 3,9.0,9,1,0,1,3,0.0
,Soo Euan Tsung Liang,Hong Kong Football Club 3A,7.5,30,4,2,2,3,0.5
,Leung Tsz Yu,TNGX,7.5,15,2,1,1,3,0.5
,Chu Ho Yin,Kowloon Cricket Club 3A,3.0,3,1,0,1,3,0.0
,To Kai Kong,Sha Tin 1,1.0,3,3,0,3,3,0.0
,Leung Phoebe Hei Ting,Kowloon Cricket Club 3B,0.0,0,1,0,1,3,0.0
,Tso Vincent Shu Wah,NEXUS 1,0.0,0,3,0,3,3,0.0
,Ngan Roger Lun Cheung,Kowloon Cricket Club 3B,0.0,0,0,0,0,3,0.0
