Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Wong Jessica Po Sze,29770.0,Hong Kong Cricket Club L2,Yeung Yurisa,29542.0,Hong Kong Football Club L2B,25/03/2025,Hong Kong Cricket Club,1,1-3,Loss,Home
Yeung Yurisa,29542.0,Hong Kong Football Club L2B,Wong Jessica Po Sze,29770.0,Hong Kong Cricket Club L2,25/03/2025,Hong Kong Cricket Club,1,3-1,Win,Away
Hui Kwai Wah Monique,29587.0,Hong Kong Cricket Club L2,Tang Ching Sum,33280.0,Hong Kong Football Club L2B,25/03/2025,Hong Kong Cricket Club,2,1-3,Loss,Home
Tang Ching Sum,33280.0,Hong Kong Football Club L2B,Hui Kwai Wah Monique,29587.0,Hong Kong Cricket Club L2,25/03/2025,Hong Kong Cricket Club,2,3-1,Win,Away
Li Leanne Gi Ming,27369.0,Hong Kong Cricket Club L2,Law Hei Yau,32467.0,Hong Kong Football Club L2B,25/03/2025,Hong Kong Cricket Club,3,1-3,Loss,Home
Law Hei Yau,32467.0,Hong Kong Football Club L2B,Li Leanne Gi Ming,27369.0,Hong Kong Cricket Club L2,25/03/2025,Hong Kong Cricket Club,3,3-1,Win,Away
Leung Kam Yan,32041.0,Hong Kong Cricket Club L2,Ip Hayley Hoi Ning,29265.0,Hong Kong Football Club L2B,25/03/2025,Hong Kong Cricket Club,4,1-3,Loss,Home
Ip Hayley Hoi Ning,29265.0,Hong Kong Football Club L2B,Leung Kam Yan,32041.0,Hong Kong Cricket Club L2,25/03/2025,Hong Kong Cricket Club,4,3-1,Win,Away
Cheung Ka Man,32480.0,Hong Kong Football Club L2C,Ho Ka Wing Janice,28776.0,Kowloon Cricket Club L2,25/03/2025,Hong Kong Football Club,1,0-3,Loss,Home
Ho Ka Wing Janice,28776.0,Kowloon Cricket Club L2,Cheung Ka Man,32480.0,Hong Kong Football Club L2C,25/03/2025,Hong Kong Football Club,1,3-0,Win,Away
Leung Tsz Shan,32764.0,Hong Kong Football Club L2C,Tang Lok Yin,32958.0,Kowloon Cricket Club L2,25/03/2025,Hong Kong Football Club,2,0-3,Loss,Home
Tang Lok Yin,32958.0,Kowloon Cricket Club L2,Leung Tsz Shan,32764.0,Hong Kong Football Club L2C,25/03/2025,Hong Kong Football Club,2,3-0,Win,Away
Cassidy Makaela Lin,33732.0,Hong Kong Football Club L2C,Li Cheryl Wing Sze,30072.0,Kowloon Cricket Club L2,25/03/2025,Hong Kong Football Club,3,3-1,Win,Home
Li Cheryl Wing Sze,30072.0,Kowloon Cricket Club L2,Cassidy Makaela Lin,33732.0,Hong Kong Football Club L2C,25/03/2025,Hong Kong Football Club,3,1-3,Loss,Away
Sung Iris,22099.0,Hong Kong Football Club L2C,Leung Phoebe Hei Ting,28221.0,Kowloon Cricket Club L2,25/03/2025,Hong Kong Football Club,4,0-3,Loss,Home
Leung Phoebe Hei Ting,28221.0,Kowloon Cricket Club L2,Sung Iris,22099.0,Hong Kong Football Club L2C,25/03/2025,Hong Kong Football Club,4,3-0,Win,Away
Chung Yee Ling Elaine,32184.0,JESSICA L2,Wong Chung Ching Karen,29078.0,Hong Kong Football Club L2A,25/03/2025,HK Squash Centre,1,3-0,Win,Home
Wong Chung Ching Karen,29078.0,Hong Kong Football Club L2A,Chung Yee Ling Elaine,32184.0,JESSICA L2,25/03/2025,HK Squash Centre,1,0-3,Loss,Away
Lau Karen Siu Ying,25833.0,JESSICA L2,Unknown,,Hong Kong Football Club L2A,25/03/2025,HK Squash Centre,2,CR,Win,Home
Unknown,,Hong Kong Football Club L2A,Lau Karen Siu Ying,25833.0,JESSICA L2,25/03/2025,HK Squash Centre,2,CR,Loss,Away
Ng Elise Jia Yunn,23276.0,JESSICA L2,Unknown,,Hong Kong Football Club L2A,25/03/2025,HK Squash Centre,3,CR,Win,Home
Unknown,,Hong Kong Football Club L2A,Ng Elise Jia Yunn,23276.0,JESSICA L2,25/03/2025,HK Squash Centre,3,CR,Loss,Away
Li Ka Man,33285.0,JESSICA L2,Unknown,,Hong Kong Football Club L2A,25/03/2025,HK Squash Centre,4,CR,Win,Home
Unknown,,Hong Kong Football Club L2A,Li Ka Man,33285.0,JESSICA L2,25/03/2025,HK Squash Centre,4,CR,Loss,Away
