Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Ho Eric Chu Him,29547,Hong Kong Football Club M1A,Kwong Anson Yu Shun,24673,Hong Kong Cricket Club M1B,20/03/2025,Hong Kong Football Club,1,1-3,Loss,Home
Kwong Anson Yu Shun,24673,Hong Kong Cricket Club M1B,Ho Eric Chu Him,29547,Hong Kong Football Club M1A,20/03/2025,Hong Kong Football Club,1,3-1,Win,Away
Lau Dick Siu Wai,25832,Hong Kong Football Club M1A,Head Phil,26831,Hong Kong Cricket Club M1B,20/03/2025,Hong Kong Football Club,2,3-0,Win,Home
Head Phil,26831,Hong Kong Cricket Club M1B,Lau Dick Siu Wai,25832,Hong Kong Football Club M1A,20/03/2025,Hong Kong Football Club,2,0-3,Loss,Away
Soo Sean Tsung Jie,30498,Hong Kong Football Club M1A,West Steven,28550,Hong Kong Cricket Club M1B,20/03/2025,Hong Kong Football Club,3,3-1,Win,Home
West Steven,28550,Hong Kong Cricket Club M1B,Soo Sean Tsung Jie,30498,Hong Kong Football Club M1A,20/03/2025,Hong Kong Football Club,3,1-3,Loss,Away
Tulloch Gillem,29779,Ladies Recreation Club M1,Ward Andrew,30509,Hong Kong Football Club M1B,20/03/2025,Ladies Recreation Club,1,0-3,Loss,Home
Ward Andrew,30509,Hong Kong Football Club M1B,Tulloch Gillem,29779,Ladies Recreation Club M1,20/03/2025,Ladies Recreation Club,1,3-0,Win,Away
Brantly Charles,32208,Ladies Recreation Club M1,Chiu Ho Ming,25294,Hong Kong Football Club M1B,20/03/2025,Ladies Recreation Club,2,1-3,Loss,Home
Chiu Ho Ming,25294,Hong Kong Football Club M1B,Brantly Charles,32208,Ladies Recreation Club M1,20/03/2025,Ladies Recreation Club,2,3-1,Win,Away
* Leung Adco,30998,Ladies Recreation Club M1,Schaefer Rishad,31281,Hong Kong Football Club M1B,20/03/2025,Ladies Recreation Club,3,1-3,Loss,Home
Schaefer Rishad,31281,Hong Kong Football Club M1B,* Leung Adco,30998,Ladies Recreation Club M1,20/03/2025,Ladies Recreation Club,3,3-1,Win,Away
