Order,Player,HKS No.,Ranking,Points,Team
1,Martin Timothy,26166,12,18.0,Bolton
2,Wright Martin,29202,20,16.64,Bolton
3,Gollop Stephen,26674,16,16.75,Bolton
4,Sullivan Andrew,26976,0,13.5,Bolton
5,Walsh Paul,28724,0,6.0,Bolton
6,Simons Paul,32299,0,0.0,Bolton
7,Somers Jonathan,35023,42,10.0,Bolton
8,Healy Richard,30272,30,12.6,Bolton
9,Stark Christopher Michael,33837,0,10.5,Bolton
10,Tsang Tzu Hao,35018,48,7.12,Bolton
11,Hewitt Stephen,35067,53,3.0,Bolton
12,Farran Andrew,33845,52,3.0,Bolton
13,Niehorster James,29617,0,0.0,Bolton
1,Brien Peter Wilhelm Hubert,31433,8,20.18,Hong Kong Club Blue
2,Cox Simon,28422,6,20.4,Hong Kong Club Blue
3,Erro Davide,30077,0,15.0,Hong Kong Club Blue
4,Lo Yue Hin,34090,0,9.0,Hong Kong Club Blue
5,Sze Morgan,30823,0,15.0,Hong Kong Club Blue
6,Baram Derek,35016,44,9.86,Hong Kong Club Blue
7,McLennan Justin,31202,37,10.5,Hong Kong Club Blue
8,Teng Fredric,31138,0,12.0,Hong Kong Club Blue
9,Peaker Mark,28616,0,4.5,Hong Kong Club Blue
10,Rhys Benjamin,32123,0,0.0,Hong Kong Club Blue
11,Hinchcliffe Robert Bruce,2306,47,7.8,Hong Kong Club Blue
12,Kendall Charles Richard,26162,46,8.18,Hong Kong Club Blue
13,Sutch Jeremy,33574,0,7.0,Hong Kong Club Blue
14,Debnam Nicholas James,28702,53,3.0,Hong Kong Club Blue
15,Bowdern Darren Raymond,35017,0,10.0,Hong Kong Club Blue
16,O'Connell Eamonn,20383,0,0.0,Hong Kong Club Blue
17,Buttifant Barry John,8048,0,6.0,Hong Kong Club Blue
1,Au Siu Fai,20788,2,24.69,Hong Kong Football Club M4A
2,Chow Kar Wah,23072,0,25.5,Hong Kong Football Club M4A
3,Ford Anthony,34469,5,21.0,Hong Kong Football Club M4A
4,Mrosek Martin,31189,19,16.67,Hong Kong Football Club M4A
5,Murray David,27253,27,14.25,Hong Kong Football Club M4A
6,McAuslan Gary,25353,0,13.5,Hong Kong Football Club M4A
7,Chan Christine Yik Tat,27830,0,19.0,Hong Kong Football Club M4A
8,Chan George Yee Lee,25063,0,13.5,Hong Kong Football Club M4A
9,Tang Thomas Sek Khuen,24182,0,0.0,Hong Kong Football Club M4A
10,Sung Stephen,9338,53,3.0,Hong Kong Football Club M4A
11,Sung Iris,22099,0,3.0,Hong Kong Football Club M4A
12,Chau Phil,32598,38,10.0,Hong Kong Football Club M4A
13,Rickett Nicholas Grant,34503,0,0.0,Hong Kong Football Club M4A
14,Cheung Thomas,31516,0,3.0,Hong Kong Football Club M4A
