Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
* Chan Sin Yuk,30226.0,JESSICA L1,Wai Sze Wing,31176.0,Hong Kong Cricket Club L1,20/11/2025,HK Squash Centre,1,3-0,Win,Home
Wai Sze Wing,31176.0,Hong Kong Cricket Club L1,* Chan Sin Yuk,30226.0,JESSICA L1,20/11/2025,HK Squash Centre,1,0-3,Loss,Away
Leung Ka Huen,31882.0,JESSICA L1,Lo Pui Yin Chloe,32618.0,Hong Kong Cricket Club L1,20/11/2025,HK Squash Centre,2,3-0,Win,Home
Lo Pui Yin Chloe,32618.0,Hong Kong Cricket Club L1,Leung Ka Huen,31882.0,JESSICA L1,20/11/2025,HK Squash Centre,2,0-3,Loss,Away
Chung Yee Ling Elaine,32184.0,JESSICA L1,Unknown,,Hong Kong Cricket Club L1,20/11/2025,HK Squash Centre,3,CR,Win,Home
Unknown,,Hong Kong Cricket Club L1,Chung Yee Ling Elaine,32184.0,JESSICA L1,20/11/2025,HK Squash Centre,3,CR,Loss,Away
Ho Tomato Tze Lok,28466.0,Hong Kong Football Club L1,Tong Tsz Wing,27291.0,Kowloon Cricket Club L1B,20/11/2025,Hong Kong Football Club,1,3-0,Win,Home
Tong Tsz Wing,27291.0,Kowloon Cricket Club L1B,Ho Tomato Tze Lok,28466.0,Hong Kong Football Club L1,20/11/2025,Hong Kong Football Club,1,0-3,Loss,Away
Fung Ching Hei,30881.0,Hong Kong Football Club L1,Kwong Ena,32077.0,Kowloon Cricket Club L1B,20/11/2025,Hong Kong Football Club,2,3-1,Win,Home
Kwong Ena,32077.0,Kowloon Cricket Club L1B,Fung Ching Hei,30881.0,Hong Kong Football Club L1,20/11/2025,Hong Kong Football Club,2,1-3,Loss,Away
Tang Helen,32404.0,Hong Kong Football Club L1,Cheung Tsz Ching,32309.0,Kowloon Cricket Club L1B,20/11/2025,Hong Kong Football Club,3,3-0,Win,Home
Cheung Tsz Ching,32309.0,Kowloon Cricket Club L1B,Tang Helen,32404.0,Hong Kong Football Club L1,20/11/2025,Hong Kong Football Club,3,0-3,Loss,Away
