Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Padgaonkar Ashwin,Hong Kong Football Club M3B,Bernard Edwin,Hong Kong Cricket Club M3,16/01/2025,Hong Kong Football Club,1,3-0,Win,Home
Bernard Edwin,Hong Kong Cricket Club M3,Padgaonkar Ashwin,Hong Kong Football Club M3B,16/01/2025,Hong Kong Football Club,1,0-3,Loss,Away
Mulchand Rajesh,Hong Kong Football Club M3B,Dickson Robert,Hong Kong Cricket Club M3,16/01/2025,Hong Kong Football Club,2,3-1,Win,Home
Dickson Robert,Hong Kong Cricket Club M3,Mulchand Rajesh,Hong Kong Football Club M3B,16/01/2025,Hong Kong Football Club,2,1-3,Loss,Away
Barton Jonathan,Hong Kong Football Club M3B,Bradbury Adrian,Hong Kong Cricket Club M3,16/01/2025,Hong Kong Football Club,3,3-0,Win,Home
Bradbury Adrian,Hong Kong Cricket Club M3,Barton Jonathan,Hong Kong Football Club M3B,16/01/2025,Hong Kong Football Club,3,0-3,Loss,Away
Robinson Lee,Hong Kong Football Club M3B,Poole-Wilson Michael,Hong Kong Cricket Club M3,16/01/2025,Hong Kong Football Club,4,0-3,Loss,Home
Poole-Wilson Michael,Hong Kong Cricket Club M3,Robinson Lee,Hong Kong Football Club M3B,16/01/2025,Hong Kong Football Club,4,3-0,Win,Away
Chew Fook Aun,Hong Kong Football Club M3B,Mercalfe Stephen Fraser,Hong Kong Cricket Club M3,16/01/2025,Hong Kong Football Club,5,0-3,Loss,Home
Mercalfe Stephen Fraser,Hong Kong Cricket Club M3,Chew Fook Aun,Hong Kong Football Club M3B,16/01/2025,Hong Kong Football Club,5,3-0,Win,Away
Fu Ivan Fuk Cheong,Titlows Squash Team,Poon Ho Kar James,United Services Recreation Club M3,16/01/2025,Masters - HK Squash Centre,1,0-3,Loss,Home
Poon Ho Kar James,United Services Recreation Club M3,Fu Ivan Fuk Cheong,Titlows Squash Team,16/01/2025,Masters - HK Squash Centre,1,3-0,Win,Away
Chan Raymond Tsan Fai,Titlows Squash Team,Chow Ming Hei Quincy,United Services Recreation Club M3,16/01/2025,Masters - HK Squash Centre,2,0-3,Loss,Home
Chow Ming Hei Quincy,United Services Recreation Club M3,Chan Raymond Tsan Fai,Titlows Squash Team,16/01/2025,Masters - HK Squash Centre,2,3-0,Win,Away
Au Ming Chung Sampson,Titlows Squash Team,Freeman Neil,United Services Recreation Club M3,16/01/2025,Masters - HK Squash Centre,3,1-3,Loss,Home
Freeman Neil,United Services Recreation Club M3,Au Ming Chung Sampson,Titlows Squash Team,16/01/2025,Masters - HK Squash Centre,3,3-1,Win,Away
Lo Wai Kiu Bobby,Titlows Squash Team,Cheng Jonathan Yee Fung,United Services Recreation Club M3,16/01/2025,Masters - HK Squash Centre,4,0-3,Loss,Home
Cheng Jonathan Yee Fung,United Services Recreation Club M3,Lo Wai Kiu Bobby,Titlows Squash Team,16/01/2025,Masters - HK Squash Centre,4,3-0,Win,Away
Yung Kai Sing,Titlows Squash Team,Leung Chung Yin,United Services Recreation Club M3,16/01/2025,Masters - HK Squash Centre,5,0-3,Loss,Home
Leung Chung Yin,United Services Recreation Club M3,Yung Kai Sing,Titlows Squash Team,16/01/2025,Masters - HK Squash Centre,5,3-0,Win,Away
Lee Wai Hang,Kowloon Cricket Club M3,Ng Adrian,Hong Kong Football Club M3A,16/01/2025,Kowloon Cricket Club,1,0-3,Loss,Home
