Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Pun Teddy,33217.0,Hong Kong Football Club M2A,Swan Owen,32975.0,Ladies Recreation Club M2B,15/01/2025,Hong Kong Football Club,1,3-0,Win,Home
Swan Owen,32975.0,Ladies Recreation Club M2B,Pun Teddy,33217.0,Hong Kong Football Club M2A,15/01/2025,Hong Kong Football Club,1,0-3,Loss,Away
Lam Allen Kar Fai,29546.0,Hong Kong Football Club M2A,Adjemian Nicolas,32347.0,Ladies Recreation Club M2B,15/01/2025,Hong Kong Football Club,2,3-0,Win,Home
Adjemian Nicolas,32347.0,Ladies Recreation Club M2B,Lam Allen Kar Fai,29546.0,Hong Kong Football Club M2A,15/01/2025,Hong Kong Football Club,2,0-3,Loss,Away
Ho Simon Man Kai,29660.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,15/01/2025,Hong Kong Football Club,3,CR,Win,Home
Unknown,,Ladies Recreation Club M2B,Ho Simon Man Kai,29660.0,Hong Kong Football Club M2A,15/01/2025,Hong Kong Football Club,3,CR,Loss,Away
Long Adrian,29812.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,15/01/2025,Hong Kong Football Club,4,CR,Win,Home
Unknown,,Ladies Recreation Club M2B,Long Adrian,29812.0,Hong Kong Football Club M2A,15/01/2025,Hong Kong Football Club,4,CR,Loss,Away
Soo Euan Tsung Liang,27573.0,Ladies Recreation Club M2A,Bajaj Prateek,34110.0,Hong Kong Cricket Club M2A,15/01/2025,Ladies Recreation Club,1,3-0,Win,Home
Bajaj Prateek,34110.0,Hong Kong Cricket Club M2A,Soo Euan Tsung Liang,27573.0,Ladies Recreation Club M2A,15/01/2025,Ladies Recreation Club,1,0-3,Loss,Away
Leung Chi On,31982.0,Ladies Recreation Club M2A,Grewal Harpreet,35024.0,Hong Kong Cricket Club M2A,15/01/2025,Ladies Recreation Club,2,3-2,Win,Home
Grewal Harpreet,35024.0,Hong Kong Cricket Club M2A,Leung Chi On,31982.0,Ladies Recreation Club M2A,15/01/2025,Ladies Recreation Club,2,2-3,Loss,Away
Kwok Charmaine,32182.0,Ladies Recreation Club M2A,Denham Paul,27525.0,Hong Kong Cricket Club M2A,15/01/2025,Ladies Recreation Club,3,2-3,Loss,Home
Denham Paul,27525.0,Hong Kong Cricket Club M2A,Kwok Charmaine,32182.0,Ladies Recreation Club M2A,15/01/2025,Ladies Recreation Club,3,3-2,Win,Away
Amjad Nauman,33226.0,Ladies Recreation Club M2A,Montefiore Alexander,33776.0,Hong Kong Cricket Club M2A,15/01/2025,Ladies Recreation Club,4,3-0,Win,Home
Montefiore Alexander,33776.0,Hong Kong Cricket Club M2A,Amjad Nauman,33226.0,Ladies Recreation Club M2A,15/01/2025,Ladies Recreation Club,4,0-3,Loss,Away
Bruwer Frank,30507.0,Hong Kong Cricket Club M2B,Nihalani Manoj,25742.0,Hong Kong Football Club M2B,15/01/2025,Hong Kong Cricket Club,1,1-3,Loss,Home
Nihalani Manoj,25742.0,Hong Kong Football Club M2B,Bruwer Frank,30507.0,Hong Kong Cricket Club M2B,15/01/2025,Hong Kong Cricket Club,1,3-1,Win,Away
Skinn Christopher Andrew,31975.0,Hong Kong Cricket Club M2B,Tjia Jonathan,33660.0,Hong Kong Football Club M2B,15/01/2025,Hong Kong Cricket Club,2,3-1,Win,Home
Tjia Jonathan,33660.0,Hong Kong Football Club M2B,Skinn Christopher Andrew,31975.0,Hong Kong Cricket Club M2B,15/01/2025,Hong Kong Cricket Club,2,1-3,Loss,Away
Janes Gareth,28987.0,Hong Kong Cricket Club M2B,Gates Stuart,32455.0,Hong Kong Football Club M2B,15/01/2025,Hong Kong Cricket Club,3,3-1,Win,Home
Gates Stuart,32455.0,Hong Kong Football Club M2B,Janes Gareth,28987.0,Hong Kong Cricket Club M2B,15/01/2025,Hong Kong Cricket Club,3,1-3,Loss,Away
Olsen Sven,32493.0,Hong Kong Cricket Club M2B,Cross David,28751.0,Hong Kong Football Club M2B,15/01/2025,Hong Kong Cricket Club,4,0-3,Loss,Home
Cross David,28751.0,Hong Kong Football Club M2B,Olsen Sven,32493.0,Hong Kong Cricket Club M2B,15/01/2025,Hong Kong Cricket Club,4,3-0,Win,Away
