Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Bernard Edwin,Hong Kong Cricket Club M3,Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,23/01/2025,Hong Kong Cricket Club,1,0-3,Loss,Home
Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,Bernard Edwin,Hong Kong Cricket Club M3,23/01/2025,Hong Kong Cricket Club,1,3-0,Win,Away
Dickson Robert,Hong Kong Cricket Club M3,Sly Lester George,Royal Hong Kong Yacht Club M3,23/01/2025,Hong Kong Cricket Club,2,1-3,Loss,Home
Sly Lester George,Royal Hong Kong Yacht Club M3,Dickson Robert,Hong Kong Cricket Club M3,23/01/2025,Hong Kong Cricket Club,2,3-1,Win,Away
Poole-Wilson Michael,Hong Kong Cricket Club M3,Le Hong Quang,Royal Hong Kong Yacht Club M3,23/01/2025,Hong Kong Cricket Club,3,3-0,Win,Home
Le Hong Quang,Royal Hong Kong Yacht Club M3,Poole-Wilson Michael,Hong Kong Cricket Club M3,23/01/2025,Hong Kong Cricket Club,3,0-3,Loss,Away
Vera Henry,Hong Kong Cricket Club M3,Mahtani Dheeraj Prakash,Royal Hong Kong Yacht Club M3,23/01/2025,Hong Kong Cricket Club,4,1-3,Loss,Home
Mahtani Dheeraj Prakash,Royal Hong Kong Yacht Club M3,Vera Henry,Hong Kong Cricket Club M3,23/01/2025,Hong Kong Cricket Club,4,3-1,Win,Away
Koeman Arthur,Hong Kong Cricket Club M3,Kracht Stefan,Royal Hong Kong Yacht Club M3,23/01/2025,Hong Kong Cricket Club,5,0-3,Loss,Home
Kracht Stefan,Royal Hong Kong Yacht Club M3,Koeman Arthur,Hong Kong Cricket Club M3,23/01/2025,Hong Kong Cricket Club,5,3-0,Win,Away
Leung Dick Kan Fai,Old Squash Fellows,Lee Wai Hang,Kowloon Cricket Club M3,23/01/2025,Masters - HK Squash Centre,1,3-0,Win,Home
Lee Wai Hang,Kowloon Cricket Club M3,Leung Dick Kan Fai,Old Squash Fellows,23/01/2025,Masters - HK Squash Centre,1,0-3,Loss,Away
Chiu Vincent Man Shun,Old Squash Fellows,Brettell David,Kowloon Cricket Club M3,23/01/2025,Masters - HK Squash Centre,2,3-1,Win,Home
Brettell David,Kowloon Cricket Club M3,Chiu Vincent Man Shun,Old Squash Fellows,23/01/2025,Masters - HK Squash Centre,2,1-3,Loss,Away
Wong Alex Siu Ming,Old Squash Fellows,Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,23/01/2025,Masters - HK Squash Centre,3,1-3,Loss,Home
Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,Wong Alex Siu Ming,Old Squash Fellows,23/01/2025,Masters - HK Squash Centre,3,3-1,Win,Away
So Anthony Fuk Chi,Old Squash Fellows,Tsang Wai Kit Paul,Kowloon Cricket Club M3,23/01/2025,Masters - HK Squash Centre,4,3-1,Win,Home
Tsang Wai Kit Paul,Kowloon Cricket Club M3,So Anthony Fuk Chi,Old Squash Fellows,23/01/2025,Masters - HK Squash Centre,4,1-3,Loss,Away
So Yin Wei Winnie,Old Squash Fellows,Unknown,Kowloon Cricket Club M3,23/01/2025,Masters - HK Squash Centre,5,CR,Win,Home
Unknown,Kowloon Cricket Club M3,So Yin Wei Winnie,Old Squash Fellows,23/01/2025,Masters - HK Squash Centre,5,CR,Loss,Away
Ng Adrian,Hong Kong Football Club M3A,Fu Ivan Fuk Cheong,Titlows Squash Team,23/01/2025,Hong Kong Football Club,1,3-0,Win,Home
Fu Ivan Fuk Cheong,Titlows Squash Team,Ng Adrian,Hong Kong Football Club M3A,23/01/2025,Hong Kong Football Club,1,0-3,Loss,Away
Thompson John,Hong Kong Football Club M3A,Chan Raymond Tsan Fai,Titlows Squash Team,23/01/2025,Hong Kong Football Club,2,3-0,Win,Home
Chan Raymond Tsan Fai,Titlows Squash Team,Thompson John,Hong Kong Football Club M3A,23/01/2025,Hong Kong Football Club,2,0-3,Loss,Away
Li Samuel Kwok Sing,Hong Kong Football Club M3A,Au Ming Chung Sampson,Titlows Squash Team,23/01/2025,Hong Kong Football Club,3,3-1,Win,Home
Au Ming Chung Sampson,Titlows Squash Team,Li Samuel Kwok Sing,Hong Kong Football Club M3A,23/01/2025,Hong Kong Football Club,3,1-3,Loss,Away
Hazari Ajay,Hong Kong Football Club M3A,Lo Wai Kiu Bobby,Titlows Squash Team,23/01/2025,Hong Kong Football Club,4,3-2,Win,Home
Lo Wai Kiu Bobby,Titlows Squash Team,Hazari Ajay,Hong Kong Football Club M3A,23/01/2025,Hong Kong Football Club,4,2-3,Loss,Away
Kostienko Krzysztof,Hong Kong Football Club M3A,Yung Kai Sing,Titlows Squash Team,23/01/2025,Hong Kong Football Club,5,3-0,Win,Home
Yung Kai Sing,Titlows Squash Team,Kostienko Krzysztof,Hong Kong Football Club M3A,23/01/2025,Hong Kong Football Club,5,0-3,Loss,Away
Bidal Jay,United Services Recreation Club M3,Tanner Julian,Hong Kong Football Club M3B,23/01/2025,United Services Recreation Club,1,3-1,Win,Home
Tanner Julian,Hong Kong Football Club M3B,Bidal Jay,United Services Recreation Club M3,23/01/2025,United Services Recreation Club,1,1-3,Loss,Away
Kenny Gareth,United Services Recreation Club M3,Padgaonkar Ashwin,Hong Kong Football Club M3B,23/01/2025,United Services Recreation Club,2,3-1,Win,Home
Padgaonkar Ashwin,Hong Kong Football Club M3B,Kenny Gareth,United Services Recreation Club M3,23/01/2025,United Services Recreation Club,2,1-3,Loss,Away
Freeman Neil,United Services Recreation Club M3,Mulchand Rajesh,Hong Kong Football Club M3B,23/01/2025,United Services Recreation Club,3,3-2,Win,Home
Mulchand Rajesh,Hong Kong Football Club M3B,Freeman Neil,United Services Recreation Club M3,23/01/2025,United Services Recreation Club,3,2-3,Loss,Away
Cheng Jonathan Yee Fung,United Services Recreation Club M3,Lulla Vikram,Hong Kong Football Club M3B,23/01/2025,United Services Recreation Club,4,3-0,Win,Home
Lulla Vikram,Hong Kong Football Club M3B,Cheng Jonathan Yee Fung,United Services Recreation Club M3,23/01/2025,United Services Recreation Club,4,0-3,Loss,Away
Lai Kwok Wai Wilfred,United Services Recreation Club M3,Schultz Nikolaj,Hong Kong Football Club M3B,23/01/2025,United Services Recreation Club,5,3-1,Win,Home
Schultz Nikolaj,Hong Kong Football Club M3B,Lai Kwok Wai Wilfred,United Services Recreation Club M3,23/01/2025,United Services Recreation Club,5,1-3,Loss,Away
