Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Leung Dick Kan Fai,Old Squash Fellows,Dickson Robert,Hong Kong Cricket Club M3,31/10/2024,Masters - HK Squash Centre,1,3-0,Win,Home
Dickson Robert,Hong Kong Cricket Club M3,Leung Dick Kan Fai,Old Squash Fellows,31/10/2024,Masters - HK Squash Centre,1,0-3,Loss,Away
Chiu Vincent Man Shun,Old Squash Fellows,Mercalfe Stephen Fraser,Hong Kong Cricket Club M3,31/10/2024,Masters - HK Squash Centre,2,3-1,Win,Home
Mercalfe Stephen Fraser,Hong Kong Cricket Club M3,Chiu Vincent Man Shun,Old Squash Fellows,31/10/2024,Masters - HK Squash Centre,2,1-3,Loss,Away
Cheung Peter Tat Kei,Old Squash Fellows,Koeman Arthur,Hong Kong Cricket Club M3,31/10/2024,Masters - HK Squash Centre,3,3-0,Win,Home
Koeman Arthur,Hong Kong Cricket Club M3,Cheung Peter Tat Kei,Old Squash Fellows,31/10/2024,Masters - HK Squash Centre,3,0-3,Loss,Away
Dan John Kai Yiu,Old Squash Fellows,To Alva Yu Hung,Hong Kong Cricket Club M3,31/10/2024,Masters - HK Squash Centre,4,3-0,Win,Home
To Alva Yu Hung,Hong Kong Cricket Club M3,Dan John Kai Yiu,Old Squash Fellows,31/10/2024,Masters - HK Squash Centre,4,0-3,Loss,Away
Wong Alex Siu Ming,Old Squash Fellows,Hilboldt Thomas Christian,Hong Kong Cricket Club M3,31/10/2024,Masters - HK Squash Centre,5,3-1,Win,Home
Hilboldt Thomas Christian,Hong Kong Cricket Club M3,Wong Alex Siu Ming,Old Squash Fellows,31/10/2024,Masters - HK Squash Centre,5,1-3,Loss,Away
Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,Ng Adrian,Hong Kong Football Club M3A,31/10/2024,Royal Hong Kong Yacht Club,1,3-0,Win,Home
Ng Adrian,Hong Kong Football Club M3A,Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,31/10/2024,Royal Hong Kong Yacht Club,1,0-3,Loss,Away
Cheng Victor Kwok Wai,Royal Hong Kong Yacht Club M3,Hathiramani Dinesh,Hong Kong Football Club M3A,31/10/2024,Royal Hong Kong Yacht Club,2,3-1,Win,Home
Hathiramani Dinesh,Hong Kong Football Club M3A,Cheng Victor Kwok Wai,Royal Hong Kong Yacht Club M3,31/10/2024,Royal Hong Kong Yacht Club,2,1-3,Loss,Away
Le Hong Quang,Royal Hong Kong Yacht Club M3,Thompson John,Hong Kong Football Club M3A,31/10/2024,Royal Hong Kong Yacht Club,3,0-3,Loss,Home
Thompson John,Hong Kong Football Club M3A,Le Hong Quang,Royal Hong Kong Yacht Club M3,31/10/2024,Royal Hong Kong Yacht Club,3,3-0,Win,Away
Lipsham David John,Royal Hong Kong Yacht Club M3,Li Samuel Kwok Sing,Hong Kong Football Club M3A,31/10/2024,Royal Hong Kong Yacht Club,4,0-3,Loss,Home
Li Samuel Kwok Sing,Hong Kong Football Club M3A,Lipsham David John,Royal Hong Kong Yacht Club M3,31/10/2024,Royal Hong Kong Yacht Club,4,3-0,Win,Away
Lau John,Royal Hong Kong Yacht Club M3,Kostienko Krzysztof,Hong Kong Football Club M3A,31/10/2024,Royal Hong Kong Yacht Club,5,0-3,Loss,Home
Kostienko Krzysztof,Hong Kong Football Club M3A,Lau John,Royal Hong Kong Yacht Club M3,31/10/2024,Royal Hong Kong Yacht Club,5,3-0,Win,Away
Bachani Vinay Suresh,Kowloon Cricket Club M3,Poon Ho Kar James,United Services Recreation Club M3,31/10/2024,Kowloon Cricket Club,1,1-3,Loss,Home
Poon Ho Kar James,United Services Recreation Club M3,Bachani Vinay Suresh,Kowloon Cricket Club M3,31/10/2024,Kowloon Cricket Club,1,3-1,Win,Away
Brettell David,Kowloon Cricket Club M3,Bidal Jay,United Services Recreation Club M3,31/10/2024,Kowloon Cricket Club,2,0-3,Loss,Home
Bidal Jay,United Services Recreation Club M3,Brettell David,Kowloon Cricket Club M3,31/10/2024,Kowloon Cricket Club,2,3-0,Win,Away
Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,Freeman Neil,United Services Recreation Club M3,31/10/2024,Kowloon Cricket Club,3,0-3,Loss,Home
Freeman Neil,United Services Recreation Club M3,Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,31/10/2024,Kowloon Cricket Club,3,3-0,Win,Away
Hira Ajay,Kowloon Cricket Club M3,Cheng Jonathan Yee Fung,United Services Recreation Club M3,31/10/2024,Kowloon Cricket Club,4,0-3,Loss,Home
Cheng Jonathan Yee Fung,United Services Recreation Club M3,Hira Ajay,Kowloon Cricket Club M3,31/10/2024,Kowloon Cricket Club,4,3-0,Win,Away
Tang Raymond Wai Ming,Kowloon Cricket Club M3,Leung Chung Yin,United Services Recreation Club M3,31/10/2024,Kowloon Cricket Club,5,0-3,Loss,Home
Leung Chung Yin,United Services Recreation Club M3,Tang Raymond Wai Ming,Kowloon Cricket Club M3,31/10/2024,Kowloon Cricket Club,5,3-0,Win,Away
Tanner Julian,Hong Kong Football Club M3B,Fu Ivan Fuk Cheong,Titlows Squash Team,31/10/2024,Hong Kong Football Club,1,3-0,Win,Home
