Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Lee Ka Yi,28366,JESSICA L1,Tong Tsz Wing,27291,Kowloon Cricket Club L1B,23/01/2025,HK Squash Centre,1,3-0,Win,Home
Tong Tsz Wing,27291,Kowloon Cricket Club L1B,Lee Ka Yi,28366,JESSICA L1,23/01/2025,HK Squash Centre,1,0-3,Loss,Away
Tse Toby Yee Lam,31163,JESSICA L1,Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,23/01/2025,HK Squash Centre,2,2-3,Loss,Home
Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,Tse Toby Yee Lam,31163,JESSICA L1,23/01/2025,HK Squash Centre,2,3-2,Win,Away
Leung Ka Huen,31882,JESSICA L1,Cheng Pik Ching,31149,Kowloon Cricket Club L1B,23/01/2025,HK Squash Centre,3,0-3,Loss,Home
Cheng Pik Ching,31149,Kowloon Cricket Club L1B,Leung Ka Huen,31882,JESSICA L1,23/01/2025,HK Squash Centre,3,3-0,Win,Away
Cheng Nga Ching,29632,Kowloon Cricket Club L1A,Fung Ching Hei,30881,Hong Kong Football Club L1,23/01/2025,Kowloon Cricket Club,1,2-3,Loss,Home
Fung Ching Hei,30881,Hong Kong Football Club L1,Cheng Nga Ching,29632,Kowloon Cricket Club L1A,23/01/2025,Kowloon Cricket Club,1,3-2,Win,Away
Lam Po Ying,31022,Kowloon Cricket Club L1A,Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,23/01/2025,Kowloon Cricket Club,2,3-1,Win,Home
Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,Lam Po Ying,31022,Kowloon Cricket Club L1A,23/01/2025,Kowloon Cricket Club,2,1-3,Loss,Away
Liu Tsz Ling,28123,Kowloon Cricket Club L1A,Chung Ka Yau,32992,Hong Kong Football Club L1,23/01/2025,Kowloon Cricket Club,3,3-0,Win,Home
Chung Ka Yau,32992,Hong Kong Football Club L1,Liu Tsz Ling,28123,Kowloon Cricket Club L1A,23/01/2025,Kowloon Cricket Club,3,0-3,Loss,Away
