Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Wong Ue Him,Fung King 2,26.5,159,6,6,0,12A,1.0
2,Lau Hing Ki,Fung King 2,24.5,294,12,12,0,12A,1.0
3,Chan Chun Kit,The Squash Club 2,24.19,387,16,15,1,12A,0.9375
4,Yum Chun Ting,The Squash Club 2,20.6,309,15,11,4,12A,0.7333333333333333
5,Mong Hoi Ching Norman,Hong Kong Fire Services 2,19.29,270,14,8,6,12A,0.5714285714285714
6,Lin Dawson Aidan,Spirit 3,19.09,210,11,5,6,12A,0.45454545454545453
7,Lai Long Ching,Fung King 2,19.07,267,14,13,1,12A,0.9285714285714286
8,Cheng Pik Ching,Fung King 2,18.56,297,16,10,6,12A,0.625
9,Law Pak Ki Arthur,Spirit 3,18.38,147,8,3,5,12A,0.375
10,Kwok Davy Wing Cheung,ZOMA 1,18.3,183,10,4,6,12A,0.4
11,Lee Hei Nam,Hong Kong Cricket Club 6,18.0,306,17,7,10,12A,0.4117647058823529
12,Ho Chun Fai,Hong Kong Fire Services 2,18.0,162,9,4,5,12A,0.4444444444444444
13,Kwan Wai Hon,Head Shatin 5,17.57,246,14,8,6,12A,0.5714285714285714
14,Chiu Wai Lam,Fung King 2,17.14,120,7,6,1,12A,0.8571428571428571
15,Ho Cheuk Fung Trevor,Hong Kong Cricket Club 6,16.93,237,14,10,4,12A,0.7142857142857143
16,Chan Connal Tak Kay,ZOMA 1,16.83,303,18,13,5,12A,0.7222222222222222
17,Tung Mitchell,Spirit 3,16.33,147,9,5,4,12A,0.5555555555555556
18,Madhok Ishaan,Hong Kong Cricket Club 6,15.6,156,10,7,3,12A,0.7
19,Cheung Yiu Hon,Head Shatin 5,15.5,186,12,2,10,12A,0.16666666666666666
20,Chui Tsz Fung,Head Shatin 5,15.23,198,13,3,10,12A,0.23076923076923078
21,Wong Sung Kwong Benny,The Squash Club 2,14.25,114,8,5,3,12A,0.625
22,Yu Chi Keung,Hong Kong Fire Services 2,14.18,156,11,8,3,12A,0.7272727272727273
23,Wong Rames Wang Lung,ZOMA 1,14.0,210,15,13,2,12A,0.8666666666666667
24,Zhang Jia Yang Navia,Spirit 3,13.8,138,10,9,1,12A,0.9
25,Leung Yu On,The Squash Club 2,13.64,150,11,6,5,12A,0.5454545454545454
26,Tong Chi On,Hong Kong Fire Services 2,13.64,150,11,5,6,12A,0.45454545454545453
27,So Tab Sing Wa,ZOMA 1,13.5,135,10,2,8,12A,0.2
28,Cheng Justin Hong-Chen,Spirit 3,13.38,174,13,8,5,12A,0.6153846153846154
29,Chan Ho Chi,The Squash Club 2,13.09,144,11,5,6,12A,0.45454545454545453
30,Ho Chi Lap,Hong Kong Fire Services 2,13.0,156,12,8,4,12A,0.6666666666666666
31,Chan Kei Tat,Hong Kong Fire Services 2,12.8,192,15,6,9,12A,0.4
32,Ku Ken,ZOMA 1,12.33,111,9,7,2,12A,0.7777777777777778
