Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Ho Hon Sum,Yuen Long Jr 2,25.0,300,12,12,0,12B,1.0
2,Lau Wan Hei Ellis,Yuen Long Jr 2,22.93,321,14,14,0,12B,1.0
3,Lam Po Ying,Yuen Long Jr 2,22.15,288,13,12,1,12B,0.9230769230769231
4,Kwan Michael Siu Ming,The Zero Squash Club 3,21.3,213,10,6,4,12B,0.6
5,Lee Wallace Tsz Chiu,Kinetic 4,21.18,360,17,10,7,12B,0.5882352941176471
6,Tsang King Nam,Phresh 3,21.0,294,14,9,5,12B,0.6428571428571429
7,Ng Tsz Chun,The Zero Squash Club 3,21.0,189,9,7,2,12B,0.7777777777777778
8,Chan Kwok Leung,The Zero Squash Club 3,20.4,204,10,10,0,12B,1.0
9,Lo Fai Tuen Jack,The Zero Squash Club 3,20.33,183,9,7,2,12B,0.7777777777777778
10,Choi Tsz Yiu,Yuen Long Jr 2,19.5,234,12,11,1,12B,0.9166666666666666
11,Weng Yi Kong,Phresh 3,19.31,309,16,11,5,12B,0.6875
12,Tam Chiu Wai,Police 2,19.0,228,12,6,6,12B,0.5
13,Wong Ho Sang,The Zero Squash Club 3,17.33,156,9,7,2,12B,0.7777777777777778
14,Leung Sum Nam,The Zero Squash Club 3,17.0,153,9,9,0,12B,1.0
15,Shea Chi Hang,Kinetic 4,16.62,216,13,6,7,12B,0.46153846153846156
16,Cheng Ka Kiu Kary,Yuen Long Jr 2,16.38,213,13,11,2,12B,0.8461538461538461
17,Li Yuen Yau,Friend Club 6,16.06,273,17,8,9,12B,0.47058823529411764
18,Chau Suet Ying,Friend Club 6,16.0,240,15,5,10,12B,0.3333333333333333
19,Lo Hiu Fung Gilbert,The Zero Squash Club 3,15.67,141,9,7,2,12B,0.7777777777777778
20,Chan Ringo Wai Kwong,Police 2,15.0,165,11,5,6,12B,0.45454545454545453
21,Wong Wang Lok,Kinetic 4,14.57,204,14,7,7,12B,0.5
22,Lam Dennis Wun Cheung,Kinetic 4,14.44,231,16,10,6,12B,0.625
23,Lau Hoi Shun,Yuen Long Jr 2,13.8,138,10,9,1,12B,0.9
24,Kwong Sze Ka,Phresh 3,13.0,195,15,7,8,12B,0.4666666666666667
25,Tse Yuet Tung,i-MASK Advance Squash Club 9,12.75,102,8,2,6,12B,0.25
26,Wong Kin Tung,i-MASK Advance Squash Club 9,12.71,216,17,1,16,12B,0.058823529411764705
27,Leung Kuk Lam,i-MASK Advance Squash Club 9,12.43,87,7,3,4,12B,0.42857142857142855
28,Siu William Chak Man,Police 2,12.23,159,13,2,11,12B,0.15384615384615385
29,Lee Frankie Chi Ming,The Zero Squash Club 3,12.0,84,7,5,2,12B,0.7142857142857143
