Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chiu Vincent Man Shun,Hong Kong Cricket Club 4,23.65,402,17,17,0,9,1.0
2,Rushby Matt,Honey Badger SC 1,23.45,258,11,9,2,9,0.8181818181818182
3,Li John,Hong Kong Cricket Club 4,22.93,321,14,12,2,9,0.8571428571428571
4,Li Shun Yiu,Star River 1,22.58,429,19,12,7,9,0.631578947368421
5,^ Kleyn Guy Steven,Honey Badger SC 1,21.16,402,19,17,2,9,0.8947368421052632
6,Zimmermann Michael,Hong Kong Football Club 9,20.54,267,13,8,5,9,0.6153846153846154
7,Dubois Francois,Hong Kong Cricket Club 4,20.0,120,6,6,0,9,1.0
8,Busteed Alex,Revolution,19.93,279,14,9,5,9,0.6428571428571429
9,Chan Peter Sun Hong,Hong Kong Cricket Club 4,19.62,255,13,12,1,9,0.9230769230769231
10,Ternes Daniel,Revolution,18.38,294,16,8,8,9,0.5
11,Thompson John,Hong Kong Football Club 9,18.33,330,18,10,8,9,0.5555555555555556
12,Tsui Terence Hing Tai,Twister 1,18.2,273,15,5,10,9,0.3333333333333333
13,Kan Wai Ho,Star River 1,17.05,324,19,8,11,9,0.42105263157894735
14,Chan Marco Sin Hang,Head Shatin 4,16.89,321,19,11,8,9,0.5789473684210527
15,Hibberd Christian,Honey Badger SC 1,16.65,333,20,19,1,9,0.95
16,Wong Man Tsun Geoffrey,Revolution,16.2,81,5,2,3,9,0.4
17,Cheuk Chi Tak,Head Shatin 4,16.12,258,16,3,13,9,0.1875
18,Spence Eric,Honey Badger SC 1,16.05,321,20,14,6,9,0.7
19,Chan Tsz Ching,Head Shatin 4,15.9,318,20,12,8,9,0.6
20,Wong Ken Tat Tai,Twister 1,15.9,318,20,9,11,9,0.45
21,Rafee Azhar,Hong Kong Football Club 9,15.2,228,15,7,8,9,0.4666666666666667
22,Tam Ronnie Chi Kwong,Hong Kong Cricket Club 4,15.0,75,5,2,3,9,0.4
23,Ladharam Sunesh,Hong Kong Cricket Club 4,14.8,222,15,12,3,9,0.8
24,Wang Patrick,Hong Kong Cricket Club 4,14.67,132,9,4,5,9,0.4444444444444444
25,Au Jimmy Chun Yin,Star River 1,14.57,306,21,11,10,9,0.5238095238095238
26,Au Chi Keung,Twister 1,14.47,246,17,8,9,9,0.47058823529411764
27,Chan Larry Nga Chun,DG Audio,14.4,144,10,2,8,9,0.2
28,Luk Jackie Ching Chug,DG Audio,13.8,69,5,0,5,9,0.0
29,To Kai Kong,Star River 1,13.74,261,19,14,5,9,0.7368421052631579
30,Lam Maurice Cheuk Him,Head Shatin 4,13.59,231,17,11,6,9,0.6470588235294118
31,Lui Ka Him Michael,DG Audio,13.38,174,13,2,11,9,0.15384615384615385
32,Tso Lik Man,Honey Badger SC 1,13.12,105,8,1,7,9,0.125
33,Mo Peter Pui Hong,Twister 1,12.33,111,9,4,5,9,0.4444444444444444
34,Wong Wing Ming,DG Audio,12.33,111,9,2,7,9,0.2222222222222222
35,Lee Rachel Wing Yan,Twister 1,12.0,228,19,14,5,9,0.7368421052631579
36,Ho Tony Hon Foong,Head Shatin 4,11.84,225,19,13,6,9,0.6842105263157895
37,Wong Ching Yui Dominic,Honey Badger SC 1,11.75,141,12,9,3,9,0.75
38,Squires Mark,Hong Kong Football Club 9,11.4,171,15,8,7,9,0.5333333333333333
39,So Anthony Fuk Chi,Hong Kong Cricket Club 4,11.25,90,8,4,4,9,0.5
40,Tsang Michael,Hong Kong Football Club 9,11.18,123,11,4,7,9,0.36363636363636365
41,Lau Eric Chi Wai,Twister 1,11.17,201,18,14,4,9,0.7777777777777778
42,Shamshins Itamar,Hong Kong Football Club 9,10.38,135,13,5,8,9,0.38461538461538464
43,Lam Pak Kei Chris,DG Audio,10.12,162,16,3,13,9,0.1875
44,Jessop David,Revolution,9.75,78,8,1,7,9,0.125
45,Kwok Ka Yuk,Star River 1,9.27,102,11,5,6,9,0.45454545454545453
46,Yiu Sai Ngoi,DG Audio,9.18,156,17,3,14,9,0.17647058823529413
47,Wong Arthur Chi Yuen,Hong Kong Football Club 9,9.0,81,9,5,4,9,0.5555555555555556
48,Scheepers Bradley,Revolution,9.0,117,13,4,9,9,0.3076923076923077
49,Tong Roden Man Lung,Hong Kong Cricket Club 4,8.4,42,5,2,3,9,0.4
50,Chui Danny Kam Wah,DG Audio,8.31,108,13,5,8,9,0.38461538461538464
51,To Alva Yu Hung,Hong Kong Cricket Club 4,6.5,78,12,5,7,9,0.4166666666666667
52,Chung Sam Hung Kee,Twister 1,6.5,39,6,2,4,9,0.3333333333333333
53,Wong Ricky Ching Chun,Head Shatin 4,6.43,45,7,1,6,9,0.14285714285714285
