Order,HKS No.,Name of Players,Ranking,Points,Team
1,33014,Bedouillat Vincent,19,14.83,Center Squash
2,32553,Cheung Ka Lun Alan,32,11.84,Center Squash
3,33013,De Laclos Quentin Vincent,39,9.50,Center Squash
4,31970,Lowth Simon,41,9.33,Center Squash
5,32469,Hinchcliffe Michael,46,8.00,Center Squash
6,32805,Grillo Francesco,49,6.30,Center Squash
7,33122,Gillespie Ryan,51,4.80,Center Squash
8,32656,Clevenot Adrian,0,3.75,Center Squash
1,31975,Skinn Christopher Andrew,1,25.67,Hong Kong Cricket Club 6
2,32379,Arredondo Ambriz Victor,3,21.83,Hong Kong Cricket Club 6
3,32223,Chang Sean Pey,10,19.31,Hong Kong Cricket Club 6
4,32555,Aw Adrian,20,14.81,Hong Kong Cricket Club 6
5,22118,Than Martin,0,15.00,Hong Kong Cricket Club 6
6,15607,Ho Andrew Huin Choong,0,10.00,Hong Kong Cricket Club 6
7,32236,McKeown Darryl,26,13.20,Hong Kong Cricket Club 6
8,28100,Yeung Barry Chiu Kwan,44,8.14,Hong Kong Cricket Club 6
9,16534,Chan Kelly Kai Lee,0,,Hong Kong Cricket Club 6
10,21877,Tang Pak Hung,37,10.20,Hong Kong Cricket Club 6
1,32595,Van Meerendonk David,2,22.33,Hong Kong Football Club 11
2,29348,Chiang Chi Shing Michael,11,19.06,Hong Kong Football Club 11
3,19560,Chung Iris Suet Mei,5,21.50,Hong Kong Football Club 11
4,32187,Ho Yin Hang Zachary,0,9.00,Hong Kong Football Club 11
5,25322,Li Charles Tak Kwong,31,12.23,Hong Kong Football Club 11
6,19838,Choi Angel Chung Yin,35,11.14,Hong Kong Football Club 11
7,31139,Cheng Anne,0,,Hong Kong Football Club 11
8,32908,Shoniker Patrick,0,18.00,Hong Kong Football Club 11
9,30478,Kwong Wai Nga DoDo,43,8.79,Hong Kong Football Club 11
10,31607,McAlinden Barry,0,7.50,Hong Kong Football Club 11
11,31512,Laracy Damien,48,7.50,Hong Kong Football Club 11
1,23015,Au Yeung Albert Tsz Hung,8,21.00,i-Mask Advance Squash Club 6
2,24835,Chan Connal Tak Kay,9,19.95,i-Mask Advance Squash Club 6
3,19975,Kwan Verdi Cheuk Kui,33,11.67,i-Mask Advance Squash Club 6
4,24280,Wong Rames Wang Lung,24,14.25,i-Mask Advance Squash Club 6
5,19210,Tsui Chi Hung,25,13.50,i-Mask Advance Squash Club 6
6,28926,Wong Kin Tung,30,12.56,i-Mask Advance Squash Club 6
7,23024,Lou Eddie Kuong Fai,34,11.45,i-Mask Advance Squash Club 6
1,21985,Ma Charles Chun Fung,7,21.00,Tuen Mun Squash Club 2
2,30385,Ma Chun Wah,14,17.05,Tuen Mun Squash Club 2
3,32384,Wong Tsz Kwan,0,,Tuen Mun Squash Club 2
4,26041,Wong Kwok Hee,15,16.42,Tuen Mun Squash Club 2
5,26106,Chow Wing Ho,22,14.33,Tuen Mun Squash Club 2
6,24706,Tsang Patrick Hing Suen,23,14.29,Tuen Mun Squash Club 2
7,18969,To Yiu Ming,0,,Tuen Mun Squash Club 2
8,24511,Chan Paul Chiu Hung,27,13.00,Tuen Mun Squash Club 2
1,25328,Choi Connie Man Shan,0,21.75,The Squash Club 3
2,27367,Chan Thomas Tsz Sau,21,14.50,The Squash Club 3
3,28561,Li Yip Ki Arthur,28,12.86,The Squash Club 3
4,25728,Fok Chin Ting Clarence,13,17.62,The Squash Club 3
5,29831,Chu Nelson Chun Ho,0,6.00,The Squash Club 3
6,28199,Chan Mark Tsz Chung,0,15.00,The Squash Club 3
7,25218,Cheung Yue Ang,38,9.63,The Squash Club 3
8,27370,Wong Him Yui,52,4.50,The Squash Club 3
9,27373,Pang Icarus Chun Yin,47,7.71,The Squash Club 3
10,28998,Hui Steve Chi Hin,53,4.15,The Squash Club 3
11,27915,Cheng Samantha Ho Yan,0,1.00,The Squash Club 3
12,27459,Liu Bithiah Kit Yuen,54,0.50,The Squash Club 3
1,24455,Cheung Chi Kong,6,21.50,Twister 3
2,26570,Fung Che Keung,29,12.82,Twister 3
3,21768,Lam Yip Shing Ringo,18,14.85,Twister 3
4,30493,Tang Ping Wai William,17,15.00,Twister 3
5,23597,Chiu Dennis Sung Chi,16,15.33,Twister 3
6,31347,Pang Chiu Mun,36,10.80,Twister 3
7,27957,Li Lik Wah Nick,42,9.00,Twister 3
8,27461,Yick Wing Yin,0,4.00,Twister 3
1,20395,Lam Wing Chung,12,18.67,WSC Noset
2,13158,Wu Kan Wah Kit,4,21.75,WSC Noset
3,31766,Or  Li Wah Oliver,40,9.45,WSC Noset
4,32980,Lam Ka Keung,45,8.06,WSC Noset
5,17695,Wong Lin Fung,50,6.00,WSC Noset
