Order,HKS No.,Name of Players,Ranking,Points,Team
1,32764,Leung Tsz Shan,5,22.74,Giant 4
3,32878,To Lai Yee,21,16.57,Giant 4
4,32601,Ng Tak Ue,41,13.95,Giant 4
5,32832,Mak Tsz Tung,65,9.80,Giant 4
6,32283,Fung Hoi Ching,56,11.21,Giant 4
3,32425,Choi Ming Fung,14,18.47,Head Sha Tin 6
4,31611,Chau Ka Chung,49,12.27,Head Sha Tin 6
5,32270,Yip Ching Yi,76,7.50,Head Sha Tin 6
6,17422,Ng Jaeger Mei Yee,42,13.80,Head Sha Tin 6
7,32899,Koon Ka Sing,0,9.75,Head Sha Tin 6
8,33083,Yuen Hong Man,39,14.18,Head Sha Tin 6
9,32313,Tsang Ching Yuen,48,12.43,Head Sha Tin 6
10,32312,Tsang Choi Shu,0,8.00,Head Sha Tin 6
1,32481,Macresy Raphael,8,21.79,Hong Kong Cricket Club 8
2,33202,Versfeld Martin,11,20.40,Hong Kong Cricket Club 8
3,32058,Chan Sebastian,28,15.86,Hong Kong Cricket Club 8
4,32251,Healy Michael,12,19.76,Hong Kong Cricket Club 8
5,32164,Awasthy Amaeya,20,16.59,Hong Kong Cricket Club 8
6,32444,Clark Bryan Henry,37,15.00,Hong Kong Cricket Club 8
7,32440,Prakash Digvijay,0,18.00,Hong Kong Cricket Club 8
8,32828,Spencer Lance Thomas,0,9.00,Hong Kong Cricket Club 8
9,32569,Mathew Kershaun Anthony,43,13.50,Hong Kong Cricket Club 8
10,32456,Meng Philip Xiang Chao,0,,Hong Kong Cricket Club 8
2,33203,Vartanian Noe,22,16.50,Hong Kong Football Club 18
3,32153,Sheethal Kumar Mehak,26,15.94,Hong Kong Football Club 18
4,32912,Li Jamie,38,14.67,Hong Kong Football Club 18
5,32914,Li Hayden,50,12.25,Hong Kong Football Club 18
6,33204,Fraser Thomas William,68,9.25,Hong Kong Football Club 18
7,32943,Basoglu George,47,12.55,Hong Kong Football Club 18
8,32917,Sheary Andrew,57,11.14,Hong Kong Football Club 18
9,33206,Ng Ambrose,0,15.00,Hong Kong Football Club 18
9,33205,Li Oliver,64,10.20,Hong Kong Football Club 18
10,33207,Sheethal Kumar Palash,0,7.50,Hong Kong Football Club 18
1,31738,Kwong Wing Yu,0,,i-Mask Advance Squash Club 14
2,32922,Ho Kin Yeung Johnnie,0,12.00,i-Mask Advance Squash Club 14
3,32036,Wong Minnie,0,27.00,i-Mask Advance Squash Club 14
4,32385,Moy Ho Yan,16,17.43,i-Mask Advance Squash Club 14
5,32414,Chan Kai Lam,7,21.82,i-Mask Advance Squash Club 14
6,32261,Suen Tsz Ho,13,18.90,i-Mask Advance Squash Club 14
7,32534,Cheung Kasper,33,15.57,i-Mask Advance Squash Club 14
8,32573,Lo Yat Fung,59,11.00,i-Mask Advance Squash Club 14
9,32533,Man Pok Wang,0,,i-Mask Advance Squash Club 14
1,30728,Chan Po Lai,0,19.50,Kwai Tsing District Squash Club 3
3,31879,Liu Wai Yin,34,15.50,Kwai Tsing District Squash Club 3
4,30054,Lee Kai Chung,36,15.17,Kwai Tsing District Squash Club 3
5,32070,Tang Wai Lam,23,16.40,Kwai Tsing District Squash Club 3
6,32391,Ma Yuk Hei,66,9.64,Kwai Tsing District Squash Club 3
7,32682,Lau Yin Yi Karen,79,7.00,Kwai Tsing District Squash Club 3
8,32689,Cheung Ngo Chi Anson,85,3.64,Kwai Tsing District Squash Club 3
9,33165,Lo Tin Lai,84,4.07,Kwai Tsing District Squash Club 3
1,32576,Tang Yin Jit,3,23.21,KYS 1
2,32807,Lai Kin Shun,30,15.83,KYS 1
3,32900,Leung Nok Hei,17,16.94,KYS 1
4,32845,Yeung Tsung Chit Karson,35,15.19,KYS 1
5,30481,Leung Tou,55,11.25,KYS 1
6,32987,Ip Tsz Mong,77,7.38,KYS 1
7,32594,Chow Wai Kiu,63,10.33,KYS 1
1,29252,Tse Man Hin,19,16.71,Relay 2
2,32089,Ho Chun Yat,32,15.60,Relay 2
3,32086,Chan Long Ying,52,11.54,Relay 2
4,32404,Tang Helen,28,15.86,Relay 2
5,32701,Chan Wai Chu,73,7.94,Relay 2
6,32478,Yip Yiu Ming,0,7.00,Relay 2
7,32699,Man Sing Long,81,4.88,Relay 2
8,33062,Wong Shum Him,86,3.43,Relay 2
9,32702,Lee Yan Yin,71,8.25,Relay 2
10,33053,Lee Sze Yui Edna,78,7.09,Relay 2
1,32055,Ko Sze Chai Cedric,4,22.83,Skyers
2,32054,Wong Ka Hei,9,21.27,Skyers
3,32783,Tong Ho Yin,61,10.50,Skyers
4,31734,Park Jung Woong,0,15.00,Skyers
5,33106,Lau Ka Hing,40,14.18,Skyers
6,32056,Yeung Samuel Albert,44,13.24,Skyers
7,32057,Man Hok Him,53,11.40,Skyers
8,29973,Leung Yu Wai,54,11.25,Skyers
9,29972,Chan Sin Hang,45,13.12,Skyers
10,30344,Kan Mei Yan Agnes,0,,Skyers
1,32461,Shen Corey Chuan-Jie,1,26.75,Spark 4
2,32213,Cheung Isaac Chun Hei,24,16.20,Spark 4
3,32422,Lam Jillian,6,22.20,Spark 4
4,32176,Hau Venus,18,16.71,Spark 4
5,32375,Tong Xinran,15,17.57,Spark 4
6,33009,Tam Nga Yu,75,7.50,Spark 4
7,32847,Leung Yin Hei,67,9.55,Spark 4
8,33010,Tsui Tsz Kiu,0,,Spark 4
1,32113,Yuen Siu Hang,10,20.44,Sun Baby
2,32545,Ng Si Wing Athena,2,25.00,Sun Baby
3,31895,Lee Yiu Chung,31,15.75,Sun Baby
4,31217,Yip Ho Wai,27,15.90,Sun Baby
5,32871,Ko Suet Icy,60,10.80,Sun Baby
6,32947,Chan Chun Hei,62,10.36,Sun Baby
7,32750,Cheung Wai Lok Nathan,72,8.10,Sun Baby
8,32748,Tsang Pak Yin,82,4.80,Sun Baby
9,33059,Chow Ming Hin,80,6.00,Sun Baby
10,32177,Mai Chin Fung,0,7.50,Sun Baby
1,32105,Tsang Chun Fung,46,12.82,Vitality Squash 5
2,32423,Lei Ho Cheong,51,12.00,Vitality Squash 5
3,31915,Yung Ka Long Carson,25,16.00,Vitality Squash 5
4,32323,Lee Benedict Shing Mong,0,14.25,Vitality Squash 5
5,32759,Yeung Ho,70,8.40,Vitality Squash 5
6,32760,Yeung Chit,69,8.40,Vitality Squash 5
7,33167,Su Chi To,58,11.08,Vitality Squash 5
8,32716,Wong Yiu Yeung,83,4.36,Vitality Squash 5
9,33168,Li Sun Hong Ryan,74,7.50,Vitality Squash 5
