Order,HKS No.,Name of Players,Ranking,Points,Team
1,32514,^ Windmill Mark,6,20.60,Hong Kong Cricket Club 3
2,33222,Kevin Waldmer,10,20.08,Hong Kong Cricket Club 3
3,31905,Moxquiaux Thierry,24,14.40,Hong Kong Cricket Club 3
4,29822,Van Voorst Michiel,0,12.75,Hong Kong Cricket Club 3
5,29549,Achouch Frank,45,9.38,Hong Kong Cricket Club 3
6,30975,Cowley Richard David,33,13.09,Hong Kong Cricket Club 3
7,28905,Hoogendijk Mark,0,15.00,Hong Kong Cricket Club 3
8,29597,Lau Brian,0,15.00,Hong Kong Cricket Club 3
9,30507,Bruwer Frank,41,10.91,Hong Kong Cricket Club 3
10,26827,Bousser Timothee,46,9.00,Hong Kong Cricket Club 3
1,32994,Chapman William,20,15.00,Hong Kong Football Club 5
2,31647,Harrison Timothy,17,16.33,Hong Kong Football Club 5
3,29329,Cheung Chun,15,17.50,Hong Kong Football Club 5
4,31515,Lam Jason,0,7.50,Hong Kong Football Club 5
5,32520,Miranda Rodrigo Quan,36,12.30,Hong Kong Football Club 5
6,30431,Chan Hok Nam,19,15.55,Hong Kong Football Club 5
7,24902,MacDougall Brian,0,10.50,Hong Kong Football Club 5
8,32903,^ Roux Pieter Le,31,13.50,Hong Kong Football Club 5
9,27193,Lam Ka Lok Gary,56,6.60,Hong Kong Football Club 5
1,29583,Chu Ho Yin,9,20.10,i-Mask Advance Squash Club 2
2,28488,Chan Martin Lok Yin,32,13.29,i-Mask Advance Squash Club 2
3,26417,Ng Spencer Yu Hin,29,14.00,i-Mask Advance Squash Club 2
4,25831,Chan Sai Lim,0,14.25,i-Mask Advance Squash Club 2
5,27474,Liu Chun Hin Heron,26,14.31,i-Mask Advance Squash Club 2
8,24687,Li Ping Hei,0,,i-Mask Advance Squash Club 2
8,25369,Hui Alan Yiu Lun,44,10.00,i-Mask Advance Squash Club 2
9,29316,Lee Ka Fai Peterson,51,7.50,i-Mask Advance Squash Club 2
10,31176,Wai Sze Wing,0,15.00,i-Mask Advance Squash Club 2
10,27796,Lo Jacky Chi Fung,49,8.57,i-Mask Advance Squash Club 2
1,29565,* Wong Pak Long Alan,18,15.86,Kinetic 1
3,30048,* Wong Ryan Chun Hung,40,11.14,Kinetic 1
4,23926,Chan Chi Hang,37,12.00,Kinetic 1
5,29723,Yau Leo Wing Hin,52,7.50,Kinetic 1
6,29721,Lee Chun Kit,55,6.75,Kinetic 1
7,28720,Tang Ka Yan,57,4.91,Kinetic 1
8,29186,Fong Sammi Sum Ming,59,3.00,Kinetic 1
9,21693,Ma Andy  Man Cheung,0,2.00,Kinetic 1
10,23678,Nip Nixon Chun Keung,0,0.00,Kinetic 1
11,31906,Park Wanki Moses,0,,Kinetic 1
1,29632,Cheng Nga Ching,8,20.20,Perrier Sergio Tacchini KCC 5
2,29877,Li Sum Yin,14,17.54,Perrier Sergio Tacchini KCC 5
3,30942,Lai Cheuk Yu,12,18.80,Perrier Sergio Tacchini KCC 5
4,29160,Lam Jannis Wing Hei,30,13.64,Perrier Sergio Tacchini KCC 5
5,26916,Sheppard Drew,0,,Perrier Sergio Tacchini KCC 5
6,20440,Cheng Victor Kwok Wai,54,6.75,Perrier Sergio Tacchini KCC 5
7,29182,Ho Yiu Wah Hendry,53,7.12,Perrier Sergio Tacchini KCC 5
8,20886,Lai Tak Wai,0,15.00,Perrier Sergio Tacchini KCC 5
1,29098,Wong Tsz Lok Prince,13,18.75,Smart Squash 2
2,30572,Lai Pong Yin,7,20.36,Smart Squash 2
3,30233,Wong Ho Lai,27,14.25,Smart Squash 2
4,30019,Chui King Yin,25,14.31,Smart Squash 2
5,30690,* Leung Shiu Moon,38,11.67,Smart Squash 2
7,30042,Wong Chun To,0,,Smart Squash 2
7,30841,* Ng Kai Yuen Gary,43,10.71,Smart Squash 2
8,29545,Chan Wing Ho,0,3.00,Smart Squash 2
8,31424,Lee Sze Lok,0,15.00,Smart Squash 2
1,31701,Law Pak Ki Arthur,4,21.67,Spark 1
2,31257,Cheng Miriam Min-Chen,11,19.50,Spark 1
3,31090,Rosenzweig Nathan Shuyou,3,22.20,Spark 1
4,31431,Lo Pak Hei Anson,22,14.73,Spark 1
5,31368,Lin Dawson Aidan,35,12.33,Spark 1
6,30821,Wong Anson,16,16.67,Spark 1
7,30580,Lee Sze Yu,39,11.57,Spark 1
8,31130,Wong Angus,34,12.82,Spark 1
1,29749,Hon Michael Tsz San,1,24.38,The New Generation X
2,30403,Wai Wing Yin,5,21.00,The New Generation X
3,28824,Mak Ryan Lai Lok,28,14.14,The New Generation X
4,29623,Lam Chi Lok,23,14.50,The New Generation X
5,29395,Au Ling Fung,21,14.73,The New Generation X
6,28952,Leung Tsz Yu,42,10.80,The New Generation X
7,29726,Sin Kwun Kit Leo,50,8.14,The New Generation X
8,30282,Choi Ho Yin,0,,The New Generation X
9,28825,Lee Ming Cheung Manfred,0,,The New Generation X
1,28536,Lam Ting Chung,2,22.20,The Squash Club 1
2,30408,Lui Ka Ho Vincent,0,14.00,The Squash Club 1
3,32232,Yeung Kai San,0,7.50,The Squash Club 1
4,30069,Chiu Charlie Cheuk Yin,0,9.00,The Squash Club 1
4,29089,Chan Chun Kit,47,9.00,The Squash Club 1
5,29088,Yum Chun Ting,48,8.75,The Squash Club 1
6,30582,Wong Chun Fai,58,4.75,The Squash Club 1
