Order,HKS No.,Name of Players,Ranking,Points,Team
1,28465,Seung Wai Ching,10,18.63,A Squash
2,30584,Fung On Ying Adele,42,10.12,A Squash
3,30293,Lee Sum Yuet,27,13.36,A Squash
4,30463,Lau Hing Ki,45,8.65,A Squash
5,31593,Weng Yi Kong,51,4.64,A Squash
6,31081,Tong Brian Kwokon,52,3.25,A Squash
7,31077,Tsang King Nam,54,2.77,A Squash
8,28443,Ho Chun Fai,46,8.40,A Squash
1,28852,Ng Ka Yiu Adwin,0,,Friend Club 1
2,30309,Law Harry,0,20.25,Friend Club 1
3,31079,Lo Chun Yu Kelvin,23,15.53,Friend Club 1
4,28651,Lam Timmy Tin Yi,16,16.15,Friend Club 1
5,28941,Wong Hoi Kit,0,9.00,Friend Club 1
6,28868,Tang Chun Long,24,14.14,Friend Club 1
7,30547,Chiu Chung Man,0,18.00,Friend Club 1
8,30519,Chan Hiu Sing,0,,Friend Club 1
9,29179,Mak Chun Kit Kenneth,47,7.89,Friend Club 1
10,29349,Tsang Ho Yan Cyrus,0,6.00,Friend Club 1
11,30576,Lee Chin Hang,53,3.00,Friend Club 1
12,30836,Loh Tsu Voon Roger,0,15.00,Friend Club 1
1,30334,Wong Arthur Man Pok,9,18.79,Hong Kong Football Club 3A
2,24185,Kerr Malcolm,18,15.94,Hong Kong Football Club 3A
3,25822,Frith Keith,12,18.56,Hong Kong Football Club 3A
4,33101,Ho Jr John Paul,26,13.67,Hong Kong Football Club 3A
5,28445,Lau King Yat,14,16.93,Hong Kong Football Club 3A
6,29779,Tulloch Gillem,28,13.29,Hong Kong Football Club 3A
7,23756,Lee Ka Man Carmen,32,12.00,Hong Kong Football Club 3A
8,30858,^ Zhang James,35,11.00,Hong Kong Football Club 3A
9,30898,Tsang Peter,41,10.12,Hong Kong Football Club 3A
1,26628,Fan Tim Tsz Him,7,19.42,Hong Kong Football Club 3B
2,29745,Chan Shui Lun Wilson,15,16.35,Hong Kong Football Club 3B
3,30498,Soo Sean Tsung Jie,38,10.31,Hong Kong Football Club 3B
4,27411,Wong King Yat,25,13.80,Hong Kong Football Club 3B
5,28903,Man Ray Tsz Kit,22,15.55,Hong Kong Football Club 3B
6,30552,Wong Anson,29,12.86,Hong Kong Football Club 3B
7,27539,Li James King Hei,43,9.86,Hong Kong Football Club 3B
1,30209,Ho Ka On,8,18.88,i-Mask Advance Squash Club 1
2,30837,Kwok Ka Ho,20,15.90,i-Mask Advance Squash Club 1
3,29740,Leung Ping Chak,0,,i-Mask Advance Squash Club 1
4,30037,Tsang Cheuk Fung,40,10.20,i-Mask Advance Squash Club 1
5,20187,Leung Chi Kai,0,9.00,i-Mask Advance Squash Club 1
6,30044,Ng Yat Long,0,,i-Mask Advance Squash Club 1
7,30464,Murakami Akifumi,39,10.24,i-Mask Advance Squash Club 1
8,31331,Yip Tsz Ho,34,11.29,i-Mask Advance Squash Club 1
9,29747,Chan Siu Ting,0,,i-Mask Advance Squash Club 1
1,29357,Luen Tsz Yu,2,22.58,Perrier Sergio Tacchini KCC 3
3,28486,Lau Hok Yin Anthony,11,18.60,Perrier Sergio Tacchini KCC 3
4,28147,Wan Tsz Ho,17,16.00,Perrier Sergio Tacchini KCC 3
5,29524,Cheng Yu Ching,30,12.83,Perrier Sergio Tacchini KCC 3
6,21066,Ngan Roger Lun Cheung,33,11.70,Perrier Sergio Tacchini KCC 3
7,28230,Soo Neal,0,,Perrier Sergio Tacchini KCC 3
1,25313,^ Chiu Raymond Shung Hei,1,23.82,USRC - FWD 1
2,19907,Wong Joe Wai Chung,3,22.26,USRC - FWD 1
3,27909,Yip Tony Tsun Yuen,21,15.60,USRC - FWD 1
4,29159,Lau Hugo Hin Yue,44,9.20,USRC - FWD 1
5,28148,Choy Kit Lun Ivan,36,10.93,USRC - FWD 1
6,31364,Ko Charles Leong Fung,0,9.00,USRC - FWD 1
7,30462,Fok Ho Tin,37,10.91,USRC - FWD 1
8,31365,Ko Andrew Leong Yue,48,7.50,USRC - FWD 1
9,29775,Tam Wing Hin,0,5.00,USRC - FWD 1
1,30537,Tang Ethan Pui Lok,6,19.50,Young Player 3
2,30524,Lam Matthew Shing Fung,4,19.80,Young Player 3
3,30226,Chan Sin Yuk,0,18.75,Young Player 3
4,30808,Yu Zi Tao Gabriel,5,19.80,Young Player 3
5,30798,Cheng Ka Hin,19,15.90,Young Player 3
6,31218,Tse Jat,13,17.25,Young Player 3
7,30944,Cheung Ka Yau,31,12.21,Young Player 3
8,31020,Yang Ho Man,0,3.00,Young Player 3
9,29778,Tang Fion Yan Yi,49,7.50,Young Player 3
10,30881,Fung Ching Hei,0,15.00,Young Player 3
11,31163,Tse Toby Yee Lam,50,7.00,Young Player 3
