Order,HKS No.,Name of Players,Ranking,Points,Team
1,28444,Lau Yan Kiu,11,18.94,Global 1
2,29844,Kan Ho Yin Alex,39,12.25,Global 1
3,28391,Lee Ho Ting,48,11.14,Global 1
4,28809,Chan Ming Yan Calvin,40,12.19,Global 1
5,31035,Chan Lok Hin,34,13.20,Global 1
6,29051,Ching Andus Kin Nok,55,9.50,Global 1
7,30201,Law Hong Ting Kelvin,69,0.00,Global 1
1,31832,Law Lok Tsun Brendan,37,12.60,Head Sha Tin 2
2,29696,Chan Marco Sin Hang,23,15.35,Head Sha Tin 2
3,31345,Lam Maurice Cheuk Him,31,14.00,Head Sha Tin 2
4,30601,Lo Alex Chun Wai,24,15.23,Head Sha Tin 2
5,30637,Ma Michael Chung Wai,50,10.41,Head Sha Tin 2
6,31953,Wong Wing Kuen,60,8.77,Head Sha Tin 2
1,31570,Leung Ho Him Jeff,4,22.00,Hong Kong Football Club 6A
2,28403,Lo Ho Yin Terry,5,21.25,Hong Kong Football Club 6A
3,31125,Barmont Alexandre,8,19.31,Hong Kong Football Club 6A
4,32235,Zimmermann Michael,19,17.36,Hong Kong Football Club 6A
5,28057,Tanner Julian,38,12.43,Hong Kong Football Club 6A
6,27257,Ng Paul Lap Yan,28,14.40,Hong Kong Football Club 6A
7,19143,Yeung Tak Keung,56,9.43,Hong Kong Football Club 6A
8,31839,Weisberg Oliver,0,,Hong Kong Football Club 6A
9,10119,Kwok Man Wai Joseph,42,12.00,Hong Kong Football Club 6A
10,28007,Bitan Eli,62,8.50,Hong Kong Football Club 6A
1,31335,Tam Cho Nga Mariko,6,21.23,Hong Kong Football Club 6B
2,28695,Khosa Ashwin,14,18.43,Hong Kong Football Club 6B
3,28618,Cheng Wilfred Wing Fai,17,17.80,Hong Kong Football Club 6B
4,31281,^ Schaefer Rishad,15,18.00,Hong Kong Football Club 6B
5,29812,Long Adrian,36,12.60,Hong Kong Football Club 6B
6,31213,Hill Paige,44,11.62,Hong Kong Football Club 6B
7,32455,Gates Stuart,61,8.70,Hong Kong Football Club 6B
8,31471,Griffiths Edward,57,9.43,Hong Kong Football Club 6B
9,30787,Kostienko Krzysztof,64,7.00,Hong Kong Football Club 6B
10,13079,Low Harold Yiu Keung,0,11.00,Hong Kong Football Club 6B
1,28675,Pak Jethro Sek Huen,12,18.64,HKU 1
2,28489,Ko Ho Tai,7,21.00,HKU 1
3,28316,Lai Chun Yip Leo,26,15.00,HKU 1
4,28477,Leung Gabriel Ho Long,63,7.75,HKU 1
5,30650,Chan Derrel,46,11.36,HKU 1
6,27549,Chan Wing Hei Athena,65,6.00,HKU 1
1,29858,Tang Anfernee Tsz Wah,22,16.60,Kinetic 2
2,29379,Tai Aaron Tsz Yeung,29,14.25,Kinetic 2
3,29670,Lin Charles Lan Kay,52,10.09,Kinetic 2
4,29377,Chung Long Yin,58,9.33,Kinetic 2
5,32330,Thomas Peyroutas,47,11.25,Kinetic 2
6,30607,Wong Nelson Ho Ting,49,10.80,Kinetic 2
7,29380,Tai Jacky Tsz Ki,53,9.92,Kinetic 2
1,26242,Leung Kwan Ching,0,23.00,Racketlon Hong Kong
2,27616,* Lee Darren Ching Him,16,18.00,Racketlon Hong Kong
3,28555,Ng Roy Ting Ho,0,24.00,Racketlon Hong Kong
4,29293,Lee Hei Nam,13,18.56,Racketlon Hong Kong
5,27850,* Li Bing Hei,0,18.00,Racketlon Hong Kong
6,27908,Ng Matthew Ka Wai,21,16.88,Racketlon Hong Kong
7,32468,Or  Ka Ming,33,13.50,Racketlon Hong Kong
8,29330,Chu Daniel Ching Kwok,51,10.20,Racketlon Hong Kong
9,28507,Tang Chun Keung Nick,59,9.00,Racketlon Hong Kong
10,28207,Lai Thomas Chun Sang,0,15.00,Racketlon Hong Kong
11,28430,Li Chun Kit John,0,,Racketlon Hong Kong
1,28485,Kan Yik Shun,32,14.00,Smart Squash 3
2,28694,Kwok Lai Hei,27,15.00,Smart Squash 3
3,30038,Chan Sin Ming,35,13.07,Smart Squash 3
4,28783,Wong Bill Kam Piu,41,12.18,Smart Squash 3
5,31071,Cheung Parco,43,11.75,Smart Squash 3
6,32388,Chui Ho Hin,66,5.60,Smart Squash 3
7,29930,Chan Benjamin Yue Sum,0,4.50,Smart Squash 3
8,30577,Cheung Yu Ping,68,3.00,Smart Squash 3
1,30967,^ Disler Simon William,1,26.25,Sovereign Group LRC Div 6
2,27409,Yung Anthea On Sang,10,19.15,Sovereign Group LRC Div 6
3,32626,Clayton Andrew,0,15.00,Sovereign Group LRC Div 6
4,28691,Li Andrew Man Kwun,18,17.50,Sovereign Group LRC Div 6
5,28254,Shum Peter,9,19.20,Sovereign Group LRC Div 6
6,32208,Brantly Charles,25,15.00,Sovereign Group LRC Div 6
7,30809,Sha Steven,54,9.60,Sovereign Group LRC Div 6
8,32182,Kwok Charmaine,45,11.62,Sovereign Group LRC Div 6
9,32493,Olsen Sven,0,15.00,Sovereign Group LRC Div 6
10,27780,Weatherall Roland,0,5.25,Sovereign Group LRC Div 6
11,32233,Thompson Graeme,0,9.00,Sovereign Group LRC Div 6
12,33228,Gellman Samuel Jacob,67,5.14,Sovereign Group LRC Div 6
1,31638,Lee Dennis Joshua,2,25.83,Vitality Squash 1
2,31807,Fong Ka Lok,3,23.33,Vitality Squash 1
3,31722,Ho Chi Long,20,17.00,Vitality Squash 1
4,31464,Ho Kwan Yin,0,,Vitality Squash 1
5,31909,Kuan Russell,0,,Vitality Squash 1
6,30072,Li Cheryl Wing Sze,30,14.00,Vitality Squash 1
