Order,HKS No.,Name of Players,Ranking,Points,Team
1,33118,Pang Wa San,9,19.00,HDSC 1
2,32788,Chan Chi Fung,10,18.20,HDSC 1
3,32789,O Wai Tsun,16,16.00,HDSC 1
4,33119,Cheung Tsz Ping,11,18.00,HDSC 1
5,32709,Wong Chung Long,24,13.25,HDSC 1
6,32949,Chan Kwan Nok,23,13.75,HDSC 1
7,32791,Wong Tak Yu,39,9.86,HDSC 1
8,32793,Chan Wing Yu,41,8.57,HDSC 1
1,33087,Chan Wun Hei,2,23.62,Head Sha Tin 7
2,32568,Li Ka Kit,15,16.50,Head Sha Tin 7
3,32078,Cheung Lok Chi,14,16.67,Head Sha Tin 7
4,32679,Leung Cheuk Lam,12,17.73,Head Sha Tin 7
5,32091,Yan Chun Yin,44,7.20,Head Sha Tin 7
6,32066,Wong Yin Cheuk,34,10.50,Head Sha Tin 7
7,32543,Wong Suet Ling,33,10.64,Head Sha Tin 7
8,33084,Quek Jian Yu,42,8.45,Head Sha Tin 7
9,33076,Poon Yuk Ting,0,7.50,Head Sha Tin 7
1,32827,Denham Jude,7,20.44,Hong Kong Cricket Club 9
1,32443,Whiley Ann-Marie,0,,Hong Kong Cricket Club 9
2,32462,Eyre James,6,21.67,Hong Kong Cricket Club 9
3,32463,Eyre George,13,17.31,Hong Kong Cricket Club 9
4,33174,Lee King Him Matthew,22,13.80,Hong Kong Cricket Club 9
5,33160,Denham Cole,28,12.23,Hong Kong Cricket Club 9
6,33156,Zhang James,27,12.27,Hong Kong Cricket Club 9
7,33201,Macresy Adrien,38,9.86,Hong Kong Cricket Club 9
9,33135,Zhang Melody,0,3.00,Hong Kong Cricket Club 9
10,33181,Tubiana Sacha,0,3.75,Hong Kong Cricket Club 9
12,33171,Tancock Matthieu,0,,Hong Kong Cricket Club 9
1,32719,Pang Chun Chung Thomas,4,22.59,i-Mask Advance Squash Club 16
2,32730,Hong Tsz Ching,5,21.90,i-Mask Advance Squash Club 16
3,32718,Pang Chun Shing Tavis,21,15.25,i-Mask Advance Squash Club 16
4,32942,Lee Yuk Hei,8,20.25,i-Mask Advance Squash Club 16
5,33066,Cheung Sui Hei,32,10.71,i-Mask Advance Squash Club 16
6,32731,Lee Tin Sam,30,11.33,i-Mask Advance Squash Club 16
7,32872,Chan Yu Si,0,10.50,i-Mask Advance Squash Club 16
8,32887,Zhang Zi Yin,45,7.00,i-Mask Advance Squash Club 16
1,32749,Ma Tsz Yu,26,12.38,Kinetic 8
2,32602,Yip Pui Yan,25,13.00,Kinetic 8
3,33200,So Tsz Lam,35,10.50,Kinetic 8
4,33178,Ip Lik Kee,18,15.60,Kinetic 8
5,33179,Ip Yat Hei,43,8.00,Kinetic 8
6,32969,Li Ka Hing,37,10.12,Kinetic 8
7,32584,Ho Pak Ying,40,9.50,Kinetic 8
8,33199,Tang Lai Lam,0,6.75,Kinetic 8
9,33198,Man Chun Ho,47,5.67,Kinetic 8
10,33197,Ng Chun Ting,48,4.80,Kinetic 8
11,33196,Lam Tsz Chun,49,3.43,Kinetic 8
1,31051,Chan Ho Lam,1,25.41,North District Sports Association 3
2,28540,Leung Chi Man,3,22.91,North District Sports Association 3
3,32686,Lee Yui Hin,19,15.56,North District Sports Association 3
4,32390,Lo Ho Chung,0,21.00,North District Sports Association 3
5,33120,Lai Ming Wah,20,15.55,North District Sports Association 3
6,32997,Chiu Kam Lam,31,10.80,North District Sports Association 3
7,32688,Ng Ho Lam,17,15.80,North District Sports Association 3
8,32978,Yeung Tsz Man Marsha,0,9.00,North District Sports Association 3
9,32979,Li Ching Yi,46,6.60,North District Sports Association 3
10,33112,Wong Wai Shan,0,10.50,North District Sports Association 3
11,33111,Chen Ching Hei Arthur,0,15.00,North District Sports Association 3
1,32417,Chan Vanessa Ann,0,21.00,Vitality Squash 6
2,32721,Li Hei Shun Kyle,0,19.00,Vitality Squash 6
2,31416,Qin Xirui,0,13.00,Vitality Squash 6
3,32957,Chan Ho Ching Mona,29,11.40,Vitality Squash 6
4,32995,Chu Wai Ho,36,10.29,Vitality Squash 6
5,32985,Kinoshita Akitoshi,0,12.00,Vitality Squash 6
6,32986,Kinoshita Harune,0,7.50,Vitality Squash 6
9,32889,Yang Caitlin Bing Yi,0,,Vitality Squash 6
