Order,HKS No.,Name of Players,Ranking,Points,Team
1,27193,Lam Ka Lok Gary,5,21.67,Hong Kong Football Club 7
2,29546,Lam Allen Kar Fai,8,21.0,Hong Kong Football Club 7
3,29498,Ng Henry Cheuk Kiu,0,9.0,Hong Kong Football Club 7
4,31255,Chatte Romain,0,21.0,Hong Kong Football Club 7
5,31948,Berriman Alexander David,0,0.0,Hong Kong Football Club 7
6,30409,Yeung Himmy Cheuk Him,27,15.0,Hong Kong Football Club 7
7,27566,Niederberger Jurg,46,9.5,Hong Kong Football Club 7
8,30787,Kostienko Krzysztof,0,15.75,Hong Kong Football Club 7
9,22872,Kirpalani Arun,43,10.71,Hong Kong Football Club 7
10,29542,Yeung Yurisa,0,12.0,Hong Kong Football Club 7
11,29926,Chan Dave Chi Keung,0,6.0,Hong Kong Football Club 7
12,24825,Li Wilson Wai Shun,0,0.0,Hong Kong Football Club 7
1,32389,Kwok Yin Ting,40,11.4,i-Mask Advance Squash Club 3
2,25716,Au Wai Lun,29,15.0,i-Mask Advance Squash Club 3
3,27237,Chan Ho Yu,28,15.0,i-Mask Advance Squash Club 3
4,25928,Hui Chiu Pun,35,12.0,i-Mask Advance Squash Club 3
5,26965,Chan Chi Ming,0,6.0,i-Mask Advance Squash Club 3
6,27435,Chan Tat Ho,45,9.86,i-Mask Advance Squash Club 3
7,25875,Mo Li Hung Calvin,0,4.5,i-Mask Advance Squash Club 3
8,29834,Chan Hei Ching Boris,53,6.6,i-Mask Advance Squash Club 3
1,30063,Choi Ho Laam,9,21.0,i-Mask Advance Squash Club 4
2,25028,Tse Percy Cheung Ka,30,14.0,i-Mask Advance Squash Club 4
3,29907,Wong Ching Nam,0,18.0,i-Mask Advance Squash Club 4
4,31809,Lu Tsz Ho,14,18.9,i-Mask Advance Squash Club 4
5,29759,Kwong Sarah Wing Yan,0,15.0,i-Mask Advance Squash Club 4
6,31961,Lau Si Chun,33,13.0,i-Mask Advance Squash Club 4
7,29207,Ho Miu Sze,52,8.4,i-Mask Advance Squash Club 4
8,32542,Wong Long Hin Larry,26,15.43,i-Mask Advance Squash Club 4
9,32206,Liu Sung Yan,54,5.62,i-Mask Advance Squash Club 4
1,26292,Lo Hiu Lam,10,21.0,Neptune
2,27709,Ng Chester Tsz Chung,18,18.0,Neptune
3,27911,Chan Tat Wing,17,18.0,Neptune
4,28997,Cheng Darren Ho Yin,19,17.7,Neptune
5,29189,Lui Chi Chung,0,9.0,Neptune
6,29997,Ho Wai Ting,0,6.75,Neptune
7,27377,Wong Icarus Ho Hoi,0,0.0,Neptune
8,27713,Tse Fanny Hiu Fan,57,4.12,Neptune
9,27714,Tse Joey Hiu Laam,56,4.12,Neptune
1,31272,Wong Hailey Shing Fei,2,25.2,Spark 2
2,31904,Huang Valerie Kaitlyn,15,18.6,Spark 2
3,32186,Ho Tsz Ling Alyssa,25,16.2,Spark 2
4,31965,Hau Timothy,24,16.2,Spark 2
5,32077,Kwong Ena,16,18.0,Spark 2
6,31938,Tse Chi Ting Anson,34,12.5,Spark 2
7,31941,Law Pak Ho Cyrus,35,12.0,Spark 2
1,33374,Salahuddin,21,17.14,Squashathon Zero
2,30009,Tam Ji Jun,12,19.5,Squashathon Zero
3,29398,Lee Ho Kwong,38,12.0,Squashathon Zero
4,31055,Leung Ka Shun,0,8.25,Squashathon Zero
5,31547,Yip Sai Fu,0,15.0,Squashathon Zero
7,30073,Ling Ariel Tsz Ting,51,9.0,Squashathon Zero
8,31036,Lai Chun Sing,0,5.25,Squashathon Zero
9,30699,Chan Kwok Leung,55,5.5,Squashathon Zero
2,27045,Mohammad Gull Ilyas,11,20.33,United Services Recreation Club 2
3,32927,Bidal Jay,6,21.0,United Services Recreation Club 2
4,26416,Poon Ho Kar James,7,21.0,United Services Recreation Club 2
5,23118,Chan Billy Sheung Ying,0,21.0,United Services Recreation Club 2
7,30876,Chow Ming Hei Quincy,0,12.0,United Services Recreation Club 2
8,27040,Choi Wilson Wai Sum,49,9.0,United Services Recreation Club 2
1,31960,Kwan Wan Hei,20,17.33,Warriors 1
2,31810,Li Ho Hin,22,16.5,Warriors 1
3,31947,Hung Siu Lung,32,13.67,Warriors 1
4,31628,Cheung Ho Yan,39,11.57,Warriors 1
5,31594,Weng Yi Ching,42,11.25,Warriors 1
6,31959,Tse Ka Wing,48,9.0,Warriors 1
1,31022,Lam Po Ying,3,23.67,Yuen Long JR 1
2,31426,Man Tsz Wing,4,22.88,Yuen Long JR 1
3,32047,Cheng Ting To Brogan,13,19.0,Yuen Long JR 1
4,31824,Wong Yat Hay,31,13.67,Yuen Long JR 1
5,32356,Tsang Chung Tim Kenneth,23,16.29,Yuen Long JR 1
6,31425,Man Tsz Chung,50,9.0,Yuen Long JR 1
7,31825,Tang Tsz Shan,41,11.4,Yuen Long JR 1
8,32185,Tang Tsz Yin,0,7.5,Yuen Long JR 1
1,30044,Ng Yat Long,1,26.14,Yuen Long Squash Club
2,23187,Lam Wai Fai,0,9.0,Yuen Long Squash Club
3,12722,Chan Shiu Ming,37,12.0,Yuen Long Squash Club
4,12718,Chu Sing Pik,47,9.38,Yuen Long Squash Club
5,30983,Lee Chun Huen,0,8.25,Yuen Long Squash Club
6,20312,Kwok Hung Fai,44,10.0,Yuen Long Squash Club
8,22841,Tang Yu Lung,0,2.0,Yuen Long Squash Club
9,22252,Tang Chi On,0,0.75,Yuen Long Squash Club
10,4986,Law Philip Ching Ho,0,0.0,Yuen Long Squash Club
