Order,HKS No.,Name of Players,Ranking,Points,Team
7,32699,Man Sing Long,0,3.0,Relay 2
8,33401,Yap Tsz Him,0,3.0,Relay 2
9,33400,Yap Tsz Ki,0,0.0,Relay 2
1,32055,Ko Sze Chai Cedric,2,26.0,Skyers
2,32054,Wong Ka Hei,0,21.0,Skyers
3,32783,Tong Ho Yin,23,15.6,Skyers
4,33106,Lau Ka Hing,9,19.5,Skyers
5,32056,Yeung Samuel Albert,0,17.0,Skyers
6,32057,Man Hok Him,26,14.33,Skyers
7,29973,Leung Yu Wai,0,10.5,Skyers
8,29972,Chan Sin Hang,0,0.0,Skyers
9,30344,Kan Mei Yan Agnes,45,6.0,Skyers
10,32707,Cheung Hon Ching,0,10.0,Skyers
1,27884,Kam Chik Kan,0,0.0,Smart Squash 4
2,33243,Lam Chi Chris,5,21.6,Smart Squash 4
3,33173,Lee Chok Kan,0,15.0,Smart Squash 4
4,33393,Lee Kwong Kit,0,0.0,Smart Squash 4
5,33394,Hui Ka Leuk,0,10.5,Smart Squash 4
6,32627,Tsang Ting Hei,0,14.0,Smart Squash 4
7,33033,Chan Ming Yan,0,7.5,Smart Squash 4
8,32826,Chan Xavier,0,9.0,Smart Squash 4
9,33385,Sze To Kai Fung,0,9.0,Smart Squash 4
10,33363,Chung Ho Lam Leona,0,3.0,Smart Squash 4
1,32815,Li Ho Sum,13,18.0,Spark 4
2,32847,Leung Yin Hei,0,20.0,Spark 4
3,32154,Cheng Yat Hin,7,21.0,Spark 4
4,32844,Cheng August Huan-Chen,20,15.86,Spark 4
5,32958,Tang Lok Yin,17,16.67,Spark 4
6,32992,Chung Ka Yau,19,16.12,Spark 4
7,33307,Chan Ching Lam,0,9.0,Spark 4
1,32947,Chan Chun Hei,24,15.5,TNG 3
2,32750,Cheung Wai Lok Nathan,37,9.6,TNG 3
3,33059,Chow Ming Hin,28,13.0,TNG 3
4,33185,Chan Hoi Hei,34,11.57,TNG 3
5,33157,Lam Lap Shun,42,7.2,TNG 3
6,33244,Hung Tak Ching,44,6.5,TNG 3
7,33161,Wong Ho Kiu,46,5.62,TNG 3
1,32035,Tang Nga Man,0,19.5,United Services Recreation Club 4
2,32628,Ko Hei Shun,1,26.4,United Services Recreation Club 4
3,31915,Yung Ka Long Carson,0,25.5,United Services Recreation Club 4
4,32105,Tsang Chun Fung,0,18.0,United Services Recreation Club 4
5,31458,Cheng Yu Kiu,0,15.75,United Services Recreation Club 4
6,33133,Cheng Chong Kuen Elson,0,18.0,United Services Recreation Club 4
7,32641,Yuen Tsz Long,22,15.6,United Services Recreation Club 4
8,32720,Feng Weitao,21,15.6,United Services Recreation Club 4
9,32741,Cheng Lok Wan Justin,29,12.6,United Services Recreation Club 4
10,32200,Yam Wing Sum,0,12.0,United Services Recreation Club 4
11,32769,Tong Savant,0,7.0,United Services Recreation Club 4
12,32977,Tang Ching Hei,0,10.0,United Services Recreation Club 4
1,33240,Li Hau Ching,4,22.5,Yuen Long JR 3
2,33170,Wong Yat Him,6,21.0,Yuen Long JR 3
3,32848,Lip Tsz Ho,31,12.0,Yuen Long JR 3
4,32367,Wong Tsz Ting,0,15.0,Yuen Long JR 3
5,32168,Wong Yik Hong,0,0.0,Yuen Long JR 3
6,33146,Chan Chi Pui,27,14.14,Yuen Long JR 3
7,33163,Cheng Tsz Hei,16,17.0,Yuen Long JR 3
8,32590,Chan Tak Lun,0,13.5,Yuen Long JR 3
9,33499,Lam Yuen Sarm,33,11.57,Yuen Long JR 3
