Order,HKS No.,Name of Players,Ranking,Points,Team
1,29636,Lau Hon Chu,32,12.0,HDSC
2,32788,Chan Chi Fung,0,9.0,HDSC
3,32789,O Wai Tsun,25,14.57,HDSC
4,32709,Wong Chung Long,0,18.0,HDSC
5,32949,Chan Kwan Nok,0,6.0,HDSC
6,32793,Chan Wing Yu,0,6.0,HDSC
7,32795,Ng Ling Yan,0,8.0,HDSC
8,33298,Ma Chi Lok Joshua,36,9.86,HDSC
9,33327,Woo Cheuk Wai,41,7.29,HDSC
1,33087,Chan Wun Hei,8,20.62,HEAD SHATIN 6
2,32568,Li Ka Kit,0,22.0,HEAD SHATIN 6
3,32270,Yip Ching Yi,10,19.2,HEAD SHATIN 6
4,32679,Leung Cheuk Lam,12,18.43,HEAD SHATIN 6
5,32899,Koon Ka Sing,0,18.0,HEAD SHATIN 6
6,32080,Tam Cheuk Yan,0,10.5,HEAD SHATIN 6
7,32313,Tsang Ching Yuen,43,6.6,HEAD SHATIN 6
8,32312,Tsang Choi Shu,47,5.5,HEAD SHATIN 6
1,32752,Tulloch John Lucas,0,27.0,Hong Kong Football Club 18
2,33262,Niehorster Harrison Steven,0,21.0,Hong Kong Football Club 18
3,32926,Kerr Lewis Gordon,3,24.6,Hong Kong Football Club 18
4,32153,Sheethal Kumar Mehak,0,24.0,Hong Kong Football Club 18
5,32916,Fordham Henry,14,17.4,Hong Kong Football Club 18
6,33203,Vartanian Noe,0,19.5,Hong Kong Football Club 18
7,32868,Ko Nathan,0,18.0,Hong Kong Football Club 18
8,33204,Fraser Thomas William,0,16.5,Hong Kong Football Club 18
9,33208,Chew Alexander,0,16.0,Hong Kong Football Club 18
10,32943,Basoglu George,0,0.0,Hong Kong Football Club 18
11,32915,Matharu Ambi,38,9.0,Hong Kong Football Club 18
1,33409,Ma Kwai Ting William,0,27.0,i-Mask Advance Squash Club 12
2,32385,Moy Ho Yan,11,18.5,i-Mask Advance Squash Club 12
3,32183,Hon Wai Lam,18,16.2,i-Mask Advance Squash Club 12
4,32719,Pang Chun Chung Thomas,15,17.33,i-Mask Advance Squash Club 12
5,32718,Pang Chun Shing Tavis,39,8.62,i-Mask Advance Squash Club 12
6,32573,Lo Yat Fung,0,1.5,i-Mask Advance Squash Club 12
7,31226,Fung Hoi Man Cora,30,12.0,i-Mask Advance Squash Club 12
8,31074,Cheung Rachael Yin Wa,0,10.0,i-Mask Advance Squash Club 12
9,33537,Pang Chun Pan Terry,0,8.0,i-Mask Advance Squash Club 12
10,33536,Pang Chun Hei Timothy,0,7.5,i-Mask Advance Squash Club 12
1,32086,Chan Long Ying,0,16.5,Relay 2
3,33349,Cheung Yui,0,9.0,Relay 2
4,32701,Chan Wai Chu,35,10.5,Relay 2
5,32861,Lee Wing Yung,0,11.0,Relay 2
6,33053,Lee Sze Yui Edna,40,8.14,Relay 2
