Order,HKS No.,Name of Players,Ranking,Points,Team
1,26628,Fan Tim Tsz Him,0,15.75,Hong Kong Football Club 3A
2,28651,Lam Timmy Tin Yi,12,17.0,Hong Kong Football Club 3A
3,24185,Kerr Malcolm,20,12.86,Hong Kong Football Club 3A
4,25822,Frith Keith,18,14.25,Hong Kong Football Club 3A
5,29779,Tulloch Gillem,26,12.0,Hong Kong Football Club 3A
6,28839,Tong Tsz Chun,19,13.5,Hong Kong Football Club 3A
7,30898,Tsang Peter,0,17.0,Hong Kong Football Club 3A
8,23756,Lee Ka Man Carmen,26,12.0,Hong Kong Football Club 3A
1,29745,Chan Shui Lun Wilson,9,18.38,Hong Kong Football Club 3B
2,28445,Lau King Yat,4,21.43,Hong Kong Football Club 3B
3,28903,Man Ray Tsz Kit,15,16.2,Hong Kong Football Club 3B
4,30498,Soo Sean Tsung Jie,16,15.0,Hong Kong Football Club 3B
5,27411,Wong King Yat,0,12.75,Hong Kong Football Club 3B
6,30552,Wong Anson,31,10.29,Hong Kong Football Club 3B
7,27539,Li James King Hei,0,0.0,Hong Kong Football Club 3B
8,31142,Wu Renee,0,10.0,Hong Kong Football Club 3B
9,29778,Tang Fion Yan Yi,0,0.0,Hong Kong Football Club 3B
1,29738,Cheung Cheuk Hei,14,16.5,i-Mask Advance Squash Club 1
2,29210,Lee Tsz Long Max,22,12.6,i-Mask Advance Squash Club 1
3,31219,Tse Jin,0,9.0,i-Mask Advance Squash Club 1
4,30837,Kwok Ka Ho,0,18.0,i-Mask Advance Squash Club 1
5,30037,Tsang Cheuk Fung,0,3.0,i-Mask Advance Squash Club 1
6,30464,Murakami Akifumi,24,12.43,i-Mask Advance Squash Club 1
7,31331,Yip Tsz Ho,32,9.86,i-Mask Advance Squash Club 1
1,29354,Chu Kenny King Chun,3,22.5,PERRIER SERGIO TACCHINI KCC 3
2,29475,Chu Alex Kwok Kee,0,19.0,PERRIER SERGIO TACCHINI KCC 3
3,27380,Fung Tsz Cheong,6,20.25,PERRIER SERGIO TACCHINI KCC 3
4,28486,Lau Hok Yin Anthony,11,17.25,PERRIER SERGIO TACCHINI KCC 3
5,27853,Chan Nelson Kai Chi,5,20.57,PERRIER SERGIO TACCHINI KCC 3
6,31608,Ng Ka Tsun Derek,0,14.25,PERRIER SERGIO TACCHINI KCC 3
7,28147,Wan Tsz Ho,29,10.88,PERRIER SERGIO TACCHINI KCC 3
1,28693,Kwok Lai Yin,25,12.43,Raptors
2,28087,Ma Tsz Lok,23,12.5,Raptors
3,29086,Wong Hoi Chun,0,9.0,Raptors
4,28475,Luk Long Hei,34,8.0,Raptors
5,28828,Tse Man Ho,0,9.0,Raptors
6,28929,Poon Chun Sing,35,6.5,Raptors
7,29694,Wong Ho Chung,36,2.14,Raptors
1,19907,Wong Joe Wai Chung,2,23.62,United Services Recreation Club - FWD 1
2,27909,Yip Tony Tsun Yuen,17,14.5,United Services Recreation Club - FWD 1
3,27548,Fung Ji Yang,7,20.0,United Services Recreation Club - FWD 1
4,29159,Lau Hugo Hin Yue,21,12.75,United Services Recreation Club - FWD 1
5,28148,Choy Kit Lun Ivan,30,10.5,United Services Recreation Club - FWD 1
6,30462,Fok Ho Tin,0,15.0,United Services Recreation Club - FWD 1
1,31218,Tse Jat,1,25.0,Young Player 3
2,31701,Law Pak Ki Arthur,10,17.4,Young Player 3
3,31079,Lo Chun Yu Kelvin,8,18.75,Young Player 3
4,30944,Cheung Ka Yau,13,16.67,Young Player 3
5,31021,Ho Hon Sum,28,11.62,Young Player 3
6,30881,Fung Ching Hei,0,15.0,Young Player 3
7,31163,Tse Toby Yee Lam,33,8.0,Young Player 3
8,31176,Wai Sze Wing,0,6.0,Young Player 3
9,31424,Lee Sze Lok,0,0.0,Young Player 3
