Order,HKS No.,Name of Players,Ranking,Points,Team
1,32518,Willemse Rudi,4,19.8,Hong Kong Cricket Club 2
2,28683,Ma Tsz Hei,8,15.6,Hong Kong Cricket Club 2
3,25295,^ Chiu Ho Fai,7,16.5,Hong Kong Cricket Club 2
4,25313,^ Chiu Raymond Shung Hei,5,17.57,Hong Kong Cricket Club 2
5,30798,Cheng Ka Hin,14,13.29,Hong Kong Cricket Club 2
6,30600,Chan Chun Ching,0,0.0,Hong Kong Cricket Club 2
7,28230,Soo Neal,0,0.0,Hong Kong Cricket Club 2
8,31365,Ko Andrew Leong Yue,0,0.0,Hong Kong Cricket Club 2
1,25832,^ Lau Dick Siu Wai,12,14.0,Hong Kong Football Club 2
2,29547,^ Ho Eric Chu Him,11,14.5,Hong Kong Football Club 2
3,30509,Ward Andrew,16,12.5,Hong Kong Football Club 2
4,25930,^ Yu Vincent Hok Yan,0,6.75,Hong Kong Football Club 2
5,22148,Hill Peter,17,12.0,Hong Kong Football Club 2
6,25294,^ Chiu Ho Ming,0,0.0,Hong Kong Football Club 2
7,20566,Cheung Vincent Cheuk Yin,0,12.0,Hong Kong Football Club 2
8,20450,Chan Lincoln Lik Hang,0,0.0,Hong Kong Football Club 2
1,28851,Yeung Ho Wai,1,25.0,PERRIER SERGIO TACCHINI KCC 2A
2,29585,Law Yat Long,9,15.5,PERRIER SERGIO TACCHINI KCC 2A
3,27214,Fung Ivan Ngo Long,15,13.2,PERRIER SERGIO TACCHINI KCC 2A
4,29099,Wong King Yeung,0,5.25,PERRIER SERGIO TACCHINI KCC 2A
5,18591,Yan Tim Tsz Keung,21,7.0,PERRIER SERGIO TACCHINI KCC 2A
6,28366,Lee Ka Yi,0,3.0,PERRIER SERGIO TACCHINI KCC 2A
1,24673,Kwong Anson Yu Shun,3,21.5,PERRIER SERGIO TACCHINI KCC 2B
2,29264,Ling To Yu,2,22.0,PERRIER SERGIO TACCHINI KCC 2B
3,28462,Ho Tze Ho Hugo,6,17.5,PERRIER SERGIO TACCHINI KCC 2B
4,27410,Wong King Ngo,13,13.8,PERRIER SERGIO TACCHINI KCC 2B
5,29357,Luen Tsz Yu,20,10.8,PERRIER SERGIO TACCHINI KCC 2B
6,27291,Tong Tsz Wing,0,7.5,PERRIER SERGIO TACCHINI KCC 2B
1,27413,Wong Hon Fung,0,21.0,Young Player 2
2,30742,Au Lap Man Rex,10,15.43,Young Player 2
3,26290,Chan Joey Ho Ling,0,9.75,Young Player 2
4,28123,Liu Tsz Ling,18,11.4,Young Player 2
5,28466,Ho Tomato Tze Lok,0,0.0,Young Player 2
6,30537,Tang Ethan Pui Lok,18,11.4,Young Player 2
7,28378,Chu Vanessa Man Yee,0,7.5,Young Player 2
8,30524,Lam Matthew Shing Fung,0,7.0,Young Player 2
9,30209,Ho Ka On,0,8.0,Young Player 2
