Order,HKS No.,Name of Players,Ranking,Points,Team
1,28465,Seung Wai Ching,1,26.25,A Squash 1A
2,30584,Fung On Ying Adele,0,0.0,A Squash 1A
3,30293,Lee Sum Yuet,3,22.29,A Squash 1A
4,30463,Lau Hing Ki,0,18.0,A Squash 1A
5,31593,Weng Yi Kong,27,13.88,A Squash 1A
6,31081,Tong Brian Kwokon,26,14.0,A Squash 1A
7,31077,Tsang King Nam,0,6.0,A Squash 1A
8,28443,Ho Chun Fai,0,5.0,A Squash 1A
1,31373,Lai Long Ching,2,22.71,A Squash 1B
2,31149,Cheng Pik Ching,22,15.38,A Squash 1B
3,31882,Leung Ka Huen,14,17.62,A Squash 1B
4,31455,Chung King Lam,43,7.8,A Squash 1B
5,31480,Li Tsz Yau,41,8.57,A Squash 1B
6,29050,Wong Ue Him,0,0.0,A Squash 1B
7,29752,Tsang Sin Kei Ophelia,0,0.0,A Squash 1B
1,29329,Cheung Chun,9,20.0,Hong Kong Football Club 5
2,32994,Chapman William,19,16.29,Hong Kong Football Club 5
3,30431,Chan Hok Nam,16,17.14,Hong Kong Football Club 5
4,32903,^ Roux Pieter Le,12,18.0,Hong Kong Football Club 5
5,31647,Harrison Timothy,0,18.0,Hong Kong Football Club 5
6,25742,Nihalani Manoj,0,16.5,Hong Kong Football Club 5
7,32520,Miranda Rodrigo Quan,0,12.0,Hong Kong Football Club 5
8,32455,Gates Stuart,36,10.67,Hong Kong Football Club 5
1,30967,^ Disler Simon William,4,22.29,Howards Folly Wine LRC Div 5
2,27573,Soo Euan Tsung Liang,17,17.0,Howards Folly Wine LRC Div 5
3,28254,Shum Peter,11,18.5,Howards Folly Wine LRC Div 5
4,27409,Yung Anthea On Sang,31,12.6,Howards Folly Wine LRC Div 5
5,28691,Li Andrew Man Kwun,25,14.4,Howards Folly Wine LRC Div 5
6,32208,Brantly Charles,0,12.0,Howards Folly Wine LRC Div 5
8,33228,Gellman Samuel Jacob,0,8.25,Howards Folly Wine LRC Div 5
9,32182,Kwok Charmaine,0,3.0,Howards Folly Wine LRC Div 5
10,30809,Sha Steven,0,3.0,Howards Folly Wine LRC Div 5
11,32493,Olsen Sven,0,0.0,Howards Folly Wine LRC Div 5
11,32233,Thompson Graeme,0,3.0,Howards Folly Wine LRC Div 5
12,27780,Weatherall Roland,0,7.5,Howards Folly Wine LRC Div 5
1,28431,Li Chun Hei,5,21.43,i-Mask Advance Squash Club 2
2,26417,Ng Spencer Yu Hin,0,21.0,i-Mask Advance Squash Club 2
3,28488,Chan Martin Lok Yin,0,12.0,i-Mask Advance Squash Club 2
4,31713,Lee Tin Hang,0,12.0,i-Mask Advance Squash Club 2
5,31201,Cheuk Chun Hei,30,13.0,i-Mask Advance Squash Club 2
6,27292,Yu Fung,23,14.5,i-Mask Advance Squash Club 2
7,29316,Lee Ka Fai Peterson,29,13.0,i-Mask Advance Squash Club 2
8,29747,Chan Siu Ting,0,0.0,i-Mask Advance Squash Club 2
9,27796,Lo Jacky Chi Fung,0,6.0,i-Mask Advance Squash Club 2
10,28068,Siu Karman Ka Man,39,9.6,i-Mask Advance Squash Club 2
11,29479,Chow Hester Yuk Ting,0,6.0,i-Mask Advance Squash Club 2
12,20187,Leung Chi Kai,0,15.0,i-Mask Advance Squash Club 2
1,30942,Lai Cheuk Yu,7,21.33,PERRIER SERGIO TACCHINI KCC 5
2,29632,Cheng Nga Ching,8,20.62,PERRIER SERGIO TACCHINI KCC 5
3,28776,Ho Ka Wing Janice,15,17.5,PERRIER SERGIO TACCHINI KCC 5
4,29877,Li Sum Yin,10,18.6,PERRIER SERGIO TACCHINI KCC 5
5,28135,Ho Ka Po,21,16.0,PERRIER SERGIO TACCHINI KCC 5
6,29681,Tong Sze Chai,35,11.14,PERRIER SERGIO TACCHINI KCC 5
7,29160,Lam Jannis Wing Hei,0,12.0,PERRIER SERGIO TACCHINI KCC 5
8,26916,Sheppard Drew,0,0.0,PERRIER SERGIO TACCHINI KCC 5
1,32468,Or  Ka Ming,12,18.0,Physical Chess 1
2,29293,Lee Hei Nam,20,16.2,Physical Chess 1
3,26242,Leung Kwan Ching,33,12.6,Physical Chess 1
4,27616,* Lee Darren Ching Him,0,7.0,Physical Chess 1
5,28207,Lai Thomas Chun Sang,23,14.5,Physical Chess 1
7,27908,Ng Matthew Ka Wai,31,12.6,Physical Chess 1
8,27850,* Li Bing Hei,0,11.0,Physical Chess 1
9,29330,Chu Daniel Ching Kwok,0,3.0,Physical Chess 1
10,24622,Mak Christina Pui Hin,0,0.0,Physical Chess 1
1,30038,Chan Sin Ming,34,12.0,Smart Squash 2
2,30841,* Ng Kai Yuen Gary,0,0.0,Smart Squash 2
3,31071,Cheung Parco,0,0.0,Smart Squash 2
4,31310,Ng Tsz Chun,28,13.8,Smart Squash 2
5,28783,Wong Bill Kam Piu,38,9.67,Smart Squash 2
6,32388,Chui Ho Hin,0,0.0,Smart Squash 2
7,25980,Fung Thomas Ho On,45,7.5,Smart Squash 2
8,29282,Yeung Tsz May,42,7.88,Smart Squash 2
9,28795,Sin Chun Kwong,46,1.5,Smart Squash 2
1,31712,Tam Tommy Tsz Shing,6,21.38,TNG 1
2,31808,Fong Ka Leung,18,16.5,TNG 1
4,31630,* Tse Long Hin,0,9.75,TNG 1
5,31966,Ma Kin Fung,37,10.0,TNG 1
6,31896,Au Ling Yu,44,7.5,TNG 1
7,31957,Lau Wai Tung,40,9.5,TNG 1
8,31995,Ong Zhe Sim,0,3.75,TNG 1
