Order,HKS No.,Name of Players,Ranking,Points,Team
1,33003,Herrig Marcel,0,23.25,Bravo
2,22851,Kwok Davy Wing Cheung,3,24.0,Bravo
3,23591,Chow Pui Sing,4,22.33,Bravo
4,23592,Wong Brian Chi Fai,13,16.71,Bravo
5,24392,Lam Sam Sin Cheung,0,0.0,Bravo
6,27914,Lee Ying Fat,0,15.0,Bravo
7,31187,Chan Samuel Kwai Fun,0,7.5,Bravo
8,21903,Tang Hung Tim,0,8.25,Bravo
9,12717,Tse Siu Ming,0,0.0,Bravo
10,26269,Cheng Hok Hing,29,6.6,Bravo
11,33426,Chan Yung Ming,0,0.75,Bravo
1,27991,Yip Joe Hung Ping,0,17.25,DS
2,23518,Fong Michael Hok Shing,24,10.8,DS
3,24298,Yip Ben Tat Ming,16,15.43,DS
4,26599,Kwong John Ka Sing,0,12.0,DS
5,23516,Chung Simon Yiu Wing,26,8.57,DS
6,8756,Mok Wing Mou,0,2.0,DS
7,29123,Ho Yiu Kwong,31,4.8,DS
1,33527,Hung Yat Hoi Desmond,1,26.0,Hong Kong Racquets Club
2,33152,Patil Megh Harishchandra,0,18.0,Hong Kong Racquets Club
3,32572,Miranda Felipe,14,16.5,Hong Kong Racquets Club
4,33148,Bartlett Daniel Wesley,15,16.2,Hong Kong Racquets Club
5,33177,Beard Kevin,0,6.0,Hong Kong Racquets Club
6,33154,Ryall Edwin Bernard,0,0.0,Hong Kong Racquets Club
7,33149,Leung Timothy Lee Yin,0,12.0,Hong Kong Racquets Club
8,33047,Wong Edmund,0,12.0,Hong Kong Racquets Club
9,33257,Cheng Chen Kaja,28,7.29,Hong Kong Racquets Club
10,33528,Brown Christopher,0,9.0,Hong Kong Racquets Club
11,33245,Thomas Liam,20,12.0,Hong Kong Racquets Club
12,33529,Jeremy Douglas,0,15.0,Hong Kong Racquets Club
1,28989,Lam Ronnie Cheuk Fung,0,19.5,i-Mask Advance Squash Club 10
2,28495,Ho Shuk Yi,0,24.0,i-Mask Advance Squash Club 10
3,31717,Ng Kai Him Kendrew,12,17.0,i-Mask Advance Squash Club 10
4,29161,Chung Kristy Cheuk Ki,5,21.0,i-Mask Advance Squash Club 10
5,32043,Kong Yuk Hang Jason,19,12.43,i-Mask Advance Squash Club 10
8,30801,Leung Cheuk Yan,0,0.0,i-Mask Advance Squash Club 10
9,32267,Cheung Louis,0,11.0,i-Mask Advance Squash Club 10
10,29867,Wong Michael Ho Ming,0,7.0,i-Mask Advance Squash Club 10
11,28023,Kwan Natalie Huen Wai,17,14.14,i-Mask Advance Squash Club 10
12,30326,Lai Lily Tsz Yan,0,0.0,i-Mask Advance Squash Club 10
1,28782,Tam Chiu Wai,2,24.43,PSC 2
2,29040,Chan Ringo Wai Kwong,8,18.43,PSC 2
3,29918,Choi Derek Yung To,0,0.0,PSC 2
4,21830,Li Kin Wah,0,21.0,PSC 2
5,22820,Lai Kwok Wai,9,18.0,PSC 2
6,26273,Siu William Chak Man,21,11.4,PSC 2
7,23231,Kong Bryan Yiu Kai,0,0.0,PSC 2
8,26498,Leung Man Wah,0,13.5,PSC 2
9,7420,Chan Po Sing,0,15.0,PSC 2
10,7883,Mak Derek Kam Yuen,0,10.5,PSC 2
11,25539,Yuen Albert Wai Cheong,32,3.6,PSC 2
1,19255,Lau Chun Kwok,10,18.0,Rovers
2,26906,Chan Freeman Hon Wah,23,11.14,Rovers
3,19132,Kong Kai Ming Kim,22,11.25,Rovers
4,29656,Chan Wing San,30,6.5,Rovers
5,25951,Lee Tim Ming Tong,26,8.57,Rovers
6,10979,Kam Wing Kun Cedric,0,8.25,Rovers
1,31679,Chan Ka Long Leo,6,20.57,SKCSC
2,26668,Chan Kin Hung Kit,0,18.75,SKCSC
3,25671,Leung Michael Yan Por,7,18.5,SKCSC
4,27482,Lai Herbert Chan Wah,18,13.71,SKCSC
5,27048,Chui King Yat,11,17.14,SKCSC
6,27484,Ling Siu Ki Brian,25,9.5,SKCSC
7,12880,Leung Patrick Pak Chiu,0,11.0,SKCSC
