Order,HKS No.,Name of Players,Ranking,Points,Team
1,32082,Wong Kelvin Ka Wing,27,13.8,HEAD SHATIN 5
2,32073,Lai Shing Chak,12,19.33,HEAD SHATIN 5
3,32425,Choi Ming Fung,28,13.5,HEAD SHATIN 5
4,32303,Tsang Hoi Lam,32,12.6,HEAD SHATIN 5
5,32419,Ng Wing Sze,25,14.14,HEAD SHATIN 5
6,30307,Chan Tsz Yeung,0,15.0,HEAD SHATIN 5
7,10000,Mak Rachel Lai Lo,13,18.5,HEAD SHATIN 5
8,33083,Yuen Hong Man,33,12.5,HEAD SHATIN 5
9,31611,Chau Ka Chung,26,13.88,HEAD SHATIN 5
1,32481,Macresy Raphael,8,20.14,Hong Kong Cricket Club 17
2,32251,Healy Michael,5,21.75,Hong Kong Cricket Club 17
4,32444,Clark Bryan Henry,18,16.0,Hong Kong Cricket Club 17
5,32462,Eyre James,20,15.75,Hong Kong Cricket Club 17
6,32827,Denham Jude,22,15.43,Hong Kong Cricket Club 17
7,32463,Eyre George,0,18.0,Hong Kong Cricket Club 17
8,33558,Yu Stanley Thomas,31,12.6,Hong Kong Cricket Club 17
9,32843,Sheel Daryanani,0,13.0,Hong Kong Cricket Club 17
11,32828,Spencer Lance Thomas,0,0.0,Hong Kong Cricket Club 17
1,31535,Tsui Ka Pui,2,24.5,i-Mask Advance Squash Club 11
2,32042,Lo Sin Tung,0,24.0,i-Mask Advance Squash Club 11
3,32724,Lee Kit Long,4,23.0,i-Mask Advance Squash Club 11
4,32942,Lee Yuk Hei,7,20.33,i-Mask Advance Squash Club 11
5,33517,Kan Sheung Yin,21,15.6,i-Mask Advance Squash Club 11
6,31700,Poon Shun Ming,0,3.0,i-Mask Advance Squash Club 11
7,32725,Lee Kit Ying,16,16.8,i-Mask Advance Squash Club 11
8,32732,Chu Ho Ching,37,11.0,i-Mask Advance Squash Club 11
9,33066,Cheung Sui Hei,0,9.0,i-Mask Advance Squash Club 11
10,32731,Lee Tin Sam,44,7.2,i-Mask Advance Squash Club 11
11,33075,Lee Wan Yin,0,7.5,i-Mask Advance Squash Club 11
1,32071,Lo Ching Yin,3,24.33,Kinetic 6
2,32441,Ling Yau Hang,0,20.0,Kinetic 6
3,32790,Chan Ching Long,35,12.0,Kinetic 6
4,32211,Tam Kai Chi,34,12.0,Kinetic 6
5,32691,Ling Chak Piu William,40,9.6,Kinetic 6
6,32602,Yip Pui Yan,0,13.5,Kinetic 6
7,33200,So Tsz Lam,0,8.0,Kinetic 6
8,32969,Li Ka Hing,40,9.6,Kinetic 6
9,33197,Ng Chun Ting,0,8.25,Kinetic 6
10,33440,Tam Yat Yin,48,0.6,Kinetic 6
11,31786,Li Wing Nam,0,0.0,Kinetic 6
1,30089,Chow Ka Lun,19,15.9,PLZ
2,32198,Ching Pak Hin,38,10.2,PLZ
3,30796,Hui Chi Fai,43,8.0,PLZ
4,31056,Ng Terry Yu Hin,45,5.7,PLZ
5,30090,Chan Hin Chiu,0,1.5,PLZ
6,29533,Cheung Hoi Suen,46,5.62,PLZ
1,31997,Ng Kin Chun,0,14.25,Smart Squash 3
2,32853,Chung Ho Yin Will,11,19.5,Smart Squash 3
3,32165,Tseng O Him,30,12.86,Smart Squash 3
4,32712,Chok Wai Hin,0,9.0,Smart Squash 3
5,32697,Li Tsz Chung,36,11.14,Smart Squash 3
6,32566,Chim Tung Ni,40,9.6,Smart Squash 3
7,33018,Wong Chak Sum Ocean,39,9.86,Smart Squash 3
8,33392,Ng Tsz Ching,0,7.5,Smart Squash 3
9,32856,Wong Hung Kei,0,3.0,Smart Squash 3
10,32692,Lau Wai Yin,0,3.0,Smart Squash 3
11,32693,Lam Ka Ho,0,9.0,Smart Squash 3
1,31406,Wong Chun Hong,1,26.45,Spaghetti
2,31407,Leung Kwan Pok,0,21.0,Spaghetti
3,31408,Lau Siu Yuen,9,20.1,Spaghetti
4,31409,Lau Cheuk Yin,24,14.57,Spaghetti
5,33427,Yu Cheuk Yin,0,3.0,Spaghetti
6,33428,Cheung Ho Wing,47,5.25,Spaghetti
1,32320,Yip Cho Wai,23,15.43,The Zero Squash Club D17
2,32669,Tse Tin Po,14,17.62,The Zero Squash Club D17
3,32034,Lau Chi Chun,17,16.5,The Zero Squash Club D17
4,31326,Mak Kwok Wing,6,20.4,The Zero Squash Club D17
5,32670,Tsui Wing Fat,10,20.0,The Zero Squash Club D17
6,31505,Chung Ka Chun,15,16.8,The Zero Squash Club D17
7,31740,Chau Chun Man,29,13.2,The Zero Squash Club D17
8,32473,Wong Tat Tsun,0,16.5,The Zero Squash Club D17
9,32835,Sham Ka Ching,0,14.0,The Zero Squash Club D17
10,32022,Chan Wing Tung,0,15.0,The Zero Squash Club D17
11,33219,Chan Sui Ting,0,16.5,The Zero Squash Club D17
12,27467,Ho Suk Yin,0,15.0,The Zero Squash Club D17
