Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chung Kwong Hei,The Squash Club 3,27.0,162,6,6,0,13A,1.0
2,Tang Ka Yan,Craigengower Cricket Club,22.8,114,5,4,1,13A,0.8
3,Tang Wing Keung,The Squash Club 3,21.0,126,6,5,1,13A,0.8333333333333334
4,Lee Hoi Yu,North District Sports Association 1,20.4,102,5,3,2,13A,0.6
5,Wu Chi Wai,Arctic Circle,19.8,99,5,3,2,13A,0.6
6,Chong Siu Fung,The Squash Club 3,18.6,93,5,5,0,13A,1.0
7,Chau Yung Lok,North District Sports Association 1,17.4,87,5,5,0,13A,1.0
8,Choi Hiu Yeung,Arctic Circle,13.8,69,5,4,1,13A,0.8
9,Leung Yat Hei,North District Sports Association 1,13.2,66,5,3,2,13A,0.6
10,Lam Wilson Koon Fung,Craigengower Cricket Club,11.4,57,5,2,3,13A,0.4
,Luk Long Ching,Arctic Circle,24.0,24,1,1,0,13A,1.0
,Li Chung Him Samuel,Craigengower Cricket Club,23.25,93,4,4,0,13A,1.0
,Lo Tin Lai,North District Sports Association 1,23.0,69,3,2,1,13A,0.6666666666666666
,Tse Tin Yui,X-Alpha 5,23.0,69,3,2,1,13A,0.6666666666666666
,Sin Hoi Tung,North District Sports Association 1,22.0,66,3,3,0,13A,1.0
,Leung Kwok Wai,Star River 2,21.0,84,4,3,1,13A,0.75
,Lam Yan Yu Hayley,The Squash Club 3,21.0,63,3,3,0,13A,1.0
,Lo Tien Yue,Craigengower Cricket Club,21.0,42,2,2,0,13A,1.0
,Chan Thomas Tsz Sau,The Squash Club 3,21.0,42,2,2,0,13A,1.0
,Hui Tak Cheung,Greenfield,21.0,21,1,1,0,13A,1.0
,Chui Horace,Craigengower Cricket Club,19.5,39,2,2,0,13A,1.0
,Chen Haoyuan,MM Squash,18.75,75,4,4,0,13A,1.0
,Yau Ming Chi,Squashathon SocGen,18.0,18,1,1,0,13A,1.0
,Lam Yuk Ying,North District Sports Association 1,18.0,18,1,1,0,13A,1.0
,Yip Edmund Kin Man,Star River 2,18.0,54,3,1,2,13A,0.3333333333333333
,Leung Tsun Man,North District Sports Association 1,18.0,18,1,1,0,13A,1.0
,Ma Tsz Wun,X-Alpha 5,17.25,69,4,2,2,13A,0.5
,Bachani Vinay Suresh,MM Squash,17.0,51,3,1,2,13A,0.3333333333333333
,Tam Ming Wai,The Squash Club 3,16.5,33,2,2,0,13A,1.0
,Lam Ngo Sze Osee,MM Squash,16.5,33,2,1,1,13A,0.5
,Ahmed Masood,MM Squash,16.5,33,2,1,1,13A,0.5
,Wong Kwun Hin,X-Alpha 5,16.0,48,3,3,0,13A,1.0
,Tam Rony Kwok Ki,Star River 2,15.75,63,4,2,2,13A,0.5
,Chan Kwok Wa,Greenfield,15.75,63,4,2,2,13A,0.5
,Buxani Krish,Squashathon SocGen,15.0,45,3,3,0,13A,1.0
,Wong Wai Ling Helen,Arctic Circle,15.0,30,2,2,0,13A,1.0
,Tsang Man Chiu,North District Sports Association 1,15.0,15,1,1,0,13A,1.0
,Law Chu Cheong,North District Sports Association 1,15.0,15,1,1,0,13A,1.0
,Lam Wai,Greenfield,15.0,30,2,1,1,13A,0.5
