Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Yuen Tsun Hei,Kowloon Cricket Club 2,21.0,105,5,5,0,2,1.0
2,Hill Peter,Hong Kong Cricket Club D2,10.8,54,5,1,4,2,0.2
,Wong Wing Kuen,Kowloon Cricket Club 2,26.0,78,3,3,0,2,1.0
,Low Mark Chun Kit,Hong Kong Football Club 2A,23.25,93,4,4,0,2,1.0
,Chan Linclon Wui Ki,Kowloon Cricket Club 2,22.0,66,3,3,0,2,1.0
,Chiu Ho Fai,Hong Kong Cricket Club D2,21.75,87,4,3,1,2,0.75
,Lai Long Ching,Hong Kong Football Club 2B,19.5,39,2,1,1,2,0.5
,Ho Eric Chu Him,Hong Kong Football Club 2A,19.0,57,3,3,0,2,1.0
,Lo Chris Cheuk Hin,Kowloon Cricket Club 2,19.0,57,3,2,1,2,0.6666666666666666
,Ohri Ashray,Hong Kong Football Club 2A,18.0,72,4,2,2,2,0.5
,Chan Shui Lun Wilson,Hong Kong Football Club 2B,18.0,54,3,1,2,2,0.3333333333333333
,Chiu Raymond Shung Hei,Hong Kong Cricket Club D2,16.0,48,3,1,2,2,0.3333333333333333
,Lee Tin Hang,Hong Kong Football Club 2B,15.0,30,2,2,0,2,1.0
,Law Pak Ho Cyrus,Young Player 2,15.0,45,3,2,1,2,0.6666666666666666
,Yip Tsz Ho,Kowloon Cricket Club 2,15.0,15,1,1,0,2,1.0
,Cheng Ting To Brogan,Hong Kong Football Club 2B,15.0,30,2,1,1,2,0.5
,Yeung Tsung Chit Karson,Young Player 2,15.0,15,1,1,0,2,1.0
,Ho Tomato Tze Lok,Hong Kong Football Club 2A,15.0,15,1,0,1,2,0.0
,Ward Andrew,Hong Kong Football Club 2A,14.0,42,3,2,1,2,0.6666666666666666
,Wong Sze Yu,Young Player 2,13.5,54,4,0,4,2,0.0
,Ma Tsz Hei,Hong Kong Football Club 2B,13.0,39,3,3,0,2,1.0
,Law Yat Long,Kowloon Cricket Club 2,13.0,39,3,2,1,2,0.6666666666666666
,Hung Hin Wang Clemnet,Hong Kong Football Club 2B,12.0,24,2,2,0,2,1.0
,Cassidy Cameron Michael,Hong Kong Football Club 2B,12.0,12,1,1,0,2,1.0
,Ho Tze Ho Hugo,Kowloon Cricket Club 2,11.0,33,3,2,1,2,0.6666666666666666
,Lau Pak To,Young Player 2,11.0,33,3,1,2,2,0.3333333333333333
,Genever Peter John,Hong Kong Cricket Club D2,11.0,33,3,0,3,2,0.0
,Wong Anson,Hong Kong Football Club 2B,10.0,30,3,1,2,2,0.3333333333333333
,Broughton Samuel,Hong Kong Football Club 2A,9.0,27,3,1,2,2,0.3333333333333333
,Huang Sidney Victor,Hong Kong Football Club 2A,9.0,18,2,1,1,2,0.5
,Cheng Nga Ching,Young Player 2,9.0,9,1,0,1,2,0.0
,Leung Ka Huen,Young Player 2,9.0,9,1,0,1,2,0.0
,Lam Po Ying,Young Player 2,9.0,9,1,0,1,2,0.0
,Wong King Yeung,Kowloon Cricket Club 2,8.25,33,4,2,2,2,0.5
,Ho Chun Hin,Young Player 2,7.5,15,2,0,2,2,0.0
,Tse Toby Yee Lam,Young Player 2,6.0,6,1,0,1,2,0.0
,Cheung Cheuk Hei,Hong Kong Football Club 2B,6.0,12,2,0,2,2,0.0
,Cheung Tsz Ching,Young Player 2,6.0,6,1,0,1,2,0.0
,Wai Sze Wing,Hong Kong Cricket Club D2,5.0,15,3,1,2,2,0.3333333333333333
,Wong Kirstie Po Yui,Hong Kong Cricket Club D2,5.0,15,3,0,3,2,0.0
,Ekanayake Yeshan,Hong Kong Cricket Club D2,3.0,3,1,0,1,2,0.0
,Lau Tin Lok,Hong Kong Cricket Club D2,3.0,6,2,0,2,2,0.0
,Lo Pui Yin Chloe,Young Player 2,3.0,3,1,0,1,2,0.0
,Sheethal Kumar Palash,Hong Kong Cricket Club D2,0.0,0,1,0,1,2,0.0
,Fung Ching Hei,Young Player 2,0.0,0,0,0,0,2,0.0
,Khan Faheem,Hong Kong Cricket Club D2,0.0,0,0,0,0,2,0.0
,Kwong Anson Yu Shun,Kowloon Cricket Club 2,0.0,0,0,0,0,2,0.0
,Yu Vincent Hok Yan,Hong Kong Football Club 2A,0.0,0,0,0,0,2,0.0
,Tong Tsz Wing,Kowloon Cricket Club 2,0.0,0,0,0,0,2,0.0
