Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Lau Sai Chak Elson,i-Mask Advance Squash Club 7,15.0,75,5,4,1,13C,0.8
,Ho Chun Lok,Smart Squash 2,27.0,54,2,2,0,13C,1.0
,Chow Pui Sing,Bravo D13,25.5,102,4,4,0,13C,1.0
,Lee Nok Tin,JSA 1,25.5,51,2,2,0,13C,1.0
,Ho Chun Yin,Smart Squash 2,24.0,48,2,2,0,13C,1.0
,Kang Sen Yu,Bravo D13,24.0,24,1,1,0,13C,1.0
,Li Zoe,HKIS Div 13,24.0,24,1,1,0,13C,1.0
,Lai Ming Wai Anna,NEXUS 3,24.0,24,1,1,0,13C,1.0
,Ng Ho Fung Arthur,i-Mask Advance Squash Club 7,24.0,24,1,1,0,13C,1.0
,Lau Sai Kit Ethan,i-Mask Advance Squash Club 7,23.25,93,4,3,1,13C,0.75
,Yu Bella,i-Mask Advance Squash Club 6,22.5,45,2,2,0,13C,1.0
,Au Pak Yin,i-Mask Advance Squash Club 6,21.0,84,4,3,1,13C,0.75
,Tsoi Cheuk Hin Kieran,Vitality Squash 2,21.0,42,2,1,1,13C,0.5
,Wong Darren,JSA 1,21.0,21,1,1,0,13C,1.0
,Xie Yu Hin,NEXUS 3,21.0,21,1,1,0,13C,1.0
,Cheng King Leung,Vitality Squash 2,21.0,21,1,1,0,13C,1.0
,Lam Tsz Wang,i-Mask Advance Squash Club 7,19.5,78,4,3,1,13C,0.75
,Luk Argen,Vitality Squash 2,19.5,78,4,3,1,13C,0.75
,Chen Alexander Kelin,i-Mask Advance Squash Club 6,19.5,78,4,2,2,13C,0.5
,Chum Daphne Gautam,HKIS Div 13,19.5,39,2,2,0,13C,1.0
,Tan Xin,i-Mask Advance Squash Club 6,19.5,39,2,2,0,13C,1.0
,Chum Dylan Dzongsar,HKIS Div 13,19.5,39,2,1,1,13C,0.5
,Pong Pak Him Matthias,HKIS Div 13,19.5,39,2,1,1,13C,0.5
,Han William Jialun,JSA 1,19.0,57,3,3,0,13C,1.0
,Li Siu Ting,Smart Squash 2,19.0,57,3,2,1,13C,0.6666666666666666
,Tsang Chi Him,JSA 1,19.0,57,3,2,1,13C,0.6666666666666666
,Hon Wai Lam,i-Mask Advance Squash Club 7,18.75,75,4,3,1,13C,0.75
,Chu Nathan Yian Zhe,i-Mask Advance Squash Club 6,18.0,72,4,4,0,13C,1.0
,To Chun Yuen,Bravo D13,18.0,54,3,2,1,13C,0.6666666666666666
,Yeung Hei Lo Keiko,Smart Squash 3,18.0,54,3,2,1,13C,0.6666666666666666
,Xie Ho Yu,NEXUS 3,18.0,18,1,1,0,13C,1.0
,Bei Chi Ting,JSA 1,18.0,36,2,1,1,13C,0.5
,Lam Tsz Ching,i-Mask Advance Squash Club 7,18.0,18,1,1,0,13C,1.0
,Cheung Aiden hayden,JSA 1,18.0,18,1,1,0,13C,1.0
,Yau Lucas Haoxiang,Vitality Squash 2,18.0,18,1,0,1,13C,0.0
,Yuen Tsz Tang,NEXUS 3,18.0,18,1,0,1,13C,0.0
,Ko Jinhyo,HKIS Div 13,17.0,51,3,2,1,13C,0.6666666666666666
,Wong Hiu Ching,NEXUS 3,16.5,33,2,2,0,13C,1.0
,Cheng Chung Yin,Smart Squash 2,16.5,33,2,2,0,13C,1.0
,Tan Tianle,i-Mask Advance Squash Club 6,16.5,33,2,2,0,13C,1.0
,Wang Tristan Xiao Feng,HKIS Div 13,16.5,33,2,1,1,13C,0.5
,Lai Chak Hin,Smart Squash 2,15.0,45,3,2,1,13C,0.6666666666666666
,Poon Yik Fan,i-Mask Advance Squash Club 7,15.0,45,3,2,1,13C,0.6666666666666666
,Yu Hoi Yi,NEXUS 3,15.0,15,1,1,0,13C,1.0
,Lee Julia,HKIS Div 13,15.0,15,1,1,0,13C,1.0
,Yu Chung Wo,NEXUS 3,15.0,15,1,1,0,13C,1.0
,Chen Marshall Youpeng,Vitality Squash 2,15.0,15,1,1,0,13C,1.0
,Sun Jacob Jia-Wei,Vitality Squash 2,15.0,30,2,1,1,13C,0.5
,Kam Wo Wan,Smart Squash 2,15.0,15,1,1,0,13C,1.0
,To Lut Ting,JSA 1,15.0,30,2,1,1,13C,0.5
,Chiu Ho Yin,Smart Squash 3,15.0,15,1,1,0,13C,1.0
,Li Hiu Ching,Smart Squash 2,15.0,15,1,1,0,13C,1.0
,Man Yu Ching,Smart Squash 3,15.0,15,1,0,1,13C,0.0
,Chen Zihao Jayden,i-Mask Advance Squash Club 6,15.0,15,1,0,1,13C,0.0
,Kam Zeon Hei,Smart Squash 2,14.0,42,3,2,1,13C,0.6666666666666666
,Zhang Ting Xuan,HKIS Div 13,14.0,42,3,2,1,13C,0.6666666666666666
,Cheng Chung Yan,Smart Squash 2,13.5,54,4,2,2,13C,0.5
,Yuen Tsz Hin,Smart Squash 3,13.5,27,2,1,1,13C,0.5
,Lam Kwong Hei,Smart Squash 3,13.5,27,2,0,2,13C,0.0
,Lin Hei Chi Amber,i-Mask Advance Squash Club 6,13.0,39,3,2,1,13C,0.6666666666666666
,Lin Elizabeth,HKIS Div 13,12.0,48,4,3,1,13C,0.75
,Chan Cedric,Smart Squash 3,12.0,24,2,0,2,13C,0.0
,Wong Tsz Long,NEXUS 3,10.5,21,2,0,2,13C,0.0
,Tsang Tze Nam,i-Mask Advance Squash Club 7,10.0,30,3,1,2,13C,0.3333333333333333
,Yeung Ka Hei Kason,Smart Squash 3,9.0,36,4,2,2,13C,0.5
,Kwong Tsz Hang,Smart Squash 3,9.0,18,2,0,2,13C,0.0
,Fok Yiu Wan,JSA 1,9.0,9,1,0,1,13C,0.0
,Lin Hei Wo Howard,i-Mask Advance Squash Club 6,7.5,15,2,1,1,13C,0.5
,Au Hoi Yau,i-Mask Advance Squash Club 7,7.5,15,2,1,1,13C,0.5
,Lin Jia Li,Bravo D13,7.5,15,2,0,2,13C,0.0
,Guo Wan Ling,Bravo D13,6.0,6,1,0,1,13C,0.0
,Tam Ka Yu,i-Mask Advance Squash Club 7,6.0,6,1,0,1,13C,0.0
,Liu Cheuk Wang,Smart Squash 2,6.0,6,1,0,1,13C,0.0
,Tam Ki Fung,Smart Squash 3,4.5,9,2,0,2,13C,0.0
,Lam Tsz Ching,Bravo D13,4.5,9,2,0,2,13C,0.0
,Yoo Soo Min,Vitality Squash 2,4.5,9,2,0,2,13C,0.0
,Wan Shing Yau,Smart Squash 3,0.0,0,1,0,1,13C,0.0
,Lee Winston Kim Wa,i-Mask Advance Squash Club 7,0.0,0,0,0,0,13C,0.0
,Zhang Ting Ze,HKIS Div 13,0.0,0,0,0,0,13C,0.0
,Chen Mickey Youlin,Vitality Squash 2,0.0,0,0,0,0,13C,0.0
,Yip Griffin Hongsun,NEXUS 3,0.0,0,0,0,0,13C,0.0
,Sun Luke Tang,i-Mask Advance Squash Club 6,0.0,0,0,0,0,13C,0.0
,Wong Jace,JSA 1,0.0,0,0,0,0,13C,0.0
,Lee Chun Yuen Aiden,NEXUS 3,0.0,0,0,0,0,13C,0.0
,Wong Wun Yin,NEXUS 3,0.0,0,0,0,0,13C,0.0
,Chan Yik Hei,Vitality Squash 2,0.0,0,0,0,0,13C,0.0
,Zhang Fei,Bravo D13,0.0,0,0,0,0,13C,0.0
,Jin Olivia,JSA 1,0.0,0,0,0,0,13C,0.0
,Chiu Tsz Yu,JSA 1,0.0,0,0,0,0,13C,0.0
,Chen Yat Kuen,NEXUS 3,0.0,0,0,0,0,13C,0.0
,Wu Mark Zi Yang,Smart Squash 2,0.0,0,0,0,0,13C,0.0
,Wong Corwin,Smart Squash 3,0.0,0,0,0,0,13C,0.0
,Kan Yi Ling,Smart Squash 2,0.0,0,0,0,0,13C,0.0
