Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Ho Wai Keung,Royal Hong Kong Yacht Club M4,Rundle David Christopher,Hong Kong Football Club M4B,07/11/2024,Royal Hong Kong Yacht Club,1,0-3,Loss,Home
Rundle David Christopher,Hong Kong Football Club M4B,Ho Wai Keung,Royal Hong Kong Yacht Club M4,07/11/2024,Royal Hong Kong Yacht Club,1,3-0,Win,Away
Onillon Jean-Charles,Royal Hong Kong Yacht Club M4,Dansanghani Rahul,Hong Kong Football Club M4B,07/11/2024,Royal Hong Kong Yacht Club,2,0-3,Loss,Home
Dansanghani Rahul,Hong Kong Football Club M4B,Onillon Jean-Charles,Royal Hong Kong Yacht Club M4,07/11/2024,Royal Hong Kong Yacht Club,2,3-0,Win,Away
Ho Stephen Wing Yuen,Royal Hong Kong Yacht Club M4,Fong Kong Raymond,Hong Kong Football Club M4B,07/11/2024,Royal Hong Kong Yacht Club,3,3-2,Win,Home
Fong Kong Raymond,Hong Kong Football Club M4B,Ho Stephen Wing Yuen,Royal Hong Kong Yacht Club M4,07/11/2024,Royal Hong Kong Yacht Club,3,2-3,Loss,Away
Clayton Iain Michael,Royal Hong Kong Yacht Club M4,Cheng Chen Kaja,Hong Kong Football Club M4B,07/11/2024,Royal Hong Kong Yacht Club,4,3-0,Win,Home
Cheng Chen Kaja,Hong Kong Football Club M4B,Clayton Iain Michael,Royal Hong Kong Yacht Club M4,07/11/2024,Royal Hong Kong Yacht Club,4,0-3,Loss,Away
Chaudhry Ali,Royal Hong Kong Yacht Club M4,Putt Alasdair,Hong Kong Football Club M4B,07/11/2024,Royal Hong Kong Yacht Club,5,2-3,Loss,Home
Putt Alasdair,Hong Kong Football Club M4B,Chaudhry Ali,Royal Hong Kong Yacht Club M4,07/11/2024,Royal Hong Kong Yacht Club,5,3-2,Win,Away
Chan Kin Hung Kit,SKCSC,Wright Martin,Bolton,07/11/2024,Masters - Cornwall Street Squash Centre,1,2-3,Loss,Home
Wright Martin,Bolton,Chan Kin Hung Kit,SKCSC,07/11/2024,Masters - Cornwall Street Squash Centre,1,3-2,Win,Away
Leung Michael Yan Por,SKCSC,Sullivan Andrew,Bolton,07/11/2024,Masters - Cornwall Street Squash Centre,2,3-0,Win,Home
Sullivan Andrew,Bolton,Leung Michael Yan Por,SKCSC,07/11/2024,Masters - Cornwall Street Squash Centre,2,0-3,Loss,Away
Wong Tony Wing Tung,SKCSC,Somers Jonathan,Bolton,07/11/2024,Masters - Cornwall Street Squash Centre,3,3-1,Win,Home
Somers Jonathan,Bolton,Wong Tony Wing Tung,SKCSC,07/11/2024,Masters - Cornwall Street Squash Centre,3,1-3,Loss,Away
Lai Herbert Chan Wah,SKCSC,Farran Andrew,Bolton,07/11/2024,Masters - Cornwall Street Squash Centre,4,3-0,Win,Home
Farran Andrew,Bolton,Lai Herbert Chan Wah,SKCSC,07/11/2024,Masters - Cornwall Street Squash Centre,4,0-3,Loss,Away
Leung Patrick Pak Chiu,SKCSC,Niehorster James,Bolton,07/11/2024,Masters - Cornwall Street Squash Centre,5,3-0,Win,Home
Niehorster James,Bolton,Leung Patrick Pak Chiu,SKCSC,07/11/2024,Masters - Cornwall Street Squash Centre,5,0-3,Loss,Away
Au Siu Fai,Hong Kong Football Club M4A,Tong Chi On,United Services Recreation Club M4,07/11/2024,Hong Kong Football Club,1,3-2,Win,Home
Tong Chi On,United Services Recreation Club M4,Au Siu Fai,Hong Kong Football Club M4A,07/11/2024,Hong Kong Football Club,1,2-3,Loss,Away
Ford Anthony,Hong Kong Football Club M4A,Yu Chi Keung,United Services Recreation Club M4,07/11/2024,Hong Kong Football Club,2,3-0,Win,Home
Yu Chi Keung,United Services Recreation Club M4,Ford Anthony,Hong Kong Football Club M4A,07/11/2024,Hong Kong Football Club,2,0-3,Loss,Away
Mrosek Martin,Hong Kong Football Club M4A,Mirapuri Rajesh,United Services Recreation Club M4,07/11/2024,Hong Kong Football Club,3,3-0,Win,Home
Mirapuri Rajesh,United Services Recreation Club M4,Mrosek Martin,Hong Kong Football Club M4A,07/11/2024,Hong Kong Football Club,3,0-3,Loss,Away
Sung Stephen,Hong Kong Football Club M4A,Yuen Amos Wing Keung,United Services Recreation Club M4,07/11/2024,Hong Kong Football Club,4,0-3,Loss,Home
Yuen Amos Wing Keung,United Services Recreation Club M4,Sung Stephen,Hong Kong Football Club M4A,07/11/2024,Hong Kong Football Club,4,3-0,Win,Away
Sung Iris,Hong Kong Football Club M4A,Unknown,United Services Recreation Club M4,07/11/2024,Hong Kong Football Club,5,0-3,Loss,Home
Unknown,United Services Recreation Club M4,Sung Iris,Hong Kong Football Club M4A,07/11/2024,Hong Kong Football Club,5,3-0,Win,Away
Brien Peter Wilhelm Hubert,Hong Kong Club Blue,Chan Chi Ming,WAKO,07/11/2024,HK CLUB,1,3-0,Win,Home
Chan Chi Ming,WAKO,Brien Peter Wilhelm Hubert,Hong Kong Club Blue,07/11/2024,HK CLUB,1,0-3,Loss,Away
Erro Davide,Hong Kong Club Blue,Chui Danny Kam Wah,WAKO,07/11/2024,HK CLUB,2,1-3,Loss,Home
Chui Danny Kam Wah,WAKO,Erro Davide,Hong Kong Club Blue,07/11/2024,HK CLUB,2,3-1,Win,Away
McLennan Justin,Hong Kong Club Blue,Yiu Sai Ngoi,WAKO,07/11/2024,HK CLUB,3,0-3,Loss,Home
Yiu Sai Ngoi,WAKO,McLennan Justin,Hong Kong Club Blue,07/11/2024,HK CLUB,3,3-0,Win,Away
Kendall Charles Richard,Hong Kong Club Blue,Gaffney Noel Patrick,WAKO,07/11/2024,HK CLUB,4,0-3,Loss,Home
Gaffney Noel Patrick,WAKO,Kendall Charles Richard,Hong Kong Club Blue,07/11/2024,HK CLUB,4,3-0,Win,Away
Sutch Jeremy,Hong Kong Club Blue,Ha Henry Kam Bo,WAKO,07/11/2024,HK CLUB,5,3-0,Win,Home
Ha Henry Kam Bo,WAKO,Sutch Jeremy,Hong Kong Club Blue,07/11/2024,HK CLUB,5,0-3,Loss,Away
