Order,HKS No.,Name of Players,Ranking,Points,Team
1,28658,Wong Chi Him,0,27.0,Young Player 1A
2,30276,To Wai Lok,8,15.0,Young Player 1A
3,29856,Ho Samuel Ka Hei,5,19.0,Young Player 1A
1,27346,^ Lee Max Ho Yin,0,0.0,Hong Kong Football Club 1
2,28722,Lau Tsz Kwan,0,0.0,Hong Kong Football Club 1
3,33676,Cornes Ribadas Carlos,2,21.75,Hong Kong Football Club 1
1,28146,Yip Tsz Fung,0,0.0,FWD
2,29836,Chung Yat Long,6,18.86,FWD
3,30537,Tang Ethan Pui Lok,9,12.38,FWD
4,33827,Gonzalo Romero Rodriguez,11,7.2,FWD
5,19907,Wong Joe Wai Chung,10,11.57,FWD
1,29684,Lai Matthew Cheuk Nam,1,22.29,Perrier Sergio Tacchini KCC 1
2,29264,Ling To Yu,7,18.43,Perrier Sergio Tacchini KCC 1
3,28838,Lo Chris Cheuk Hin,3,21.0,Perrier Sergio Tacchini KCC 1
1,28706,Leung Henry Chi Hin,0,0.0,Young Player 1B
2,28463,Tang Ming Hong,0,24.0,Young Player 1B
3,29568,Lam Harley Yat Ting,4,19.5,Young Player 1B
