Order,HKS No.,Name of Players,Ranking,Points,Team
1,29885,Lin Chun Wah,0,21.0,Alpha CUHK Master
2,19059,Leung Ka Lau,28,14.14,Alpha CUHK Master
3,27682,Lau Chi Wai,0,0.0,Alpha CUHK Master
4,26770,Wong Kevin Ming Hoi,0,0.0,Alpha CUHK Master
5,22983,Mok Sui Kei,0,9.0,Alpha CUHK Master
6,13326,Lee Dominic Ho Chi,0,0.0,Alpha CUHK Master
7,33279,Chan Hing Chi Jimmy,26,14.57,Alpha CUHK Master
8,25420,Lam Francis Fu Yuen,33,12.0,Alpha CUHK Master
9,29386,Tsang Ricky Wai Kit,43,9.0,Alpha CUHK Master
10,7433,Yu Wai King,0,0.0,Alpha CUHK Master
11,27115,Lo Carlos Wing Hung,37,10.29,Alpha CUHK Master
12,19665,Ha Henry Kam Bo,51,4.2,Alpha CUHK Master
13,18543,Tam Benny Pit Shing,0,5.25,Alpha CUHK Master
14,19751,Tam Stephen Wai Sing,0,6.75,Alpha CUHK Master
1,26166,Martin Timothy,2,21.38,Bolton
2,29202,Wright Martin,21,15.43,Bolton
3,26976,Sullivan Andrew,22,15.38,Bolton
4,28579,Wilby John,0,0.0,Bolton
5,28724,Walsh Paul,0,11.25,Bolton
6,33837,Stark Christopher Michael,0,3.0,Bolton
7,29225,Pawlyn Ben,32,12.0,Bolton
8,32299,Simons Paul,0,16.5,Bolton
9,28580,Glover Stephen,0,0.0,Bolton
10,30272,Healy Richard,35,10.8,Bolton
11,33726,Blakelock Peter,48,6.6,Bolton
12,33845,Farran Andrew,0,5.0,Bolton
13,29617,Niehorster James,0,0.0,Bolton
14,28593,Hughes Trevor,0,0.0,Bolton
1,29518,Swarbrick Andrew,0,0.0,Hong Kong Cricket Club M4
2,29927,Bernard Edwin,0,17.0,Hong Kong Cricket Club M4
3,29649,Harjani Vinod,6,20.62,Hong Kong Cricket Club M4
4,32223,Chang Sean Pey,0,16.5,Hong Kong Cricket Club M4
5,25380,Bradbury Adrian,14,18.38,Hong Kong Cricket Club M4
6,30283,Chib Rajeev,0,0.0,Hong Kong Cricket Club M4
7,25512,Tong Roden Man Lung,0,21.0,Hong Kong Cricket Club M4
8,30134,Openshaw Michael,27,14.4,Hong Kong Cricket Club M4
9,30184,Zimmermann Lorenz,42,9.38,Hong Kong Cricket Club M4
10,30779,Vera Henry,0,0.0,Hong Kong Cricket Club M4
11,29446,O'Neill Glenn,0,0.0,Hong Kong Cricket Club M4
12,13823,Sutherland Donald,0,9.0,Hong Kong Cricket Club M4
13,11930,Smith Robert,0,12.0,Hong Kong Cricket Club M4
14,33731,Yen Shiau Sin,0,10.5,Hong Kong Cricket Club M4
1,33660,Tjia Jonathan,0,22.5,Hong Kong Football Club M4A
2,25353,McAuslan Gary,17,16.33,Hong Kong Football Club M4A
3,25201,Chew Fook Aun,0,0.0,Hong Kong Football Club M4A
4,27253,Murray David,23,15.0,Hong Kong Football Club M4A
5,33531,Le Hong Quang,12,19.0,Hong Kong Football Club M4A
6,24182,Tang Thomas Sek Khuen,0,6.0,Hong Kong Football Club M4A
7,32521,Thind Harry,0,0.0,Hong Kong Football Club M4A
8,32598,Chau Phil,39,9.5,Hong Kong Football Club M4A
9,22099,Sung Iris,39,9.5,Hong Kong Football Club M4A
10,33775,Hogan Patrich Declan,0,15.0,Hong Kong Football Club M4A
11,25871,Rickett Nick,0,3.0,Hong Kong Football Club M4A
12,18995,Chan Peggy,0,0.0,Hong Kong Football Club M4A
13,9338,Sung Stephen,0,3.0,Hong Kong Football Club M4A
1,26674,Gollop Stephen,0,0.0,Hong Kong Football Club M4B
2,28186,Ho Kwan Lun,10,19.5,Hong Kong Football Club M4B
3,20788,Au Siu Fai,0,23.25,Hong Kong Football Club M4B
4,33272,Otero Somoza Juan Angel,38,9.6,Hong Kong Football Club M4B
5,26276,Matharu Channi,0,12.0,Hong Kong Football Club M4B
6,26016,Wong Javy Ki Ling,0,17.0,Hong Kong Football Club M4B
7,23694,Fong Kong Raymond,0,6.0,Hong Kong Football Club M4B
8,31829,Duncombe Emma,0,0.0,Hong Kong Football Club M4B
9,5239,Lam Wai Ming,50,4.5,Hong Kong Football Club M4B
10,25367,Cheng Chung Wing Raymond,0,6.0,Hong Kong Football Club M4B
11,33570,Wan Esther,0,0.0,Hong Kong Football Club M4B
12,28014,Matharu Sati,54,0.0,Hong Kong Football Club M4B
1,11516,Osmund Ronnie,0,22.0,Perrier Sergio Tacchini KCC M4
2,21028,Wong Wan Man,0,16.5,Perrier Sergio Tacchini KCC M4
3,4263,Chan Alex Siu Kun,0,24.0,Perrier Sergio Tacchini KCC M4
4,3206,Choy Yuk Kwong Donnie,16,16.5,Perrier Sergio Tacchini KCC M4
5,28381,Kundamal Dhiraj,0,23.25,Perrier Sergio Tacchini KCC M4
6,19505,Brettell David,0,12.0,Perrier Sergio Tacchini KCC M4
7,29647,Samtani Rakesh,0,15.0,Perrier Sergio Tacchini KCC M4
8,23712,Tsang Wai Kit Paul,35,10.8,Perrier Sergio Tacchini KCC M4
9,29648,Hira Ajay,0,0.0,Perrier Sergio Tacchini KCC M4
10,26325,Wan Pauline Yuen Ping,0,19.5,Perrier Sergio Tacchini KCC M4
11,11972,Lo Tin Yee Clement,0,4.5,Perrier Sergio Tacchini KCC M4
12,21519,Fraser Peter,0,7.0,Perrier Sergio Tacchini KCC M4
13,26154,Cheung Coco Oi Yan,25,14.62,Perrier Sergio Tacchini KCC M4
14,25547,Yip Kent Chi Bun,0,15.0,Perrier Sergio Tacchini KCC M4
15,25572,Tang Raymond Wai Ming,0,0.0,Perrier Sergio Tacchini KCC M4
16,21136,Tang Man Shing,0,15.0,Perrier Sergio Tacchini KCC M4
17,17782,Chow Mark Yu Cheuk,0,9.0,Perrier Sergio Tacchini KCC M4
1,28700,Chan Chi Ming Mike,0,25.0,Phoenix
2,29290,Ting Philip Wai Man,3,21.33,Phoenix
3,19807,Wong Michael Wai Leung,7,20.4,Phoenix
4,29270,Wong Anthony Yik Cheong,34,10.88,Phoenix
5,29131,Mak Chee Soon,0,6.75,Phoenix
6,31435,Lee Dennis,18,15.5,Phoenix
7,29133,Leung Chui Ming Micky,47,8.1,Phoenix
1,33695,Sly Lester George,0,24.0,RHKYC M4
2,30443,Kennel Yannick,0,18.75,RHKYC M4
3,33515,Sternberg Henrik,29,13.67,RHKYC M4
4,31612,Ho Wai Keung,0,8.25,RHKYC M4
5,27767,Theil Rene,0,0.0,RHKYC M4
6,33696,Oei Chuen Shek Joseph,0,13.5,RHKYC M4
7,31494,Dunn Roger Turner,46,8.4,RHKYC M4
8,30197,Chiu Sai Kwong,45,8.5,RHKYC M4
9,33934,Singer Mark,0,3.0,RHKYC M4
10,32813,Chui Benjamin,49,5.0,RHKYC M4
11,26919,Peirse Adrian,0,2.0,RHKYC M4
1,19704,Reid Dallas,13,19.0,The HK Club Blue
2,31433,Brien Peter Wilhelm Hubert,1,23.0,The HK Club Blue
3,28422,Cox Simon,0,0.0,The HK Club Blue
4,32955,Kracht Stefan,0,6.0,The HK Club Blue
5,32123,Rhys Benjamin,0,0.0,The HK Club Blue
6,31202,McLennan Justin,31,13.33,The HK Club Blue
7,28616,Peaker Mark,0,0.0,The HK Club Blue
8,26162,Kendall Charles Richard,44,9.0,The HK Club Blue
9,33574,Sutch Jeremy,0,6.0,The HK Club Blue
10,2306,Hinchcliffe Robert Bruce,0,12.75,The HK Club Blue
11,20383,O'Connell Eamonn,52,4.2,The HK Club Blue
12,28702,Debnam Nicholas James,0,3.75,The HK Club Blue
13,8048,Buttifant Barry John,53,1.5,The HK Club Blue
14,3716,Williams Gareth,0,0.0,The HK Club Blue
15,25438,Sharp William,0,0.0,The HK Club Blue
1,22729,Hsu Marvin,0,25.5,The Hong Kong Jockey Club M4
2,27451,Ho Wai Ying,11,19.12,The Hong Kong Jockey Club M4
3,23088,Tong Franco Sui Lun,23,15.0,The Hong Kong Jockey Club M4
4,29998,Woo Heng Che Stephen,0,0.0,The Hong Kong Jockey Club M4
5,8731,Ip Kenny Lau Chuen,15,16.67,The Hong Kong Jockey Club M4
6,33810,Diniz Carlos,19,15.43,The Hong Kong Jockey Club M4
7,21062,Dong Ka Chung Jacky,30,13.33,The Hong Kong Jockey Club M4
8,4194,Tyen Cedric Kwong Hui,0,0.0,The Hong Kong Jockey Club M4
9,23978,Luk Thomas Yun Tong,0,15.0,The Hong Kong Jockey Club M4
10,16638,Ip Yee Chiu,0,0.0,The Hong Kong Jockey Club M4
11,12721,Ma Sau Hung,0,0.0,The Hong Kong Jockey Club M4
12,17812,Wang Benedict,0,0.0,The Hong Kong Jockey Club M4
1,26965,Chan Chi Ming,9,19.71,WAKO Masters
2,8292,Wong Wing Ming,0,18.0,WAKO Masters
3,29899,Yiu Sai Ngoi,4,21.0,WAKO Masters
4,14775,Chui Danny Kam Wah,5,20.62,WAKO Masters
5,32858,Gaffney Noel Patrick,8,19.8,WAKO Masters
6,28792,Choi Chi Keung,0,16.5,WAKO Masters
7,29741,Sin William Wai Lam,20,15.43,WAKO Masters
8,7883,Mak Derek Kam Yuen,0,12.75,WAKO Masters
9,15157,Chiu Chi Shing,41,9.43,WAKO Masters
10,5505,Deayton Heather,0,0.0,WAKO Masters
