Order,HKS No.,Name of Players,Ranking,Points,Team
1,31531,Cheng Chun Yin,1,24.0,Greenfield
2,32392,Howe Cheuk Wing Neil,10,18.67,Greenfield
3,30682,Lai Yiu Wa,9,19.12,Greenfield
4,26643,Chow Siu Yin Wilson,12,18.0,Greenfield
5,30727,* Chan Kwok Wa,27,12.0,Greenfield
6,27959,Young Ki Chun,24,12.43,Greenfield
7,24482,Ku Desmond Yuk Yan,0,9.0,Greenfield
8,31968,* Hui Tak Cheung,0,6.0,Greenfield
1,29518,Swarbrick Andrew,0,0.0,Hong Kong Cricket Club Rockers
2,29927,Bernard Edwin,0,19.5,Hong Kong Cricket Club Rockers
3,25380,Bradbury Adrian,14,17.0,Hong Kong Cricket Club Rockers
4,30184,Zimmermann Lorenz,28,11.57,Hong Kong Cricket Club Rockers
5,30134,Openshaw Michael,33,8.7,Hong Kong Cricket Club Rockers
6,22974,Koeman Arthur,37,7.5,Hong Kong Cricket Club Rockers
7,30272,Healy Richard,38,5.25,Hong Kong Cricket Club Rockers
8,11930,Smith Robert,0,13.0,Hong Kong Cricket Club Rockers
9,30779,Vera Henry,0,3.0,Hong Kong Cricket Club Rockers
10,13823,Sutherland Donald,0,0.0,Hong Kong Cricket Club Rockers
11,28593,Hughes Trevor,0,0.0,Hong Kong Cricket Club Rockers
12,20383,O'Connell Eamonn,0,0.0,Hong Kong Cricket Club Rockers
1,23479,Ho Gary Ming Fai,5,20.33,North District Sports Association 1
2,23473,Li Keung Shing,22,13.12,North District Sports Association 1
3,31866,Chan Ying Lun,15,16.8,North District Sports Association 1
4,23477,Ching Tsz Pan,29,11.33,North District Sports Association 1
5,27894,Lee Leo Chi Kin,26,12.33,North District Sports Association 1
6,21062,Dong Ka Chung Jacky,0,0.0,North District Sports Association 1
7,28446,Leung Lilian Wai Shan,0,3.0,North District Sports Association 1
1,28381,Kundamal Dhiraj,8,19.5,Perrier Sergio Tacchini KCC 8
2,19505,Brettell David,16,16.8,Perrier Sergio Tacchini KCC 8
3,30548,Detaramani Sunil,4,20.33,Perrier Sergio Tacchini KCC 8
4,29647,Samtani Rakesh,6,19.71,Perrier Sergio Tacchini KCC 8
5,23712,Tsang Wai Kit Paul,31,10.71,Perrier Sergio Tacchini KCC 8
6,29648,Hira Ajay,0,0.0,Perrier Sergio Tacchini KCC 8
7,11972,Lo Tin Yee Clement,0,0.0,Perrier Sergio Tacchini KCC 8
8,21519,Fraser Peter,0,6.0,Perrier Sergio Tacchini KCC 8
9,17782,Chow Mark Yu Cheuk,0,3.0,Perrier Sergio Tacchini KCC 8
10,22723,Siu Cecilia Ching Man,0,0.0,Perrier Sergio Tacchini KCC 8
11,33812,Gibbs Alistair,0,1.5,Perrier Sergio Tacchini KCC 8
12,27249,Vachha Shiroy,0,0.0,Perrier Sergio Tacchini KCC 8
1,30630,Yip Ho Cheong,2,21.38,Physical Chess 3
2,33795,Lee Wang Fung,11,18.38,Physical Chess 3
3,29744,Mok Ivan Tsz Pui,17,15.5,Physical Chess 3
4,30926,Leung Sek Ho Kelvin,19,13.5,Physical Chess 3
5,31167,Lee Kwan Ho,0,15.0,Physical Chess 3
6,33796,Tang Hung Hang,35,8.0,Physical Chess 3
7,26220,Lau Stephen Chun Hung,0,2.0,Physical Chess 3
8,26995,Lai Gary Kin Yeung,0,6.0,Physical Chess 3
9,30604,Chan Li Chung Wisely,0,1.5,Physical Chess 3
10,31355,Ku Wing Gi Vingi,0,0.0,Physical Chess 3
1,12026,Leung Kwok Wai,3,21.3,Star River 1
2,24835,Chan Connal Tak Kay,7,19.5,Star River 1
3,24873,Lee Kuan Lin,30,11.0,Star River 1
4,33134,Hui Fu Wing Edwin,23,12.86,Star River 1
5,28668,Wong Bao Kwong Chi,36,7.8,Star River 1
6,32162,Tang Bobby Kwong Hing,32,9.0,Star River 1
7,32645,Ho Yu Hin Kenneth,0,10.0,Star River 1
8,26652,Cheng Hilda Shun San,0,15.0,Star River 1
1,22851,Kwok Davy Wing Cheung,13,18.0,ZOMA
2,22112,Kwok Ka Fai,25,12.38,ZOMA
3,31867,Pang Edward Sze Ho,18,14.25,ZOMA
4,30658,Tse Jason Tsz Chun,21,13.5,ZOMA
5,31177,Cheung Ken Wai Luen,34,8.5,ZOMA
6,30269,Tsang Timmy Kwok Tim,19,13.5,ZOMA
7,14217,Yuen Amos Wing Keung,0,9.0,ZOMA
8,25181,Cheung Kee Wing,0,7.5,ZOMA
9,14215,Li David So Ming,0,6.0,ZOMA
10,27985,Lee Tom Bo Yuen,0,0.0,ZOMA
