Order,HKS No.,Name of Players,Ranking,Points,Team
1,32684,Leung Cheuk Hin,0,18.0,EdUHK
2,30778,Law Ho Lun,0,18.0,EdUHK
3,31498,Leong Chin Fung,0,12.0,EdUHK
4,33028,Mak Qi Yao,0,9.0,EdUHK
5,33030,Mok Shing Hei,0,9.75,EdUHK
6,33746,Woo Tik Hei Elpis,0,4.5,EdUHK
7,31091,Shiu Chung Hei,0,4.0,EdUHK
8,31366,So Man Hei,0,3.0,EdUHK
9,33029,Fu Tsz Ching,0,0.0,EdUHK
10,33404,Ma Siu Kwan,0,0.0,EdUHK
1,27525,Denham Paul,9,21.6,Hong Kong Cricket Club 6
2,32157,Falcon Adam Hugo Agung,0,12.0,Hong Kong Cricket Club 6
3,30283,Chib Rajeev,0,15.0,Hong Kong Cricket Club 6
4,33195,Thomas Tristan Roland France,29,12.86,Hong Kong Cricket Club 6
5,31120,Dalpathraj Sheethal Kumar,20,15.5,Hong Kong Cricket Club 6
6,33558,Yu Stanley Thomas,0,10.5,Hong Kong Cricket Club 6
7,32827,Denham Jude,0,3.0,Hong Kong Cricket Club 6
8,33201,Macresy Adrien,44,4.29,Hong Kong Cricket Club 6
9,32251,Healy Michael,0,3.0,Hong Kong Cricket Club 6
10,33160,Denham Cole,0,5.0,Hong Kong Cricket Club 6
1,25928,Hui Chiu Pun,17,16.88,i-Mask Advance Squash Club 3
2,25875,Mo Li Hung Calvin,35,10.8,i-Mask Advance Squash Club 3
3,27237,Chan Ho Yu,15,17.57,i-Mask Advance Squash Club 3
4,26965,Chan Chi Ming,0,10.5,i-Mask Advance Squash Club 3
5,25716,Au Wai Lun,10,18.67,i-Mask Advance Squash Club 3
6,29834,Chan Hei Ching Boris,38,10.29,i-Mask Advance Squash Club 3
7,25735,Au Heung Ben,45,4.12,i-Mask Advance Squash Club 3
1,27058,Ternes Daniel,8,21.86,Revolution
2,28987,Janes Gareth,4,23.0,Revolution
3,33659,Hale Thomas William,0,21.0,Revolution
4,33556,Frielinghaus Dean,16,17.5,Revolution
5,33767,Iyer Sanjay,0,9.0,Revolution
6,33472,Litherland Benjamin,0,3.0,Revolution
7,26166,Martin Timothy,31,11.5,Revolution
8,29881,Tsang Chi Long,43,6.0,Revolution
9,25150,Wotherspoon Kevin,39,10.2,Revolution
10,33562,Christie Alec Gilbert,0,4.0,Revolution
1,30560,Cheung Ringo Hon Lam,11,18.3,Sha Tin Squash Rackets Club 3
2,28140,Lau Li Lap,0,13.0,Sha Tin Squash Rackets Club 3
3,29689,Cheuk Chi Tak,13,18.0,Sha Tin Squash Rackets Club 3
4,24029,Chan Yin Fung,0,16.5,Sha Tin Squash Rackets Club 3
5,30280,Cheung Wai Kwong,21,15.0,Sha Tin Squash Rackets Club 3
6,30660,Chan Kin Pong James,19,16.2,Sha Tin Squash Rackets Club 3
7,33087,Chan Wun Hei,34,10.88,Sha Tin Squash Rackets Club 3
8,19899,Lee Davies Man Yuen,0,12.0,Sha Tin Squash Rackets Club 3
1,30838,Fok Chin Ting Wicko,0,17.0,Studio Pro
2,8292,Wong Wing Ming,0,0.0,Studio Pro
3,27112,Luk Jackie Ching Chug,18,16.33,Studio Pro
4,32858,Gaffney Noel Patrick,27,13.5,Studio Pro
5,14775,Chui Danny Kam Wah,24,14.0,Studio Pro
6,29899,Yiu Sai Ngoi,22,14.7,Studio Pro
7,28792,Choi Chi Keung,25,13.5,Studio Pro
8,29741,Sin William Wai Lam,42,8.4,Studio Pro
9,33709,Woo Wai Ming,0,7.5,Studio Pro
1,31720,Wong King Tat,1,26.4,Squashathon Zero
2,29398,Lee Ho Kwong,0,15.75,Squashathon Zero
3,31547,Yip Sai Fu,7,21.86,Squashathon Zero
4,33142,Wong Hui Sing,14,18.0,Squashathon Zero
5,32041,Leung Kam Yan,28,13.2,Squashathon Zero
6,32181,Leung Chun Ho,23,14.5,Squashathon Zero
7,15418,Chan Muk Kan,0,15.0,Squashathon Zero
8,32572,Miranda Felipe,30,12.0,Squashathon Zero
9,32118,Chan Chun Man,0,10.0,Squashathon Zero
1,29980,Tang Kam Keung,0,18.0,TOMCAT
2,26879,Chau Po Yin,3,24.86,TOMCAT
3,23449,Poon Hing Keung,6,22.2,TOMCAT
4,26878,Kwok Fung,33,11.14,TOMCAT
5,26264,Ko Vincent Tak Kwan,0,12.0,TOMCAT
6,25458,Lam Alan Wing Lun,36,10.5,TOMCAT
7,32771,Chu Kwok Lun,40,10.0,TOMCAT
8,27358,Chan Wai Yip,41,8.57,TOMCAT
1,27474,Liu Chun Hin Heron,0,23.25,Xavier
2,27799,Ko Dorothy Sin Ting,2,26.0,Xavier
3,27416,Tam Kai Chung Hades,5,22.5,Xavier
4,26291,Chan Keiko Tsun Ling,12,18.0,Xavier
5,27381,Chan Ping Him Kevin,26,13.5,Xavier
6,27417,Tang Quok Yung Eric,0,0.0,Xavier
7,27407,Chiu Tsz Chung,37,10.5,Xavier
8,28220,Yim Sunny Yat Hing,32,11.4,Xavier
9,28376,Tsang Man Wai Kitty,0,8.0,Xavier
10,30816,Tong Man Ting Angel,0,3.0,Xavier
11,30815,Chiu Wing Chee Alice,0,0.0,Xavier
12,31500,Lam Wai Tak,0,7.5,Xavier
