Order,HKS No.,Name of Players,Ranking,Points,Team
1,30075,Chan Russell Chi Ho,3,18.67,Hong Kong Cricket Club 1
2,25295,^ Chiu Ho Fai,9,16.33,Hong Kong Cricket Club 1
3,28683,Ma Tsz Hei,0,12.0,Hong Kong Cricket Club 1
4,25313,^ Chiu Raymond Shung Hei,14,13.33,Hong Kong Cricket Club 1
5,30798,Cheng Ka Hin,0,0.0,Hong Kong Cricket Club 1
6,25294,^ Chiu Ho Ming,23,4.2,Hong Kong Cricket Club 1
7,28378,Chu Vanessa Man Yee,0,9.0,Hong Kong Cricket Club 1
8,30423,Wong Kirstie Po Yui,24,3.6,Hong Kong Cricket Club 1
9,28230,Soo Neal,0,0.0,Hong Kong Cricket Club 1
1,25832,^ Lau Dick Siu Wai,7,17.1,Hong Kong Football Club 2
2,22148,Hill Peter,0,12.0,Hong Kong Football Club 2
3,33935,Low Mark Chun Kit,6,17.4,Hong Kong Football Club 2
4,29547,^ Ho Eric Chu Him,8,16.8,Hong Kong Football Club 2
5,30509,Ward Andrew,15,12.75,Hong Kong Football Club 2
6,25930,^ Yu Vincent Hok Yan,0,9.0,Hong Kong Football Club 2
7,29745,Chan Shui Lun Wilson,17,12.0,Hong Kong Football Club 2
8,20566,Cheung Vincent Cheuk Yin,0,0.0,Hong Kong Football Club 2
9,20450,Chan Lincoln Lik Hang,0,12.0,Hong Kong Football Club 2
1,28851,Yeung Ho Wai,1,25.8,Perrier Sergio Tacchini KCC 2A
2,29585,Law Yat Long,13,14.4,Perrier Sergio Tacchini KCC 2A
3,27214,Fung Ivan Ngo Long,19,11.0,Perrier Sergio Tacchini KCC 2A
4,29099,Wong King Yeung,18,11.33,Perrier Sergio Tacchini KCC 2A
5,29475,Chu Alex Kwok Kee,21,7.5,Perrier Sergio Tacchini KCC 2A
6,28366,Lee Ka Yi,0,15.0,Perrier Sergio Tacchini KCC 2A
1,30211,Chan Linclon Wui Ki,5,17.7,Perrier Sergio Tacchini KCC 2B
2,24673,Kwong Anson Yu Shun,2,21.9,Perrier Sergio Tacchini KCC 2B
3,28462,Ho Tze Ho Hugo,12,15.0,Perrier Sergio Tacchini KCC 2B
4,27410,Wong King Ngo,16,12.6,Perrier Sergio Tacchini KCC 2B
5,29357,Luen Tsz Yu,20,10.5,Perrier Sergio Tacchini KCC 2B
6,27291,Tong Tsz Wing,0,0.0,Perrier Sergio Tacchini KCC 2B
1,30524,Lam Matthew Shing Fung,4,18.0,Young Player 2
2,30742,Au Lap Man Rex,10,16.2,Young Player 2
3,27413,Wong Hon Fung,0,12.75,Young Player 2
4,28123,Liu Tsz Ling,0,0.0,Young Player 2
5,28466,Ho Tomato Tze Lok,0,6.0,Young Player 2
6,31701,Law Pak Ki Arthur,0,9.0,Young Player 2
7,30209,Ho Ka On,11,16.0,Young Player 2
8,30464,Murakami Akifumi,22,7.33,Young Player 2
