Order,HKS No.,Name of Players,Ranking,Points,Team
1,28378,Chu Vanessa Man Yee,0,26.0,Hong Kong Cricket Club L1
2,30423,Wong Kirstie Po Yui,7,18.55,Hong Kong Cricket Club L1
3,31176,Wai Sze Wing,4,19.36,Hong Kong Cricket Club L1
1,28466,Ho Tomato Tze Lok,0,27.0,Hong Kong Football Club L1A
2,30881,Fung Ching Hei,1,23.18,Hong Kong Football Club L1A
3,30293,Lee Sum Yuet,5,19.0,Hong Kong Football Club L1A
4,31142,Wu Renee,6,18.75,Hong Kong Football Club L1A
5,23756,Lee Ka Man Carmen,9,18.0,Hong Kong Football Club L1A
1,31335,Tam Cho Nga Mariko,13,14.4,Hong Kong Football Club L1B
2,31904,Huang Valerie Kaitlyn,15,14.33,Hong Kong Football Club L1B
3,31272,Wong Hailey Shing Fei,12,15.0,Hong Kong Football Club L1B
1,27291,Tong Tsz Wing,0,0.0,Perrier Sergio Tacchini KCC L1A
2,29632,Cheng Nga Ching,2,21.82,Perrier Sergio Tacchini KCC L1A
3,28135,Ho Ka Po,3,20.1,Perrier Sergio Tacchini KCC L1A
4,29877,Li Sum Yin,0,13.0,Perrier Sergio Tacchini KCC L1A
5,28776,Ho Ka Wing Janice,14,14.33,Perrier Sergio Tacchini KCC L1A
6,30072,Li Cheryl Wing Sze,0,0.0,Perrier Sergio Tacchini KCC L1A
1,28366,Lee Ka Yi,0,27.0,Perrier Sergio Tacchini KCC L1B
2,26290,Chan Joey Ho Ling,0,18.0,Perrier Sergio Tacchini KCC L1B
3,31257,Cheng Miriam Min-Chen,8,18.33,Perrier Sergio Tacchini KCC L1B
4,29160,Lam Jannis Wing Hei,10,15.43,Perrier Sergio Tacchini KCC L1B
5,31022,Lam Po Ying,16,13.71,Perrier Sergio Tacchini KCC L1B
1,28123,Liu Tsz Ling,0,0.0,Young Player L1
2,31163,Tse Toby Yee Lam,11,15.3,Young Player L1
3,31882,Leung Ka Huen,0,9.0,Young Player L1
4,31424,Lee Sze Lok,0,0.0,Young Player L1
5,32077,Kwong Ena,0,0.0,Young Player L1
6,31896,Au Ling Yu,17,10.67,Young Player L1
7,32309,Cheung Tsz Ching,18,10.29,Young Player L1
8,32404,Tang Helen,0,10.0,Young Player L1
