Order,HKS No.,Name of Players,Ranking,Points,Team
1,29770,Wong Jessica Po Sze,9,17.0,Hong Kong Cricket Club L2A
2,29587,Hui Kwai Wah Monique,7,18.0,Hong Kong Cricket Club L2A
3,29606,Yip Melody Kwun Ting,5,18.6,Hong Kong Cricket Club L2A
4,31828,Li Hoi Ting,11,13.8,Hong Kong Cricket Club L2A
5,32153,Sheethal Kumar Mehak,0,15.0,Hong Kong Cricket Club L2A
6,27369,Li Leanne Gi Ming,0,17.0,Hong Kong Cricket Club L2A
1,31902,Lau Ching Lam Angie,0,21.0,Hong Kong Cricket Club L2B
2,31938,Tse Chi Ting Anson,0,23.25,Hong Kong Cricket Club L2B
3,32182,Kwok Charmaine,8,17.14,Hong Kong Cricket Club L2B
4,27290,Lau Lily Wun Cheung,0,13.0,Hong Kong Cricket Club L2B
5,27608,Wan Mandy Man Yi,0,15.0,Hong Kong Cricket Club L2B
1,32186,Ho Tsz Ling Alyssa,0,27.0,Hong Kong Football Club L2A
2,31672,Zhang Jia Yang Navia,1,23.0,Hong Kong Football Club L2A
3,29170,Chan Olivia,2,22.2,Hong Kong Football Club L2A
4,29542,Yeung Yurisa,3,21.0,Hong Kong Football Club L2A
1,27409,Yung Anthea On Sang,0,21.0,Hong Kong Football Club L2B
2,32422,Lam Jillian,6,18.0,Hong Kong Football Club L2B
3,27830,Chan Christine Yik Tat,13,9.0,Hong Kong Football Club L2B
4,29510,Kumar Ruchika,12,13.5,Hong Kong Football Club L2B
1,29265,Ip Hayley Hoi Ning,4,21.0,Hong Kong Football Club L2C
2,30432,Chan Niki Sin Hok,10,14.57,Hong Kong Football Club L2C
3,31104,Sung Gemma Wai Yin,0,13.0,Hong Kong Football Club L2C
4,22099,Sung Iris,14,8.5,Hong Kong Football Club L2C
5,31829,Duncombe Emma,0,0.0,Hong Kong Football Club L2C
6,24566,Wilcox Harriet,0,0.0,Hong Kong Football Club L2C
