Order,HKS No.,Name of Players,Ranking,Points,Team
1,30690,* Leung Shiu Moon,14,14.73,Energetic
2,30841,* Ng Kai Yuen Gary,28,9.0,Energetic
3,31960,Kwan Wan Hei,17,14.14,Energetic
4,32321,Ho Sheung Chit,20,12.0,Energetic
5,31810,Li Ho Hin,23,10.5,Energetic
6,29968,Cheung Andrew Tin Kee,34,5.33,Energetic
7,28795,Sin Chun Kwong,36,2.57,Energetic
8,29282,Yeung Tsz May,0,0.0,Energetic
1,30008,Chan Kun Kei,8,18.0,Friend Club 2
2,30020,Ip Sheung Sau,1,24.0,Friend Club 2
3,30320,Ko Sherlock Rafael,9,17.73,Friend Club 2
4,30322,Yu Yin Tao,22,11.5,Friend Club 2
5,30321,Wong Tsz Kit,13,16.12,Friend Club 2
6,32309,Cheung Tsz Ching,16,14.4,Friend Club 2
7,28563,Lo Sing Chi,35,3.6,Friend Club 2
8,29478,Shieh Ho Chuen,31,7.2,Friend Club 2
1,32994,Chapman William,0,17.25,Hong Kong Football Club 5
2,29329,Cheung Chun,10,17.7,Hong Kong Football Club 5
3,28618,Cheng Wilfred Wing Fai,15,14.4,Hong Kong Football Club 5
4,33585,Calder Timothy,12,16.33,Hong Kong Football Club 5
5,31281,^ Schaefer Rishad,0,21.0,Hong Kong Football Club 5
6,31213,Hill Paige,26,9.0,Hong Kong Football Club 5
7,31125,Barmont Alexandre,18,13.88,Hong Kong Football Club 5
8,25742,Nihalani Manoj,0,0.0,Hong Kong Football Club 5
1,30942,Lai Cheuk Yu,3,22.64,Perrier Sergio Tacchini KCC 5
2,29583,Chu Ho Yin,4,21.82,Perrier Sergio Tacchini KCC 5
3,28135,Ho Ka Po,7,18.33,Perrier Sergio Tacchini KCC 5
4,29681,Tong Sze Chai,19,13.5,Perrier Sergio Tacchini KCC 5
5,29351,Lai Michael Cheuk Fung,24,10.2,Perrier Sergio Tacchini KCC 5
6,29877,Li Sum Yin,0,0.0,Perrier Sergio Tacchini KCC 5
7,31344,Rehman Khan Niaz,0,0.0,Perrier Sergio Tacchini KCC 5
8,28776,Ho Ka Wing Janice,0,10.5,Perrier Sergio Tacchini KCC 5
9,23276,Ng Elise Jia Yunn,0,0.0,Perrier Sergio Tacchini KCC 5
1,30306,Yim Gi Ping,6,19.09,Sha Tin Squash Rackets Club 1
2,28413,Chan Tsz Yeung,11,17.1,Sha Tin Squash Rackets Club 1
3,28862,Choi Celia Uen Shan,0,9.0,Sha Tin Squash Rackets Club 1
4,25873,Chan Jason,0,12.0,Sha Tin Squash Rackets Club 1
5,29934,Luk Anson Chi Tao,0,12.75,Sha Tin Squash Rackets Club 1
6,29696,Chan Marco Sin Hang,29,8.62,Sha Tin Squash Rackets Club 1
7,30601,Lo Alex Chun Wai,30,7.5,Sha Tin Squash Rackets Club 1
1,31426,Man Tsz Wing,2,22.64,YLJR 1
2,32047,Cheng Ting To Brogan,5,20.5,YLJR 1
3,31824,Wong Yat Hay,27,9.0,YLJR 1
4,32356,Tsang Chung Tim Kenneth,21,11.5,YLJR 1
5,31020,Yang Ho Man,33,6.6,YLJR 1
6,32038,Cheung Ka Hin,25,9.0,YLJR 1
7,32420,Lai Chun Lam,32,6.86,YLJR 1
