Order,HKS No.,Name of Players,Ranking,Points,Team
1,33658,^ Ekanayake Yeshan,1,24.6,Hong Kong Cricket Club 2
2,30050,Sadarangani Neil,0,25.0,Hong Kong Cricket Club 2
3,31972,^ Kleyn Guy Steven,5,19.8,Hong Kong Cricket Club 2
4,31515,Lam Jason,12,16.0,Hong Kong Cricket Club 2
5,29448,Tsang Stephen Chi Pon,0,14.25,Hong Kong Cricket Club 2
6,29770,Wong Jessica Po Sze,23,12.0,Hong Kong Cricket Club 2
7,32954,Liang Xin,29,9.0,Hong Kong Cricket Club 2
8,32379,Arredondo Ambriz Victor,0,0.0,Hong Kong Cricket Club 2
9,27832,Bhammer Vishal,27,9.6,Hong Kong Cricket Club 2
10,30859,Madden Hugh,0,0.0,Hong Kong Cricket Club 2
11,28905,Hoogendijk Mark,0,10.5,Hong Kong Cricket Club 2
12,31828,Li Hoi Ting,0,10.5,Hong Kong Cricket Club 2
1,31820,Williams Joshua,6,19.5,Hong Kong Football Club 6A
2,32481,Macresy Raphael,13,15.0,Hong Kong Football Club 6A
3,28550,^ West Steven,11,16.8,Hong Kong Football Club 6A
4,33217,Pun Teddy,9,17.67,Hong Kong Football Club 6A
5,31145,^ Rhodes Thomas,21,13.64,Hong Kong Football Club 6A
6,32160,Mountford Graham,27,9.6,Hong Kong Football Club 6A
7,19143,Yeung Tak Keung,32,7.8,Hong Kong Football Club 6A
1,32369,^ Chou Pak Lam Wilson,4,20.45,Hong Kong Football Club 6B
2,33506,^ Khanna Bharat,2,21.0,Hong Kong Football Club 6B
3,28057,Tanner Julian,15,14.4,Hong Kong Football Club 6B
4,29546,Lam Allen Kar Fai,0,13.5,Hong Kong Football Club 6B
5,29502,Barton Jonathan,0,13.0,Hong Kong Football Club 6B
6,29660,Ho Simon Man Kai,31,8.62,Hong Kong Football Club 6B
7,28913,Lo Kenneth Kin Cheung,34,5.67,Hong Kong Football Club 6B
1,28254,Shum Peter,18,14.0,Howards Folly Wine LRC Div 6
2,27409,Yung Anthea On Sang,0,17.25,Howards Folly Wine LRC Div 6
3,28691,Li Andrew Man Kwun,0,16.0,Howards Folly Wine LRC Div 6
4,32208,Brantly Charles,14,15.0,Howards Folly Wine LRC Div 6
5,33587,Moreu Horacio,19,13.8,Howards Folly Wine LRC Div 6
6,33228,Gellman Samuel Jacob,0,0.0,Howards Folly Wine LRC Div 6
7,32182,Kwok Charmaine,30,9.0,Howards Folly Wine LRC Div 6
8,31982,Leung Chi On,26,9.82,Howards Folly Wine LRC Div 6
9,30809,Sha Steven,0,3.0,Howards Folly Wine LRC Div 6
10,33226,Amjad Nauman,0,6.0,Howards Folly Wine LRC Div 6
11,27780,Weatherall Roland,0,10.5,Howards Folly Wine LRC Div 6
1,31331,Yip Tsz Ho,0,23.0,i-Mask Advance Squash Club 1
2,30037,Tsang Cheuk Fung,0,21.0,i-Mask Advance Squash Club 1
3,31201,Cheuk Chun Hei,3,21.0,i-Mask Advance Squash Club 1
4,29316,Lee Ka Fai Peterson,10,16.8,i-Mask Advance Squash Club 1
5,26462,Chan Terence Yiu Ki,8,17.7,i-Mask Advance Squash Club 1
6,25831,Chan Sai Lim,16,14.14,i-Mask Advance Squash Club 1
7,29479,Chow Hester Yuk Ting,20,13.67,i-Mask Advance Squash Club 1
8,28488,Chan Martin Lok Yin,24,11.5,i-Mask Advance Squash Club 1
1,31310,Ng Tsz Chun,7,19.0,Squashathon
2,30343,Leung Sum Nam,17,14.0,Squashathon
3,30009,Tam Ji Jun,25,10.5,Squashathon
4,31737,Tang Hoo Lang,22,12.43,Squashathon
5,32117,Yeung Ka Chun,0,7.5,Squashathon
6,25980,Fung Thomas Ho On,33,7.29,Squashathon
7,31685,Wong Tin Long,36,4.33,Squashathon
8,31679,Chan Ka Long Leo,35,5.5,Squashathon
