Order,HKS No.,Name of Players,Ranking,Points,Team
1,29597,Lau Brian,18,16.12,American Club - Yacht Club
2,20440,Cheng Victor Kwok Wai,5,20.7,American Club - Yacht Club
3,25495,Lau John,26,12.86,American Club - Yacht Club
4,25063,Chan George Yee Lee,0,5.0,American Club - Yacht Club
5,19166,Tong Chi On,0,12.0,American Club - Yacht Club
6,27122,Jones Robert F.,0,12.0,American Club - Yacht Club
7,24897,Keenan Thomas,35,10.5,American Club - Yacht Club
8,32924,Levy Andrew,0,8.0,American Club - Yacht Club
9,27002,Longuepee Francis,0,6.0,American Club - Yacht Club
10,33452,Armbruster Maxime,42,4.2,American Club - Yacht Club
11,28736,Tse Ray,0,0.0,American Club - Yacht Club
12,33876,Sun Eugene,0,0.0,American Club - Yacht Club
1,24690,Lee Roger Chi Lam,0,20.0,Friend Club Master
2,23476,Choi Kenny Wing Kin,7,19.33,Friend Club Master
3,25975,Shiu Ricky Kwok Leung,0,0.0,Friend Club Master
4,25974,Chu Raymond Wai Man,33,11.0,Friend Club Master
5,25979,Ip Chun Keung,28,12.27,Friend Club Master
6,26529,Mong Hoi Ching Norman,0,19.0,Friend Club Master
7,24876,Wong Peter Chi Keung,44,3.67,Friend Club Master
8,17658,Au Yeung Kwok Wah,38,8.7,Friend Club Master
1,27832,Bhammer Vishal,0,0.0,Hong Kong Cricket Club M3
2,30182,Chan Peter Sun Hong,10,18.0,Hong Kong Cricket Club M3
3,30859,Madden Hugh,0,24.0,Hong Kong Cricket Club M3
4,29504,Stearn Nicholas,8,18.38,Hong Kong Cricket Club M3
5,27979,Neilson Phil,27,12.43,Hong Kong Cricket Club M3
6,27525,Denham Paul,14,16.88,Hong Kong Cricket Club M3
7,32552,Evans Christopher,0,18.0,Hong Kong Cricket Club M3
8,23964,Cooke Simon,0,0.0,Hong Kong Cricket Club M3
9,33662,Mercalfe Stephen Fraser,0,0.0,Hong Kong Cricket Club M3
10,30253,Collis Richard,0,0.0,Hong Kong Cricket Club M3
11,32236,McKeown Darryl,43,3.86,Hong Kong Cricket Club M3
12,33712,Durham Matthew,29,12.0,Hong Kong Cricket Club M3
13,32896,Caveney Barry John,0,0.0,Hong Kong Cricket Club M3
14,30231,Ellis Steve,0,0.0,Hong Kong Cricket Club M3
15,16721,To Alva Yu Hung,0,11.0,Hong Kong Cricket Club M3
1,10119,Kwok Man Wai Joseph,11,18.0,Hong Kong Football Club M3A
2,19143,Yeung Tak Keung,0,0.0,Hong Kong Football Club M3A
3,20200,Law Jack,0,0.0,Hong Kong Football Club M3A
4,33719,Wei Stephen J.,9,18.0,Hong Kong Football Club M3A
5,30113,Soo Gene,22,15.0,Hong Kong Football Club M3A
6,24825,Li Wilson Wai Shun,20,15.6,Hong Kong Football Club M3A
7,30116,Padgaonkar Ashwin,0,9.0,Hong Kong Football Club M3A
8,21638,Hazari Ajay,0,15.75,Hong Kong Football Club M3A
9,28004,Lee Lawrence Chi Hung,31,12.0,Hong Kong Football Club M3A
10,24614,Ng Kien Hoon,29,12.0,Hong Kong Football Club M3A
11,30546,Rafee Azhar,0,9.0,Hong Kong Football Club M3A
