Order,HKS No.,Name of Players,Ranking,Points,Team
12,8728,Fan William Ying Wai,0,12.0,Hong Kong Football Club M3A
13,31189,Mrosek Martin,0,0.0,Hong Kong Football Club M3A
14,6025,Ng Simon Chi Ming,0,0.75,Hong Kong Football Club M3A
1,28973,Vartanian Stephane,23,14.5,Hong Kong Football Club M3B
2,28609,Lulla Vikram,16,16.33,Hong Kong Football Club M3B
3,30396,Mulchand Rajesh,17,16.12,Hong Kong Football Club M3B
4,30117,Robinson Lee,36,10.2,Hong Kong Football Club M3B
5,28911,Schultz Nikolaj,39,7.5,Hong Kong Football Club M3B
6,31605,Steffensen Nigel,0,12.0,Hong Kong Football Club M3B
7,25322,Li Charles Tak Kwong,41,6.6,Hong Kong Football Club M3B
8,27529,Tsang Michael,0,13.0,Hong Kong Football Club M3B
9,31512,Laracy Damien,0,8.25,Hong Kong Football Club M3B
10,33471,O' Donovan Conor,0,7.5,Hong Kong Football Club M3B
1,31982,Leung Chi On,2,23.7,Howards Folly Wine LRC Master 3
2,33510,Angela Mark,6,20.57,Howards Folly Wine LRC Master 3
3,33226,Amjad Nauman,15,16.33,Howards Folly Wine LRC Master 3
4,32493,Olsen Sven,13,17.25,Howards Folly Wine LRC Master 3
5,31780,Madhok Rajat,0,0.0,Howards Folly Wine LRC Master 3
6,27780,Weatherall Roland,21,15.0,Howards Folly Wine LRC Master 3
7,32554,Richard Lee Jacob William,0,9.0,Howards Folly Wine LRC Master 3
8,32347,Adjemian Nicolas,32,11.5,Howards Folly Wine LRC Master 3
9,22008,Shahani Dilip,0,0.0,Howards Folly Wine LRC Master 3
10,32909,Tang Tsz Ho Michael,0,0.0,Howards Folly Wine LRC Master 3
11,30823,Sze Morgan,0,0.0,Howards Folly Wine LRC Master 3
12,30077,Erro Davide,0,14.25,Howards Folly Wine LRC Master 3
13,30076,Cho Albert,0,0.0,Howards Folly Wine LRC Master 3
14,31906,Park Wanki Moses,0,0.0,Howards Folly Wine LRC Master 3
15,33787,Mahtani Dheeraj Prakash,0,0.0,Howards Folly Wine LRC Master 3
1,17325,Poon Sunny Yat Sing,1,25.67,Jaws Master
2,16988,Leung Dick Kan Fai,4,21.6,Jaws Master
3,13037,Chiu Vincent Man Shun,12,17.7,Jaws Master
4,30390,Dan John Kai Yiu,24,13.0,Jaws Master
5,30388,Wong Alex Siu Ming,0,10.0,Jaws Master
6,30389,Cheung Peter Tat Kei,40,7.29,Jaws Master
7,30387,Sih Peter Wai Hang,0,6.0,Jaws Master
8,22679,So Anthony Fuk Chi,0,15.0,Jaws Master
9,27936,Chan Norman Tak Lam,0,3.0,Jaws Master
10,12604,Mak Karl Ming Lok,0,6.75,Jaws Master
11,11586,Szeto Stephen Sai Hoi,45,0.5,Jaws Master
12,32137,Lam Kang Tim Dylan,0,0.0,Jaws Master
13,4085,Tong Jacinto Man Leung,0,0.0,Jaws Master
1,32927,Bidal Jay,3,23.18,United Services Recreation Club M3
2,30876,Chow Ming Hei Quincy,0,10.5,United Services Recreation Club M3
3,30467,Leung Chung Yin,34,10.71,United Services Recreation Club M3
4,25178,Lai Kwok Wai Wilfred,19,15.6,United Services Recreation Club M3
5,28551,* Poon Victor King Him,37,9.43,United Services Recreation Club M3
6,16145,Leung Chi Wang Christopher,25,12.86,United Services Recreation Club M3
7,33811,Kenny Gareth,0,15.0,United Services Recreation Club M3
8,15427,Yuen Kermit Ka Fai,0,16.5,United Services Recreation Club M3
9,24703,Yam Ken Luen Kai,0,0.0,United Services Recreation Club M3
10,30782,Ku Wai Hang William,0,6.0,United Services Recreation Club M3
11,33637,Webb James,0,0.0,United Services Recreation Club M3
12,29742,Mirapuri Rajesh,0,11.25,United Services Recreation Club M3
13,11000,Ng Coleman Shung Ching,0,0.0,United Services Recreation Club M3
14,14217,Yuen Amos Wing Keung,0,0.0,United Services Recreation Club M3
15,33667,Daigneavlt Christian,0,0.0,United Services Recreation Club M3
