Order,HKS No.,Name of Players,Ranking,Points,Team
7,33635,Wong Henry Chi Hang,66,6.43,Hong Kong Racketlon Association 2
8,33628,Chan Yat Sun William,49,11.4,Hong Kong Racketlon Association 2
9,33634,Lon Foon Hang,0,2.0,Hong Kong Racketlon Association 2
10,33523,Chan Pui Lam Angus,58,10.0,Hong Kong Racketlon Association 2
1,24177,Wan Man Fai,3,24.0,Kinetic 4
2,24568,Chau Hang Henry,0,0.0,Kinetic 4
3,28307,Ho Kwok Kei,24,16.2,Kinetic 4
4,28395,Lai George Pak Hung,22,16.8,Kinetic 4
5,31769,Lam Shiu Fung Thomas,54,10.5,Kinetic 4
6,20488,Luk Ivan Tsun Chee,0,18.0,Kinetic 4
7,29102,Wan Tsz Ching,45,12.75,Kinetic 4
8,30420,Siu Lai Kwan Vicky,61,9.0,Kinetic 4
9,33296,Wong Chun Wai,0,0.0,Kinetic 4
10,33815,Lee Chun Tak,0,8.0,Kinetic 4
11,33816,Ng Ka Yiu,63,7.5,Kinetic 4
1,30717,Ng Ngo Ching Matthew,11,20.25,Latecomers
2,32547,Cheung Chun Ning,53,10.67,Latecomers
3,31555,Lui Ho Yin,62,8.14,Latecomers
4,31301,Chau Yik Hong,64,7.36,Latecomers
5,33040,Lau Chun Yin,60,9.38,Latecomers
6,31557,Chung Wai Yin,67,5.14,Latecomers
1,28582,Yim Wai Chun Alex,0,15.0,MASS
2,19157,Yam Kwok Wah,0,13.5,MASS
3,32445,Tang Kwok Man,37,14.5,MASS
4,29876,Ho Hok Leung,52,11.0,MASS
5,30109,Lam Ricky King Kwong,44,12.86,MASS
6,31738,Kwong Wing Yu,65,7.0,MASS
7,27974,Ho Chin Pik,31,15.0,MASS
8,32838,Ho Ka Man Carmen,56,10.09,MASS
9,31798,Lam Sin Jau Silvia,0,10.5,MASS
1,31127,Deshpande Deepak,0,21.0,PSC
2,33809,Kale Aditya Ajit,4,23.25,PSC
3,31384,Dissanayaka Waruna Lakmal,8,21.0,PSC
4,28756,Chow Man,0,14.25,PSC
5,33808,Szeto Anton Klimt,59,9.5,PSC
6,33132,Tsang Ethan Conor,48,11.4,PSC
7,33483,Chiu Hau Ching,55,10.12,PSC
8,33807,Lee Ka Wai,68,5.1,PSC
1,31300,Chan Jacky Tsan Lam,28,15.67,Sha Tin Squash Rackets Club 5
2,32082,Wong Kelvin Ka Wing,39,14.25,Sha Tin Squash Rackets Club 5
3,33786,Fung Wing Hing,31,15.0,Sha Tin Squash Rackets Club 5
4,31242,Cheung Brian Sheung Yan,33,15.0,Sha Tin Squash Rackets Club 5
5,31297,Lee Jackie Lai Kit,29,15.43,Sha Tin Squash Rackets Club 5
6,31611,Chau Ka Chung,41,13.8,Sha Tin Squash Rackets Club 5
7,29037,Chan Kin Kan,50,11.25,Sha Tin Squash Rackets Club 5
8,33588,Cheung Hiu Yan,33,15.0,Sha Tin Squash Rackets Club 5
1,17126,Lam Arthur Chi Keung,25,16.12,South China Athletic Association
2,26513,Leung Kam Yau Hardy,6,23.1,South China Athletic Association
3,28528,Leung Yip Kan,0,15.0,South China Athletic Association
4,26005,Mok Fuk Kam,36,14.73,South China Athletic Association
5,26785,Cheng Chuen,57,10.09,South China Athletic Association
6,25986,To Peter,30,15.3,South China Athletic Association
7,910,Li Daniel Wing Wah,0,18.0,South China Athletic Association
8,13217,Wong Samson Hoi Sing,51,11.0,South China Athletic Association
1,33666,Thambidrai Sunil James,2,24.82,Winter Warriors
2,33256,Whittle William,19,18.0,Winter Warriors
3,32893,Nicolo Mazzolani,10,20.25,Winter Warriors
4,32776,Chau Gordon,27,15.82,Winter Warriors
5,32819,Gupta Akhil,35,15.0,Winter Warriors
6,33131,Tyagi Vaibhav,0,0.0,Winter Warriors
7,32647,Rawat Manish,47,11.5,Winter Warriors
8,33130,Kandlakunta Raghunath,0,0.0,Winter Warriors
9,32663,Singh Saurabh,0,7.5,Winter Warriors
