Order,HKS No.,Name of Players,Ranking,Points,Team
1,33180,Chui Horace,17,18.6,Craigengower Cricket Club
2,25503,Lam Wilson Koon Fung,20,17.4,Craigengower Cricket Club
3,25486,Lau Stephen Wai Ki,0,0.0,Craigengower Cricket Club
4,32437,Burling Anthony,0,19.5,Craigengower Cricket Club
5,32548,Chan Simon,0,16.5,Craigengower Cricket Club
6,32435,Cheung Lap Man,0,12.75,Craigengower Cricket Club
7,32442,Lang Brian,0,0.0,Craigengower Cricket Club
8,32921,Tsang Patrick Kai Chi,0,9.0,Craigengower Cricket Club
9,33936,Lau Hin Wang Hilward,0,0.0,Craigengower Cricket Club
1,32197,Lau Douglas Kin Chung,25,16.12,CSD
2,28769,Chung Ivan Sze Chit,46,11.67,CSD
3,32632,Dhillon K Singh,0,9.0,CSD
4,29804,Hussain Fida,0,0.0,CSD
5,32507,Chan Man Fai,0,6.0,CSD
6,33704,Wong Kin Yip,0,3.0,CSD
7,33116,Lee Yan-ting Ken,0,0.0,CSD
8,29783,Chan Connie Chau Wah,0,0.0,CSD
9,27171,Yiu Chun Kiu,0,0.0,CSD
10,33703,Mohammad Nabeel Ahmed,0,6.0,CSD
1,31223,Cheung Chi Hei,7,21.55,Global Squash 2
2,27800,Leung Suet Ching Emily,9,21.0,Global Squash 2
3,31641,Kong Wang Hon Andy,0,23.0,Global Squash 2
4,28542,Lee Vanessa Sze Wing,15,18.75,Global Squash 2
5,27556,Cheung Fung Yee Ida,18,18.5,Global Squash 2
6,24255,Cheung Helen Wai Ching,0,18.0,Global Squash 2
7,29939,Lai Tiffany Hoi Jun,0,15.75,Global Squash 2
8,28957,Kan Yu Hin,0,12.0,Global Squash 2
9,29104,Fan Da Jong,23,16.29,Global Squash 2
10,29984,Ng Chi Ming,43,13.5,Global Squash 2
1,15273,Wong William Wai Ming,5,23.14,Hong Kong Football Club 16
2,28556,Kwan Kay Ho Kelvin,14,19.09,Hong Kong Football Club 16
3,33650,Levaire Romain Pierre,16,18.67,Hong Kong Football Club 16
4,32918,Cheung Aiden,42,13.5,Hong Kong Football Club 16
5,23492,Kok John Yoon Soon,40,14.0,Hong Kong Football Club 16
6,23694,Fong Kong Raymond,21,17.0,Hong Kong Football Club 16
7,31516,Cheung Thomas,38,14.25,Hong Kong Football Club 16
8,33775,Hogan Patrich Declan,0,15.0,Hong Kong Football Club 16
9,5239,Lam Wai Ming,0,13.5,Hong Kong Football Club 16
10,33208,Chew Alexander,0,0.0,Hong Kong Football Club 16
1,29873,Tang Hon Leung,1,26.4,Hong Kong Racketlon Association 2
2,33656,Chan Tsz Chung,13,19.5,Hong Kong Racketlon Association 2
3,33642,Kwong Jeremy Tsz Yik,12,20.18,Hong Kong Racketlon Association 2
4,33778,Hon Ki,0,17.25,Hong Kong Racketlon Association 2
5,33631,Ho Wai Kin,0,16.0,Hong Kong Racketlon Association 2
6,33633,Liu Chun Kit,0,6.0,Hong Kong Racketlon Association 2
