Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Tam Tommy Tsz Shing,31712.0,Kowloon Cricket Club 1B,Chung Yat Long,29836.0,Hong Kong Football Club 1B,11/12/2025,Kowloon Cricket Club,1,2-3,Loss,Home
Chung Yat Long,29836.0,Hong Kong Football Club 1B,Tam Tommy Tsz Shing,31712.0,Kowloon Cricket Club 1B,11/12/2025,Kowloon Cricket Club,1,3-2,Win,Away
Unknown,,Kowloon Cricket Club 1B,Yip Tsz Fung,28146.0,Hong Kong Football Club 1B,11/12/2025,Kowloon Cricket Club,2,CR,Loss,Home
Yip Tsz Fung,28146.0,Hong Kong Football Club 1B,Unknown,,Kowloon Cricket Club 1B,11/12/2025,Kowloon Cricket Club,2,CR,Win,Away
Unknown,,Kowloon Cricket Club 1B,Gates Stuart,32455.0,Hong Kong Football Club 1B,11/12/2025,Kowloon Cricket Club,3,CR,Loss,Home
Gates Stuart,32455.0,Hong Kong Football Club 1B,Unknown,,Kowloon Cricket Club 1B,11/12/2025,Kowloon Cricket Club,3,CR,Win,Away
Lam Harley Yat Ting,29568.0,Hong Kong Cricket Club D1,Lai Matthew Cheuk Nam,29684.0,Kowloon Cricket Club 1A,11/12/2025,Hong Kong Cricket Club,1,2-3,Loss,Home
Lai Matthew Cheuk Nam,29684.0,Kowloon Cricket Club 1A,Lam Harley Yat Ting,29568.0,Hong Kong Cricket Club D1,11/12/2025,Hong Kong Cricket Club,1,3-2,Win,Away
Chiu Ho Fai,25295.0,Hong Kong Cricket Club D1,Tang Ming Hong,28463.0,Kowloon Cricket Club 1A,11/12/2025,Hong Kong Cricket Club,2,0-3,Loss,Home
Tang Ming Hong,28463.0,Kowloon Cricket Club 1A,Chiu Ho Fai,25295.0,Hong Kong Cricket Club D1,11/12/2025,Hong Kong Cricket Club,2,3-0,Win,Away
Khan Faheem,21229.0,Hong Kong Cricket Club D1,Lam Matthew Shing Fung,30524.0,Kowloon Cricket Club 1A,11/12/2025,Hong Kong Cricket Club,3,0-3,Loss,Home
Lam Matthew Shing Fung,30524.0,Kowloon Cricket Club 1A,Khan Faheem,21229.0,Hong Kong Cricket Club D1,11/12/2025,Hong Kong Cricket Club,3,3-0,Win,Away
Ling To Yu,29264.0,Hong Kong Football Club 1A,Ho Samuel Ka Hei,29856.0,FWD,11/12/2025,Hong Kong Football Club,1,0-3,Loss,Home
Ho Samuel Ka Hei,29856.0,FWD,Ling To Yu,29264.0,Hong Kong Football Club 1A,11/12/2025,Hong Kong Football Club,1,3-0,Win,Away
Ohri Ashray,35484.0,Hong Kong Football Club 1A,Mak Tsun Hei,31616.0,FWD,11/12/2025,Hong Kong Football Club,2,0-3,Loss,Home
Mak Tsun Hei,31616.0,FWD,Ohri Ashray,35484.0,Hong Kong Football Club 1A,11/12/2025,Hong Kong Football Club,2,3-0,Win,Away
Low Mark Chun Kit,33935.0,Hong Kong Football Club 1A,Wong Joe Wai Chung,19907.0,FWD,11/12/2025,Hong Kong Football Club,3,3-0,Win,Home
Wong Joe Wai Chung,19907.0,FWD,Low Mark Chun Kit,33935.0,Hong Kong Football Club 1A,11/12/2025,Hong Kong Football Club,3,0-3,Loss,Away
