Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Leung Shiu Moon,30690,Squashathon M+,Ward Andrew,30509,Hong Kong Football Club M1B,23/10/2025,Masters - Cornwall Street Squash Centre,1,1-3,Loss,Home
Ward Andrew,30509,Hong Kong Football Club M1B,Leung Shiu Moon,30690,Squashathon M+,23/10/2025,Masters - Cornwall Street Squash Centre,1,3-1,Win,Away
Ng Tsz Chun,31310,Squashathon M+,Chiu Ho Ming,25294,Hong Kong Football Club M1B,23/10/2025,Masters - Cornwall Street Squash Centre,2,0-3,Loss,Home
Chiu Ho Ming,25294,Hong Kong Football Club M1B,Ng Tsz Chun,31310,Squashathon M+,23/10/2025,Masters - Cornwall Street Squash Centre,2,3-0,Win,Away
Lam Yan Kiu,33643,Squashathon M+,Schaefer Rishad,31281,Hong Kong Football Club M1B,23/10/2025,Masters - Cornwall Street Squash Centre,3,1-3,Loss,Home
Schaefer Rishad,31281,Hong Kong Football Club M1B,Lam Yan Kiu,33643,Squashathon M+,23/10/2025,Masters - Cornwall Street Squash Centre,3,3-1,Win,Away
Chiu Ho Fai,25295,Hong Kong Cricket Club M1A,Ho Eric Chu Him,29547,Hong Kong Football Club M1A,23/10/2025,Hong Kong Cricket Club,1,3-2,Win,Home
Ho Eric Chu Him,29547,Hong Kong Football Club M1A,Chiu Ho Fai,25295,Hong Kong Cricket Club M1A,23/10/2025,Hong Kong Cricket Club,1,2-3,Loss,Away
West Steven,28550,Hong Kong Cricket Club M1A,Soo Sean Tsung Jie,30498,Hong Kong Football Club M1A,23/10/2025,Hong Kong Cricket Club,2,0-3,Loss,Home
Soo Sean Tsung Jie,30498,Hong Kong Football Club M1A,West Steven,28550,Hong Kong Cricket Club M1A,23/10/2025,Hong Kong Cricket Club,2,3-0,Win,Away
Gray Jonathan,32271,Hong Kong Cricket Club M1A,Zhang James,30858,Hong Kong Football Club M1A,23/10/2025,Hong Kong Cricket Club,3,0-3,Loss,Home
Zhang James,30858,Hong Kong Football Club M1A,Gray Jonathan,32271,Hong Kong Cricket Club M1A,23/10/2025,Hong Kong Cricket Club,3,3-0,Win,Away
