Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Morris Brandon Quinn,United Services Recreation Club 4,27.0,216,8,8,0,15B,1.0
2,Wong Shu Ho Jason,Royal Hong Kong Yacht Club Div 15,24.0,192,8,7,1,15B,0.875
3,Chong Man Hang,Squashathon X,23.5,141,6,6,0,15B,1.0
4,Chiu Kwan Kin Douglas,Squashathon X,23.0,138,6,5,1,15B,0.8333333333333334
5,Wong Icarus Ho Hoi,Sha Tin 6,22.8,114,5,4,1,15B,0.8
6,Chung Yin Lok Aiden,United Services Recreation Club 4,21.43,150,7,5,2,15B,0.7142857142857143
7,Davey Lucas Philip,Hong Kong Cricket Club D15,21.25,255,12,9,3,15B,0.75
8,Pang Man Hei,Sha Tin 6,21.0,231,11,7,4,15B,0.6363636363636364
9,Lam Shun Yan,North District Sports Association 3,20.57,144,7,6,1,15B,0.8571428571428571
10,Chan Nathan Tze Ho,Squashathon X,19.5,195,10,9,1,15B,0.9
11,Mak Jaden,United Services Recreation Club 4,19.0,171,9,6,3,15B,0.6666666666666666
12,Agarwal Priyaan,Hong Kong Cricket Club D15,19.0,114,6,5,1,15B,0.8333333333333334
13,Chow Maxwell,Squash Busters,18.6,186,10,4,6,15B,0.4
14,Chan Hong Lam,Squash Busters,18.55,204,11,7,4,15B,0.6363636363636364
15,Rui Filipe Da Silva Fernandes,Royal Hong Kong Yacht Club Div 15,18.0,108,6,3,3,15B,0.5
16,Lee Austin,Hong Kong Cricket Club D15,17.57,123,7,5,2,15B,0.7142857142857143
17,Chang Nga Pui,United Services Recreation Club 4,17.5,105,6,4,2,15B,0.6666666666666666
18,Tsoi Ming Hang Daniel,Sha Tin 6,17.45,192,11,6,5,15B,0.5454545454545454
19,Mishra Swanik,Hong Kong Cricket Club D15,17.33,156,9,8,1,15B,0.8888888888888888
20,Chiu Ho Ying,Squash Busters,17.0,204,12,7,5,15B,0.5833333333333334
21,De Vincentiis Thomas,Hong Kong Cricket Club D15,16.0,96,6,6,0,15B,1.0
