Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Tsang Sin Kei Ophelia,Kwai Tsing District Squash Club L4,27.0,243,9,9,0,L4,1.0
2,Chiu Hau Yi,Hong Kong Football Club JSA,25.8,129,5,5,0,L4,1.0
3,Ho Michelle Pak Wai,Squashathon Ladies,22.8,114,5,4,1,L4,0.8
4,Lee Rachel Wing Yan,JESSICA L4,22.0,132,6,4,2,L4,0.6666666666666666
5,Leung Wai Kwan,JESSICA L4,21.67,195,9,7,2,L4,0.7777777777777778
6,Choi Angel Chung Yin,JESSICA L4,21.5,129,6,6,0,L4,1.0
7,So Hau Yi,JESSICA L4,21.0,147,7,7,0,L4,1.0
8,Pun Zhe Xin Keira,JESSICA Mochis,20.5,123,6,4,2,L4,0.6666666666666666
9,Leung Lilian Wai Shan,Hong Kong Cricket Club L4,19.8,99,5,3,2,L4,0.6
10,Chung Tsam Yee,The Squash Club L4,19.5,156,8,3,5,L4,0.375
11,Ngan Joan,The Squash Club L4,18.75,150,8,4,4,L4,0.5
12,Jin Olivia,JESSICA Mochis,18.0,90,5,4,1,L4,0.8
13,Chung Wing Yin,Squashathon Ladies,18.0,90,5,3,2,L4,0.6
14,Le Angelina Elizabeth,Hong Kong Football Club L4,17.0,102,6,2,4,L4,0.3333333333333333
14,Simmons Shirndre-Lee,Hong Kong Cricket Club Rockettes,17.0,102,6,2,4,L4,0.3333333333333333
16,Kwok To Yan,JESSICA Mochis,16.8,84,5,3,2,L4,0.6
17,Cumming Alison,Hong Kong Cricket Club Rockettes,16.67,150,9,4,5,L4,0.4444444444444444
18,Kwong Wai Nga DoDo,JESSICA L4,16.2,81,5,3,2,L4,0.6
19,Ho Suet Ying,Hong Kong Football Club L4,16.2,81,5,2,3,L4,0.4
20,Wong Yi Ching Mia,Hong Kong Football Club JSA,16.0,144,9,6,3,L4,0.6666666666666666
21,Lam Ka Yin,Hong Kong Cricket Club Rockettes,15.86,111,7,4,3,L4,0.5714285714285714
21,Wong Yeuk Yik,The Squash Club L4,15.86,111,7,4,3,L4,0.5714285714285714
23,Ho Chin Pik,JESSICA L4,15.6,78,5,4,1,L4,0.8
24,Ho Alexandra,Hong Kong Football Club L4,15.6,78,5,3,2,L4,0.6
25,Tam Sum Yi,Kwai Tsing District Squash Club L4,14.14,99,7,3,4,L4,0.42857142857142855
