Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Lu Zi Chen,Squashathon Junior,26.25,210,8,8,0,15A,1.0
2,Yu Chung Wo,NEXUS 4,24.5,147,6,5,1,15A,0.8333333333333334
3,Yau Ming Chi,Squashathon Junior,23.67,213,9,8,1,15A,0.8888888888888888
4,Chung Hau Yi,Dream Catchers,22.8,114,5,3,2,15A,0.6
5,Jim Ho Yeung Brian,TKO Junior 2,21.5,129,6,4,2,15A,0.6666666666666666
6,Yip Tin Rong,Happy Squash 5,20.5,246,12,9,3,15A,0.75
7,Tang Tin Ming Helios,RC,20.1,201,10,7,3,15A,0.7
8,Wan Kang Hao,TKO Junior 2,19.64,216,11,8,3,15A,0.7272727272727273
9,Zou Rongzan,TKO Junior 2,19.5,195,10,8,2,15A,0.8
10,Chi Sum Yau,Happy Squash 5,19.12,153,8,7,1,15A,0.875
11,Ho Ka Wing,Electrify Squash Div 15,18.9,189,10,5,5,15A,0.5
12,Tang Yat Ming,RC,18.6,93,5,4,1,15A,0.8
12,Ma Cheuk Nam,Squashathon Junior,18.6,93,5,4,1,15A,0.8
14,Kwok Yan Ming,Dream Catchers,18.5,111,6,6,0,15A,1.0
15,Kwok Siu Wing,Dream Catchers,18.0,108,6,6,0,15A,1.0
16,Leung Thomas Si MIng,Vitality Squash 3,16.8,84,5,1,4,15A,0.2
17,Lu Zi He,Squashathon Junior,16.12,129,8,6,2,15A,0.75
18,Chi Ho Sum,Happy Squash 5,16.0,144,9,7,2,15A,0.7777777777777778
19,Xie Ho Yu,NEXUS 4,15.9,159,10,4,6,15A,0.4
20,Chong Hoi Pui,TKO Junior 2,15.86,111,7,6,1,15A,0.8571428571428571
21,Chan Yu Hin,RC,15.6,78,5,3,2,15A,0.6
22,Fong Pak Kiu Gaspar,Dream Catchers,15.5,93,6,4,2,15A,0.6666666666666666
23,Lai Long Kin,Electrify Squash Div 15,15.5,93,6,2,4,15A,0.3333333333333333
24,Or  Caleb Ka Nok,Dream Catchers,15.0,90,6,2,4,15A,0.3333333333333333
25,Cheung Diana,Squashathon Junior,14.4,72,5,4,1,15A,0.8
25,Wong Wing Lam,TKO Junior 2,14.4,72,5,4,1,15A,0.8
27,Chak Wai Suen,Squashathon Junior,14.14,99,7,5,2,15A,0.7142857142857143
28,Cheung Yu Pak,Happy Squash 5,14.0,126,9,1,8,15A,0.1111111111111111
29,Jain Advik,Vitality Squash 3,13.8,69,5,4,1,15A,0.8
30,Chan Heng Yau,Happy Squash 5,13.5,135,10,7,3,15A,0.7
31,Lai Man Po,Electrify Squash Div 15,13.29,93,7,4,3,15A,0.5714285714285714
32,Chen Zimo Ethan,Vitality Squash 3,13.2,66,5,2,3,15A,0.4
33,Hsu Ming Hin,Dream Catchers,13.0,78,6,4,2,15A,0.6666666666666666
34,Fu Isabelle,Vitality Squash 3,12.6,126,10,4,6,15A,0.4
35,Lum Suet Man Belinda,Electrify Squash Div 15,12.6,63,5,1,4,15A,0.2
36,Chui Wai Shing,TKO Junior 2,12.38,99,8,1,7,15A,0.125
37,Yu Hoi Yi,NEXUS 4,12.0,132,11,2,9,15A,0.18181818181818182
38,Fan Yan Pui Jedidiah,Happy Squash 5,11.75,141,12,9,3,15A,0.75
39,Luk Omen,Vitality Squash 3,11.67,105,9,5,4,15A,0.5555555555555556
40,Fung Pak To,Squashathon Junior,10.8,54,5,3,2,15A,0.6
41,Wong See Yui Alistair,Vitality Squash 3,9.6,48,5,0,5,15A,0.0
42,Cheung Chi Yiu,Electrify Squash Div 15,8.33,75,9,5,4,15A,0.5555555555555556
43,Lee Yin Lok Charleston,Dream Catchers,7.71,54,7,3,4,15A,0.42857142857142855
44,Cai Hok Hei,Squashathon Junior,7.29,51,7,3,4,15A,0.42857142857142855
45,Wei Shi Yuan,Electrify Squash Div 15,6.75,54,8,2,6,15A,0.25
46,Lam Chak Him,RC,6.0,30,5,1,4,15A,0.2
47,Au Wan Ching,NEXUS 4,5.67,51,9,1,8,15A,0.1111111111111111
48,Lai Mei Wang,RC,4.2,21,5,1,4,15A,0.2
49,Au Wan Man,NEXUS 4,3.3,33,10,1,9,15A,0.1
,Wong Sung Chit,Squashathon Junior,24.0,24,1,1,0,15A,1.0
