Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chu Wai Ho,Hong Kong Football Club 8,20.4,102,5,3,2,8A,0.6
2,Ramachandran Arjun,Hong Kong Football Club 8,19.2,96,5,5,0,8A,1.0
3,Chan Ho Yu,i-Mask Advance Squash Club 2,18.0,90,5,2,3,8A,0.4
4,Au Wai Lun,i-Mask Advance Squash Club 2,15.0,75,5,3,2,8A,0.6
5,Chan Hei Ching Boris,i-Mask Advance Squash Club 2,15.0,75,5,2,3,8A,0.4
,Chan Gabriel Emmanuel,Sha Tin 3,27.0,54,2,2,0,8A,1.0
,Lam Yuen Sarm,Striving Squash,25.5,102,4,4,0,8A,1.0
,* Park Yongho Joshua,Ladies Recreation Club Div 8,24.0,72,3,3,0,8A,1.0
,Lee Darren Ching Him,Physical Chess 3,24.0,72,3,2,1,8A,0.6666666666666666
,Chau Po Yin,TOMCAT,24.0,24,1,1,0,8A,1.0
,Rach Duncan Ai,Ladies Recreation Club Div 8,22.5,90,4,4,0,8A,1.0
,Poon Hing Keung,TOMCAT,22.5,90,4,3,1,8A,0.75
,Yiu Cheuk Hei,Sha Tin 3,21.0,42,2,2,0,8A,1.0
,Mok Ivan Tsz Pui,Physical Chess 3,21.0,42,2,2,0,8A,1.0
,Cheung Ringo Hon Lam,Sha Tin 3,20.0,60,3,2,1,8A,0.6666666666666666
,Lip Tsz Ho,Striving Squash,20.0,60,3,2,1,8A,0.6666666666666666
,Chan Hoi Hei,Sha Tin 3,18.0,72,4,3,1,8A,0.75
,Cheuk Chi Tak,Sha Tin 3,18.0,54,3,3,0,8A,1.0
,Ng Alan Chi Fung,Hong Kong Football Club 8,18.0,72,4,2,2,8A,0.5
,Cheng Chun Yin,Squashathon Zero,18.0,54,3,1,2,8A,0.3333333333333333
,Ko Vincent Tak Kwan,TOMCAT,18.0,18,1,1,0,8A,1.0
,Yau Simpson Shin Hang,Physical Chess 3,18.0,18,1,1,0,8A,1.0
,Cho Nicholas Min-Suh,Ladies Recreation Club Div 8,17.0,51,3,3,0,8A,1.0
,Cheung Wai Kwong,Sha Tin 3,16.5,33,2,2,0,8A,1.0
,Tung Liam Chase Zhao Wen,Hong Kong Football Club 8,16.5,33,2,2,0,8A,1.0
,Yap Yau Kwan,Sha Tin 3,16.5,33,2,2,0,8A,1.0
,Kirpalani Arun,Hong Kong Football Club 8,16.0,48,3,3,0,8A,1.0
,Ng Terry Ka Ming,Squashathon Zero,16.0,48,3,2,1,8A,0.6666666666666666
,Young Ki Chun,Squashathon Zero,15.0,15,1,1,0,8A,1.0
,Pau Andy Chun Hung,Physical Chess 3,15.0,15,1,1,0,8A,1.0
,Chan Yin Fung,Sha Tin 3,15.0,15,1,1,0,8A,1.0
,Li Bing Hei,Physical Chess 3,15.0,30,2,1,1,8A,0.5
,Ho Michelle Pak Wai,Squashathon Zero,15.0,30,2,1,1,8A,0.5
,Lee Davies Man Yuen,Sha Tin 3,15.0,15,1,1,0,8A,1.0
,* Leung Adco,Ladies Recreation Club Div 8,15.0,15,1,0,1,8A,0.0
,Leung Sek Ho Kelvin,Physical Chess 3,14.0,42,3,2,1,8A,0.6666666666666666
,Kirpalani Shaun,Hong Kong Football Club 8,13.5,54,4,3,1,8A,0.75
