Order,Player,HKS No.,Ranking,Points,Team
1,Lau Hug Chun Felix,35171,4,24.0,Electrify Squash Div 15
2,Chou Kowk Wai,35010,2,25.0,Electrify Squash Div 15
3,Cheung Chak Hang,34534,6,22.36,Electrify Squash Div 15
4,Choi Chin Lok,34415,0,15.0,Electrify Squash Div 15
5,Chan Tsz Hin Benjamin,34878,12,19.24,Electrify Squash Div 15
6,Kwong Alexander,34345,39,12.6,Electrify Squash Div 15
7,Wong Wui Man,34740,48,10.5,Electrify Squash Div 15
8,Ho Ka Wing,34786,59,8.14,Electrify Squash Div 15
9,Tse Lai Sze Vivian,35006,0,0.0,Electrify Squash Div 15
10,Chu Jason Elton,34344,0,0.0,Electrify Squash Div 15
11,Chung Cheuk Hei,34637,0,6.0,Electrify Squash Div 15
12,Lum Suet Man Belinda,35005,0,10.5,Electrify Squash Div 15
1,Pun Zhe Qiao Kimi,34012,22,17.0,Fusion Squash Club 3
2,Yau Ching Yu,34588,13,19.2,Fusion Squash Club 3
3,Chiu Yuet Yi,34206,21,17.0,Fusion Squash Club 3
4,Wang Alden,34763,45,11.6,Fusion Squash Club 3
5,Mei Tianle,34771,42,12.3,Fusion Squash Club 3
6,Lee Tin Yau,34629,37,13.2,Fusion Squash Club 3
7,Tam Hei Long,34681,54,9.38,Fusion Squash Club 3
8,Tam Shaun,34683,62,6.5,Fusion Squash Club 3
9,Chiu Norah,34368,55,9.0,Fusion Squash Club 3
10,Verma Tara,34598,55,9.0,Fusion Squash Club 3
1,Lau Sai Kit Ethan,34698,8,20.25,i-Mask Advance Squash Club 6
2,Chung Lincoln Sing Fun,34125,0,11.25,i-Mask Advance Squash Club 6
3,Chen Zihao Jayden,34718,11,19.36,i-Mask Advance Squash Club 6
4,Au Pak Yin,34047,23,16.8,i-Mask Advance Squash Club 6
5,Lam Tsz Wang,34660,31,14.75,i-Mask Advance Squash Club 6
6,Lin Hei Chi Amber,34048,0,9.0,i-Mask Advance Squash Club 6
7,Poon Yik Fan,34315,0,0.0,i-Mask Advance Squash Club 6
8,Chu Nathan Yian Zhe,34593,52,10.07,i-Mask Advance Squash Club 6
9,Lam Tsz Ching,34579,47,10.67,i-Mask Advance Squash Club 6
10,Lau Sai Chak Elson,35110,58,8.62,i-Mask Advance Squash Club 6
1,Tse Sheung Wa,34161,19,17.79,RELAY 2
2,Cheng Tsz Long,34281,10,19.62,RELAY 2
3,Hung Pak Hin,34300,9,19.64,RELAY 2
4,Hui Chi Lok,33742,15,18.55,RELAY 2
5,Chu Tsz Pik,34353,24,16.2,RELAY 2
6,Tse Ching Lam,34162,30,14.75,RELAY 2
7,Cheng Nic,34567,41,12.55,RELAY 2
8,Chung Yui On Jake,34325,26,15.92,RELAY 2
9,Kuo Chin Yu,34658,0,3.0,RELAY 2
10,Wong Wing Sum,34916,0,14.25,RELAY 2
1,Finn Christopher,34969,1,27.0,Serve - Ivors
2,Zhu Youwei,34971,0,12.0,Serve - Ivors
3,Sra Jai Singh,34968,20,17.7,Serve - Ivors
4,Wong Tsz Chun,34974,32,14.67,Serve - Ivors
5,Zhao Michael Ziyu,34973,0,6.0,Serve - Ivors
6,Gupta Kalash,34967,0,6.0,Serve - Ivors
7,Su Heng,34970,0,6.0,Serve - Ivors
8,Lun Hiu Yan Charlmane,34965,0,3.0,Serve - Ivors
9,Garg Shashwat,34972,0,6.0,Serve - Ivors
10,Breton Felix Nicolas,34966,0,2.0,Serve - Ivors
1,Guo Haonan,34693,3,25.0,Squashathon MeGa
2,Ho Cheuk Yiu,34679,14,19.0,Squashathon MeGa
3,Tsang Ka Lei Carrie,30714,16,18.38,Squashathon MeGa
4,Buxani Krish,35027,7,20.25,Squashathon MeGa
5,Fung Kwun Shing,33002,50,10.5,Squashathon MeGa
6,Wumaier Merjiana,34953,0,20.0,Squashathon MeGa
7,Ko Tsun Kiu,34879,35,13.8,Squashathon MeGa
8,Shi Tuofu,35021,53,9.9,Squashathon MeGa
9,Leung Cheuk Hin,35164,28,15.0,Squashathon MeGa
10,Chun Yuen Man,34954,61,6.9,Squashathon MeGa
11,Ye Liangliang,35030,0,7.5,Squashathon MeGa
12,Hong Qiaona,35029,63,5.5,Squashathon MeGa
1,Chan Lut Yin Marcus,34176,5,23.84,Squash-On
2,"Lee Tsak Ying, Carol",34035,17,18.3,Squash-On
3,Lau Hayden,34900,27,15.38,Squash-On
4,Chan Lap Pun Silas,34960,34,14.4,Squash-On
5,Huang Xin Min,34606,38,12.92,Squash-On
6,Rumjahn Trisha,34197,44,12.0,Squash-On
7,Fan Ethan Zheming,34251,36,13.67,Squash-On
8,Lin Pinya,34935,60,7.12,Squash-On
9,Shi Tianyi,34936,43,12.0,Squash-On
10,Cai Demi Xinya,34238,0,0.0,Squash-On
1,Cheung Hei Sun,33691,40,12.6,TNG 3
2,Lee Yee Ching,34299,29,15.0,TNG 3
3,Chung King Lok Jacob,34184,18,18.0,TNG 3
4,Kwok Ho Kwan,34373,32,14.67,TNG 3
5,Jue Emily Xiao Ran,34589,25,16.0,TNG 3
6,Ho Matthias Isaac,34357,57,8.7,TNG 3
7,Cao Rui,34367,51,10.36,TNG 3
8,Chan Lok Man,34290,46,10.67,TNG 3
9,Cheung Vinus,34277,49,10.5,TNG 3
10,Kwong Ching Nam,34686,0,13.5,TNG 3
