Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Hon Michael Tsz San,The New Generation X,24.38,390,16,13,3,5,0.8125
2,Lam Ting Chung,The Squash Club 1,22.2,333,15,10,5,5,0.6666666666666666
3,Rosenzweig Nathan Shuyou,Spark 1,22.2,222,10,9,1,5,0.9
4,Law Pak Ki Arthur,Spark 1,21.67,195,9,6,3,5,0.6666666666666666
5,Wai Wing Yin,The New Generation X,21.0,315,15,13,2,5,0.8666666666666667
6,^ Windmill Mark,Hong Kong Cricket Club 3,20.6,309,15,10,5,5,0.6666666666666666
7,Lai Pong Yin,Smart Squash 2,20.36,285,14,12,2,5,0.8571428571428571
8,Cheng Nga Ching,Perrier Sergio Tacchini KCC 5,20.2,303,15,10,5,5,0.6666666666666666
9,Chu Ho Yin,i-Mask Advance Squash Club 2,20.1,201,10,5,5,5,0.5
10,Kevin Waldmer,Hong Kong Cricket Club 3,20.08,261,13,11,2,5,0.8461538461538461
11,Cheng Miriam Min-Chen,Spark 1,19.5,156,8,5,3,5,0.625
12,Lai Cheuk Yu,Perrier Sergio Tacchini KCC 5,18.8,282,15,14,1,5,0.9333333333333333
13,Wong Tsz Lok Prince,Smart Squash 2,18.75,300,16,7,9,5,0.4375
14,Li Sum Yin,Perrier Sergio Tacchini KCC 5,17.54,228,13,7,6,5,0.5384615384615384
15,Cheung Chun,Hong Kong Football Club 5,17.5,210,12,6,6,5,0.5
16,Wong Anson,Spark 1,16.67,150,9,8,1,5,0.8888888888888888
17,Harrison Timothy,Hong Kong Football Club 5,16.33,147,9,3,6,5,0.3333333333333333
18,* Wong Pak Long Alan,Kinetic 1,15.86,111,7,1,6,5,0.14285714285714285
19,Chan Hok Nam,Hong Kong Football Club 5,15.55,171,11,10,1,5,0.9090909090909091
20,Chapman William,Hong Kong Football Club 5,15.0,195,13,2,11,5,0.15384615384615385
21,Au Ling Fung,The New Generation X,14.73,162,11,10,1,5,0.9090909090909091
22,Lo Pak Hei Anson,Spark 1,14.73,162,11,6,5,5,0.5454545454545454
23,Lam Chi Lok,The New Generation X,14.5,174,12,9,3,5,0.75
24,Moxquiaux Thierry,Hong Kong Cricket Club 3,14.4,144,10,4,6,5,0.4
25,Chui King Yin,Smart Squash 2,14.31,186,13,8,5,5,0.6153846153846154
26,Liu Chun Hin Heron,i-Mask Advance Squash Club 2,14.31,186,13,6,7,5,0.46153846153846156
27,Wong Ho Lai,Smart Squash 2,14.25,171,12,11,1,5,0.9166666666666666
28,Mak Ryan Lai Lok,The New Generation X,14.14,198,14,6,8,5,0.42857142857142855
29,Ng Spencer Yu Hin,i-Mask Advance Squash Club 2,14.0,84,6,2,4,5,0.3333333333333333
30,Lam Jannis Wing Hei,Perrier Sergio Tacchini KCC 5,13.64,150,11,7,4,5,0.6363636363636364
31,^ Roux Pieter Le,Hong Kong Football Club 5,13.5,135,10,8,2,5,0.8
32,Chan Martin Lok Yin,i-Mask Advance Squash Club 2,13.29,93,7,1,6,5,0.14285714285714285
33,Cowley Richard David,Hong Kong Cricket Club 3,13.09,144,11,7,4,5,0.6363636363636364
34,Wong Angus,Spark 1,12.82,141,11,9,2,5,0.8181818181818182
35,Lin Dawson Aidan,Spark 1,12.33,111,9,4,5,5,0.4444444444444444
36,Miranda Rodrigo Quan,Hong Kong Football Club 5,12.3,123,10,4,6,5,0.4
37,Chan Chi Hang,Kinetic 1,12.0,72,6,3,3,5,0.5
38,* Leung Shiu Moon,Smart Squash 2,11.67,105,9,4,5,5,0.4444444444444444
39,Lee Sze Yu,Spark 1,11.57,81,7,4,3,5,0.5714285714285714
40,Chu Shun Ting,Smart Squash 2,11.5,69,6,5,1,5,0.8333333333333334
41,* Wong Ryan Chun Hung,Kinetic 1,11.14,156,14,2,12,5,0.14285714285714285
42,Bruwer Frank,Hong Kong Cricket Club 3,10.91,120,11,7,4,5,0.6363636363636364
43,Leung Tsz Yu,The New Generation X,10.8,54,5,3,2,5,0.6
44,* Ng Kai Yuen Gary,Smart Squash 2,10.71,75,7,3,4,5,0.42857142857142855
45,Hui Alan Yiu Lun,i-Mask Advance Squash Club 2,10.0,90,9,4,5,5,0.4444444444444444
46,Achouch Frank,Hong Kong Cricket Club 3,9.38,75,8,2,6,5,0.25
47,Bousser Timothee,Hong Kong Cricket Club 3,9.0,45,5,2,3,5,0.4
48,Chan Chun Kit,The Squash Club 1,9.0,45,5,0,5,5,0.0
49,Yum Chun Ting,The Squash Club 1,8.75,105,12,1,11,5,0.08333333333333333
50,Lo Jacky Chi Fung,i-Mask Advance Squash Club 2,8.57,60,7,3,4,5,0.42857142857142855
51,Sin Kwun Kit Leo,The New Generation X,8.14,57,7,3,4,5,0.42857142857142855
52,Lee Ka Fai Peterson,i-Mask Advance Squash Club 2,7.5,105,14,4,10,5,0.2857142857142857
