Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Poon Sunny Yat Sing,Jaws Master,25.6,384,15,15,0,M3,1.0
2,Tsui Marcus Chi Hung,Alpha CUHK Master,24.0,120,5,5,0,M3,1.0
3,Lin Chun Wah,Alpha CUHK Master,23.06,369,16,13,3,M3,0.8125
4,Chan Peter Sun Hong,Hong Kong Cricket Club M3,21.0,210,10,6,4,M3,0.6
5,Man Wing Ping Wilson,Hong Kong Cricket Club M3,20.14,141,7,7,0,M3,1.0
6,Norman Guy,Hong Kong Football Club M3B,20.1,201,10,8,2,M3,0.8
7,Lulla Vikram,Hong Kong Football Club M3B,20.08,261,13,8,5,M3,0.6153846153846154
8,Osmund James,Hong Kong Football Club M3A,19.8,99,5,3,2,M3,0.6
9,Squires Mark,Hong Kong Football Club M3A,19.29,270,14,10,4,M3,0.7142857142857143
10,Chiu Vincent Man Shun,Jaws Master,18.75,300,16,10,6,M3,0.625
11,Wang Patrick,American Club-Yacht Club,18.38,147,8,4,4,M3,0.5
12,Macresy Stephane Marc-Georges,Hong Kong Cricket Club M3,18.0,198,11,8,3,M3,0.7272727272727273
13,Hood Richard,Hong Kong Football Club M3B,17.4,174,10,4,6,M3,0.4
14,Mulchand Rajesh,Hong Kong Football Club M3B,17.25,207,12,12,0,M3,1.0
15,Denham Paul,American Club-Yacht Club,16.69,267,16,6,10,M3,0.375
16,Evans Christopher,Hong Kong Cricket Club M3,16.5,99,6,2,4,M3,0.3333333333333333
17,Kirpalani Arun,Hong Kong Football Club M3A,16.25,195,12,7,5,M3,0.5833333333333334
18,Lau John,American Club-Yacht Club,15.75,189,12,5,7,M3,0.4166666666666667
19,Schultz Nikolaj,Hong Kong Football Club M3B,15.64,219,14,6,8,M3,0.42857142857142855
20,McAuslan Gary,American Club-Yacht Club,15.25,183,12,9,3,M3,0.75
21,Au Ming Chung Sampson,Titlows Masters,15.17,273,18,4,14,M3,0.2222222222222222
22,Yip Edmund Kin Man,Titlows Masters,14.5,174,12,4,8,M3,0.3333333333333333
23,Lo Wai Kiu Bobby,Titlows Masters,14.2,213,15,12,3,M3,0.8
24,Steffensen Nigel,Hong Kong Football Club M3B,13.29,93,7,6,1,M3,0.8571428571428571
25,Dan John Kai Yiu,Jaws Master,12.92,168,13,5,8,M3,0.38461538461538464
26,Wong Kevin Ming Hoi,Alpha CUHK Master,12.8,192,15,3,12,M3,0.2
27,Li Charles Tak Kwong,Hong Kong Football Club M3B,12.6,63,5,3,2,M3,0.6
28,Lee Tommy Yun Wah,Titlows Masters,12.5,150,12,6,6,M3,0.5
29,Hewitt David,Hong Kong Cricket Club M3,12.33,111,9,3,6,M3,0.3333333333333333
