Order,Player,HKS No.,Ranking,Points,Team
1,Kumar Raj,34915,26,15.0,Hong Kong Cricket Club M3
2,Bernard Edwin,29927,41,12.0,Hong Kong Cricket Club M3
3,Dickson Robert,30938,25,15.6,Hong Kong Cricket Club M3
4,Bradbury Adrian,25380,0,9.0,Hong Kong Cricket Club M3
5,Griffiths John David,33926,52,8.0,Hong Kong Cricket Club M3
6,Poole-Wilson Michael,34983,20,16.5,Hong Kong Cricket Club M3
7,Zimmermann Lorenz,30184,0,6.0,Hong Kong Cricket Club M3
8,Openshaw Michael,30134,0,12.0,Hong Kong Cricket Club M3
9,Mercalfe Stephen Fraser,33662,55,7.2,Hong Kong Cricket Club M3
10,Vera Henry,30779,57,4.33,Hong Kong Cricket Club M3
11,Koeman Arthur,22974,56,6.6,Hong Kong Cricket Club M3
12,To Alva Yu Hung,16721,0,7.0,Hong Kong Cricket Club M3
13,Smith Robert,11930,0,3.0,Hong Kong Cricket Club M3
14,O'Neill Glenn,29446,0,0.0,Hong Kong Cricket Club M3
15,Hilboldt Thomas Christian,34506,0,1.0,Hong Kong Cricket Club M3
1,Ng Adrian,27119,10,19.15,Hong Kong Football Club M3A
2,Hathiramani Dinesh,21930,9,19.15,Hong Kong Football Club M3A
3,Thompson John,29507,23,15.86,Hong Kong Football Club M3A
4,Li Samuel Kwok Sing,27166,13,18.0,Hong Kong Football Club M3A
5,Yeung Tak Keung,19143,17,17.5,Hong Kong Football Club M3A
6,Kwok Man Wai Joseph,10119,0,3.0,Hong Kong Football Club M3A
7,Ting Philip Wai Man,29290,31,14.0,Hong Kong Football Club M3A
8,Hazari Ajay,21638,37,12.5,Hong Kong Football Club M3A
9,Kostienko Krzysztof,30787,37,12.5,Hong Kong Football Club M3A
10,Soo Gene,30113,0,12.0,Hong Kong Football Club M3A
11,Lee Lawrence Chi Hung,28004,0,7.5,Hong Kong Football Club M3A
12,Wood Andrew,26052,0,0.0,Hong Kong Football Club M3A
13,Kan David,27733,0,3.0,Hong Kong Football Club M3A
14,Ng Kien Hoon,24614,0,15.0,Hong Kong Football Club M3A
1,Tanner Julian,28057,4,22.38,Hong Kong Football Club M3B
2,Waldie Jason,26685,0,0.0,Hong Kong Football Club M3B
3,Padgaonkar Ashwin,30116,24,15.64,Hong Kong Football Club M3B
4,Mulchand Rajesh,30396,21,16.5,Hong Kong Football Club M3B
5,Vartanian Stephane,28973,0,0.0,Hong Kong Football Club M3B
6,Lulla Vikram,28609,44,11.0,Hong Kong Football Club M3B
7,Barton Jonathan,29502,30,14.4,Hong Kong Football Club M3B
8,Schultz Nikolaj,28911,32,13.38,Hong Kong Football Club M3B
9,Robinson Lee,30117,51,8.33,Hong Kong Football Club M3B
10,Li Charles Tak Kwong,25322,0,12.0,Hong Kong Football Club M3B
11,Laracy Damien,31512,0,7.5,Hong Kong Football Club M3B
12,Steffensen Nigel,31605,0,0.0,Hong Kong Football Club M3B
13,Chew Fook Aun,25201,0,1.5,Hong Kong Football Club M3B
14,Tsang Michael,27529,0,0.0,Hong Kong Football Club M3B
15,Casey Paul,25110,0,0.0,Hong Kong Football Club M3B
1,Lee Wai Hang,28505,15,18.0,Kowloon Cricket Club M3
2,Kundamal Dhiraj,28381,18,17.5,Kowloon Cricket Club M3
3,Detaramani Sunil,30548,0,17.0,Kowloon Cricket Club M3
4,Bachani Vinay Suresh,32772,33,13.38,Kowloon Cricket Club M3
5,Wan Pauline Yuen Ping,26325,0,15.0,Kowloon Cricket Club M3
6,Brettell David,19505,43,11.31,Kowloon Cricket Club M3
7,Choy Yuk Kwong Donnie,3206,40,12.0,Kowloon Cricket Club M3
8,Tsang Wai Kit Paul,23712,50,8.33,Kowloon Cricket Club M3
9,Yip Kent Chi Bun,25547,0,0.0,Kowloon Cricket Club M3
10,Fraser Peter,21519,58,4.0,Kowloon Cricket Club M3
11,Hira Ajay,29648,0,2.0,Kowloon Cricket Club M3
12,Lo Tin Yee Clement,11972,0,3.0,Kowloon Cricket Club M3
13,Tang Raymond Wai Ming,25572,0,0.75,Kowloon Cricket Club M3
14,Tang Man Shing,21136,0,0.0,Kowloon Cricket Club M3
15,Vachha Shiroy,27249,0,0.0,Kowloon Cricket Club M3
1,Leung Dick Kan Fai,16988,2,24.8,Old Squash Fellows
2,Poon Sunny Yat Sing,17325,12,18.27,Old Squash Fellows
3,Chiu Vincent Man Shun,13037,14,18.0,Old Squash Fellows
4,Cheung Peter Tat Kei,30389,42,11.4,Old Squash Fellows
5,Dan John Kai Yiu,30390,48,8.5,Old Squash Fellows
6,Sih Peter Wai Hang,30387,47,8.62,Old Squash Fellows
7,Wong Alex Siu Ming,30388,49,8.4,Old Squash Fellows
8,So Anthony Fuk Chi,22679,54,7.33,Old Squash Fellows
9,So Yin Wei Winnie,29105,60,2.25,Old Squash Fellows
1,Ho Yiu Wah Hendry,29182,1,25.15,Royal Hong Kong Yacht Club M3
2,Cheng Victor Kwok Wai,20440,3,23.0,Royal Hong Kong Yacht Club M3
3,Sly Lester George,33695,7,19.71,Royal Hong Kong Yacht Club M3
4,Le Hong Quang,33531,39,12.25,Royal Hong Kong Yacht Club M3
5,Lipsham David John,34542,27,14.75,Royal Hong Kong Yacht Club M3
6,Lau John,25495,36,12.75,Royal Hong Kong Yacht Club M3
7,Jones Robert F.,27122,46,9.6,Royal Hong Kong Yacht Club M3
8,Lowth Simon,31970,0,9.0,Royal Hong Kong Yacht Club M3
9,Mahtani Dheeraj Prakash,33787,0,15.0,Royal Hong Kong Yacht Club M3
10,Theil Rene,27767,0,0.0,Royal Hong Kong Yacht Club M3
11,Kracht Stefan,32955,0,13.5,Royal Hong Kong Yacht Club M3
12,Longuepee Francis,27002,0,0.0,Royal Hong Kong Yacht Club M3
1,Fu Ivan Fuk Cheong,27126,28,14.57,Titlows Squash Team
2,Chan Raymond Tsan Fai,23067,45,10.31,Titlows Squash Team
3,Au Ming Chung Sampson,27153,35,12.88,Titlows Squash Team
4,Lee Tommy Yun Wah,27463,0,15.0,Titlows Squash Team
5,Tang Terry Kin Ming,26179,0,7.5,Titlows Squash Team
6,Lo Wai Kiu Bobby,23640,53,7.69,Titlows Squash Team
7,Yung Kai Sing,32148,59,3.35,Titlows Squash Team
1,Poon Ho Kar James,26416,5,21.0,United Services Recreation Club M3
2,Bidal Jay,32927,6,20.8,United Services Recreation Club M3
3,Mohammad Gull Ilyas,27045,8,19.2,United Services Recreation Club M3
4,Wong Hin Chor,26793,0,0.0,United Services Recreation Club M3
5,Chow Ming Hei Quincy,30876,11,19.0,United Services Recreation Club M3
6,Kenny Gareth,33811,16,17.62,United Services Recreation Club M3
7,Freeman Neil,33713,19,17.4,United Services Recreation Club M3
8,Yao Tang Fat Elbert,25019,0,8.0,United Services Recreation Club M3
9,Cheng Jonathan Yee Fung,24154,22,16.2,United Services Recreation Club M3
10,Lai Kwok Wai Wilfred,25178,34,13.0,United Services Recreation Club M3
11,Leung Chung Yin,30467,29,14.5,United Services Recreation Club M3
