Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
,* Chan Sin Yuk,JESSICA L1,27.0,54,2,2,0,Premier Ladies,1.0
,Ho Tomato Tze Lok,Hong Kong Football Club L1,24.0,48,2,2,0,Premier Ladies,1.0
,* Lee Ka Yi,JESSICA L1,22.5,45,2,1,1,Premier Ladies,0.5
,Lam Po Ying,Kowloon Cricket Club L1A,21.0,42,2,2,0,Premier Ladies,1.0
,Wong Kirstie Po Yui,Hong Kong Cricket Club L1,21.0,42,2,1,1,Premier Ladies,0.5
,Fung Ching Hei,Hong Kong Football Club L1,21.0,21,1,1,0,Premier Ladies,1.0
,Tse Toby Yee Lam,Kowloon Cricket Club L1A,21.0,21,1,1,0,Premier Ladies,1.0
,Au Ling Yu,Kowloon Cricket Club L1A,21.0,21,1,1,0,Premier Ladies,1.0
,Leung Ka Huen,JESSICA L1,18.75,75,4,3,1,Premier Ladies,0.75
,Tang Ka Ki,Hong Kong Football Club L1,18.0,18,1,1,0,Premier Ladies,1.0
,Tang Helen,Hong Kong Football Club L1,18.0,36,2,1,1,Premier Ladies,0.5
,Tong Tsz Wing,Kowloon Cricket Club L1B,17.0,51,3,1,2,Premier Ladies,0.3333333333333333
,Liu Tsz Ling,Kowloon Cricket Club L1A,16.5,33,2,1,1,Premier Ladies,0.5
,Wai Sze Wing,Hong Kong Cricket Club L1,16.0,48,3,1,2,Premier Ladies,0.3333333333333333
,Cheung Tsz Ching,Kowloon Cricket Club L1B,15.0,45,3,2,1,Premier Ladies,0.6666666666666666
,Cheng Nga Ching,Kowloon Cricket Club L1A,15.0,45,3,1,2,Premier Ladies,0.3333333333333333
,Tam Cho Nga Mariko,Hong Kong Football Club L1,15.0,15,1,0,1,Premier Ladies,0.0
,Chung Yee Ling Elaine,JESSICA L1,14.25,57,4,2,2,Premier Ladies,0.5
,Kwong Ena,Kowloon Cricket Club L1B,12.0,24,2,0,2,Premier Ladies,0.0
,Tang Ching Sum,Hong Kong Football Club L1,9.0,9,1,0,1,Premier Ladies,0.0
,Lo Pui Yin Chloe,Hong Kong Cricket Club L1,9.0,9,1,0,1,Premier Ladies,0.0
,Wong Po Sze Jessica,Hong Kong Cricket Club L1,7.5,15,2,0,2,Premier Ladies,0.0
,Cassidy Makaela Lin,Hong Kong Football Club L1,6.0,6,1,0,1,Premier Ladies,0.0
,Li Sum Yin,Kowloon Cricket Club L1B,6.0,6,1,0,1,Premier Ladies,0.0
,Cheng Pik Ching,Kowloon Cricket Club L1B,0.0,0,0,0,0,Premier Ladies,0.0
