Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Li Clarissa,Hong Kong Football Club L3A,25.2,126,5,5,0,L3,1.0
2,Yang Sihan,Hong Kong Football Club L3A,23.25,186,8,7,1,L3,0.875
3,Law Hei Yau,Hong Kong Football Club L3B,23.0,276,12,8,4,L3,0.6666666666666666
4,Chan Cheuk Yan,JESSICA L3,21.75,174,8,8,0,L3,1.0
5,Luo Wan Hei,JESSICA L3,21.43,150,7,7,0,L3,1.0
6,Lau Hiu Wing,JESSICA L3,19.67,177,9,5,4,L3,0.5555555555555556
7,Cheung Hei Kwai Myra,Hong Kong Football Club L3B,19.33,174,9,6,3,L3,0.6666666666666666
8,Tse Ka Wing,Hong Kong Football Club L3C,19.12,153,8,4,4,L3,0.5
9,Ho Helen Sin Man,Hong Kong Cricket Club L3,19.0,171,9,5,4,L3,0.5555555555555556
10,Lau Karen Siu Ying,JESSICA L3,18.6,93,5,2,3,L3,0.4
11,Mishra Ipsa,Hong Kong Football Club L3B,18.5,111,6,4,2,L3,0.6666666666666666
12,Chung King Long Jacqueline,Hong Kong Cricket Club L3,18.0,126,7,3,4,L3,0.42857142857142855
13,Tang Ching On,Hong Kong Cricket Club L3,17.0,102,6,5,1,L3,0.8333333333333334
14,Chan Niki Sin Hok,Hong Kong Football Club L3A,16.88,135,8,4,4,L3,0.5
15,Chan Suk Ting,Hong Kong Cricket Club L3,16.0,96,6,3,3,L3,0.5
16,Lo Wing Man Veronica,Hong Kong Football Club L3C,15.6,78,5,3,2,L3,0.6
17,Chiu Hau Yi,Hong Kong Football Club L3A,15.0,90,6,4,2,L3,0.6666666666666666
18,Cheung Hiu Man,Hong Kong Cricket Club L3,13.8,69,5,3,2,L3,0.6
19,Chui Jennifer,Hong Kong Football Club L3C,13.5,162,12,4,8,L3,0.3333333333333333
20,Wong Javy Ki Ling,Hong Kong Football Club L3B,13.0,117,9,4,5,L3,0.4444444444444444
21,Au Shuk Ting,JESSICA L3,12.6,126,10,4,6,L3,0.4
22,Wong Shuk Ting Ruby,Hong Kong Football Club L3A,11.0,66,6,2,4,L3,0.3333333333333333
23,Chan Tsz Yan Joyce,Hong Kong Football Club L3C,10.71,75,7,0,7,L3,0.0
24,Tang Genevieve,Hong Kong Football Club L3A,9.0,72,8,2,6,L3,0.25
25,Law Tsz Ting,Hong Kong Football Club L3A,8.33,75,9,1,8,L3,0.1111111111111111
26,Kwok Alvina,Hong Kong Cricket Club L3,8.14,57,7,1,6,L3,0.14285714285714285
27,Chan Peggy,Hong Kong Football Club L3C,7.8,39,5,1,4,L3,0.2
28,Man Angela Pui Kei,Hong Kong Football Club L3C,5.5,33,6,0,6,L3,0.0
,Ho Miu Sze,Hong Kong Cricket Club L3,26.25,105,4,4,0,L3,1.0
,Chow Cheuk Yin,Hong Kong Football Club L3A,24.0,24,1,1,0,L3,1.0
,Kareena Sashikumar,JESSICA L3,24.0,24,1,1,0,L3,1.0
,Hong Shen,Hong Kong Football Club L3B,21.75,87,4,4,0,L3,1.0
,Wong Mia,Hong Kong Football Club L3B,21.0,21,1,1,0,L3,1.0
,Ho Alexandra,Hong Kong Football Club L3C,19.5,39,2,2,0,L3,1.0
,Choi Angel Chung Yin,JESSICA L3,18.0,36,2,2,0,L3,1.0
,Lam Yan Yu Hayley,JESSICA L3,18.0,36,2,2,0,L3,1.0
,Ho Chin Pik,JESSICA L3,18.0,18,1,1,0,L3,1.0
,Kwong Wai Nga DoDo,JESSICA L3,18.0,18,1,1,0,L3,1.0
,Chan Zelda,Hong Kong Football Club L3C,18.0,18,1,1,0,L3,1.0
,Li Zoe,JESSICA L3,18.0,18,1,1,0,L3,1.0
,Chung Iris Suet Mei,Hong Kong Football Club L3C,18.0,18,1,1,0,L3,1.0
,Ho Si Nuo,Hong Kong Cricket Club L3,17.25,69,4,3,1,L3,0.75
,Yung Anthea On Sang,Hong Kong Football Club L3B,16.5,33,2,2,0,L3,1.0
,Lee Rachel Wing Yan,JESSICA L3,14.0,42,3,2,1,L3,0.6666666666666666
,So Hau Yi,JESSICA L3,13.5,27,2,1,1,L3,0.5
,Cheung Ka Yan,Hong Kong Football Club L3B,13.5,27,2,1,1,L3,0.5
,Ho Suet Ying,Hong Kong Football Club L3B,13.0,39,3,2,1,L3,0.6666666666666666
,Tam Ka Yi,Hong Kong Cricket Club L3,12.0,36,3,1,2,L3,0.3333333333333333
,Cheng Chen Kaja,Hong Kong Football Club L3B,12.0,24,2,1,1,L3,0.5
,Lam Audrey Lok Yi,Hong Kong Football Club L3C,10.5,21,2,1,1,L3,0.5
,Leung Wai Kwan,JESSICA L3,10.0,30,3,1,2,L3,0.3333333333333333
,Tsang Lorita Yau Ching,Hong Kong Football Club L3C,8.0,24,3,1,2,L3,0.3333333333333333
,Leung Lilian Wai Shan,Hong Kong Cricket Club L3,7.5,15,2,1,1,L3,0.5
,Wan Esther,Hong Kong Football Club L3A,7.5,15,2,0,2,L3,0.0
,Leung Suen Yan Tiffany,Hong Kong Football Club L3B,7.5,15,2,0,2,L3,0.0
,* Chiu Rebecca Wing Yin,JESSICA L3,0.0,0,0,0,0,L3,0.0
,* Ng Elise Jia Yunn,JESSICA L3,0.0,0,0,0,0,L3,0.0
,Wong Yu,JESSICA L3,0.0,0,0,0,0,L3,0.0
