Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Mong Hoi Ching Norman,SKCSC,Chen Ricky C,Royal Hong Kong Yacht Club M4,13/02/2025,Masters - Cornwall Street Squash Centre,1,3-0,Win,Home
Chen Ricky C,Royal Hong Kong Yacht Club M4,Mong Hoi Ching Norman,SKCSC,13/02/2025,Masters - Cornwall Street Squash Centre,1,0-3,Loss,Away
Chan Kin Hung Kit,SKCSC,Tse Ray,Royal Hong Kong Yacht Club M4,13/02/2025,Masters - Cornwall Street Squash Centre,2,1-3,Loss,Home
Tse Ray,Royal Hong Kong Yacht Club M4,Chan Kin Hung Kit,SKCSC,13/02/2025,Masters - Cornwall Street Squash Centre,2,3-1,Win,Away
Leung Michael Yan Por,SKCSC,Oei Chuen Shek Joseph,Royal Hong Kong Yacht Club M4,13/02/2025,Masters - Cornwall Street Squash Centre,3,3-0,Win,Home
Oei Chuen Shek Joseph,Royal Hong Kong Yacht Club M4,Leung Michael Yan Por,SKCSC,13/02/2025,Masters - Cornwall Street Squash Centre,3,0-3,Loss,Away
Wong Tony Wing Tung,SKCSC,Clayton Iain Michael,Royal Hong Kong Yacht Club M4,13/02/2025,Masters - Cornwall Street Squash Centre,4,3-2,Win,Home
Clayton Iain Michael,Royal Hong Kong Yacht Club M4,Wong Tony Wing Tung,SKCSC,13/02/2025,Masters - Cornwall Street Squash Centre,4,2-3,Loss,Away
Chui King Yat,SKCSC,Chiu Sai Kwong,Royal Hong Kong Yacht Club M4,13/02/2025,Masters - Cornwall Street Squash Centre,5,3-0,Win,Home
Chiu Sai Kwong,Royal Hong Kong Yacht Club M4,Chui King Yat,SKCSC,13/02/2025,Masters - Cornwall Street Squash Centre,5,0-3,Loss,Away
Chan Chi Ming,WAKO,Tong Chi On,United Services Recreation Club M4,13/02/2025,Masters - Harbour Road Sports Centre,1,2-3,Loss,Home
Tong Chi On,United Services Recreation Club M4,Chan Chi Ming,WAKO,13/02/2025,Masters - Harbour Road Sports Centre,1,3-2,Win,Away
Yiu Sai Ngoi,WAKO,Chu Lap Sun,United Services Recreation Club M4,13/02/2025,Masters - Harbour Road Sports Centre,2,3-0,Win,Home
Chu Lap Sun,United Services Recreation Club M4,Yiu Sai Ngoi,WAKO,13/02/2025,Masters - Harbour Road Sports Centre,2,0-3,Loss,Away
Mok Sui Kei,WAKO,Yu Chi Keung,United Services Recreation Club M4,13/02/2025,Masters - Harbour Road Sports Centre,3,1-3,Loss,Home
Yu Chi Keung,United Services Recreation Club M4,Mok Sui Kei,WAKO,13/02/2025,Masters - Harbour Road Sports Centre,3,3-1,Win,Away
Lam Francis Fu Yuen,WAKO,Leung Chi Wang Christopher,United Services Recreation Club M4,13/02/2025,Masters - Harbour Road Sports Centre,4,1-3,Loss,Home
Leung Chi Wang Christopher,United Services Recreation Club M4,Lam Francis Fu Yuen,WAKO,13/02/2025,Masters - Harbour Road Sports Centre,4,3-1,Win,Away
Mak Derek Kam Yuen,WAKO,Daigneault Christian,United Services Recreation Club M4,13/02/2025,Masters - Harbour Road Sports Centre,5,0-3,Loss,Home
Daigneault Christian,United Services Recreation Club M4,Mak Derek Kam Yuen,WAKO,13/02/2025,Masters - Harbour Road Sports Centre,5,3-0,Win,Away
Au Siu Fai,Hong Kong Football Club M4A,Rundle David Christopher,Hong Kong Football Club M4B,13/02/2025,Hong Kong Football Club,1,3-1,Win,Home
Rundle David Christopher,Hong Kong Football Club M4B,Au Siu Fai,Hong Kong Football Club M4A,13/02/2025,Hong Kong Football Club,1,1-3,Loss,Away
Ford Anthony,Hong Kong Football Club M4A,Chan Dave Chi Keung,Hong Kong Football Club M4B,13/02/2025,Hong Kong Football Club,2,3-2,Win,Home
Chan Dave Chi Keung,Hong Kong Football Club M4B,Ford Anthony,Hong Kong Football Club M4A,13/02/2025,Hong Kong Football Club,2,2-3,Loss,Away
Mrosek Martin,Hong Kong Football Club M4A,Dansanghani Rahul,Hong Kong Football Club M4B,13/02/2025,Hong Kong Football Club,3,1-3,Loss,Home
Dansanghani Rahul,Hong Kong Football Club M4B,Mrosek Martin,Hong Kong Football Club M4A,13/02/2025,Hong Kong Football Club,3,3-1,Win,Away
Murray David,Hong Kong Football Club M4A,Wong Javy Ki Ling,Hong Kong Football Club M4B,13/02/2025,Hong Kong Football Club,4,2-3,Loss,Home
Wong Javy Ki Ling,Hong Kong Football Club M4B,Murray David,Hong Kong Football Club M4A,13/02/2025,Hong Kong Football Club,4,3-2,Win,Away
McAuslan Gary,Hong Kong Football Club M4A,Etherington David,Hong Kong Football Club M4B,13/02/2025,Hong Kong Football Club,5,3-0,Win,Home
Etherington David,Hong Kong Football Club M4B,McAuslan Gary,Hong Kong Football Club M4A,13/02/2025,Hong Kong Football Club,5,0-3,Loss,Away
