Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Cheong Wan Seng,Dynamos Squash,22.8,114,5,5,0,8B,1.0
2,Kuok Kuong Hong,Dynamos Squash,22.0,132,6,6,0,8B,1.0
3,Dong Bo Ang,NEXUS 3,21.6,108,5,4,1,8B,0.8
4,Choy Chun Hei Bosco,Happy Squash 3,20.62,165,8,5,3,8B,0.625
5,Ho Chi Hung Eric,MERCURY,19.71,138,7,3,4,8B,0.42857142857142855
6,Mei Tian Xiao,Fusion Squash Club 1,19.5,117,6,6,0,8B,1.0
7,Po Long Huen Mavis,NEXUS 3,18.43,129,7,6,1,8B,0.8571428571428571
8,Li Kin Lok,Happy Squash 3,18.43,129,7,5,2,8B,0.7142857142857143
9,Ng Shing Hin,Dynamos Squash,18.0,90,5,5,0,8B,1.0
10,Kollar Thomas,Vitality Squash 2,18.0,90,5,4,1,8B,0.8
11,Mok Shing Hei,X-Alpha 4,18.0,90,5,3,2,8B,0.6
12,Leung Ngo San,Fusion Squash Club 1,16.8,84,5,3,2,8B,0.6
13,Mo Shing Tsang,X-Alpha 4,16.29,114,7,5,2,8B,0.7142857142857143
14,Leong Vai Kit,Dynamos Squash,16.2,81,5,5,0,8B,1.0
15,Li Ivan Chun Wing,LONGVIEW,16.0,96,6,4,2,8B,0.6666666666666666
16,Luo Wan Hei,Fusion Squash Club 1,16.0,96,6,2,4,8B,0.3333333333333333
17,Shapiro William Dat,Vitality Squash 2,15.6,78,5,1,4,8B,0.2
18,Dong Li Ang,Vitality Squash 2,15.5,93,6,1,5,8B,0.16666666666666666
19,Siu Chen Dong,MERCURY,15.0,75,5,1,4,8B,0.2
20,Yiu Sai Ngoi,LONGVIEW,14.62,117,8,1,7,8B,0.125
21,Leong Chin Han,Dynamos Squash,13.8,69,5,3,2,8B,0.6
22,Yang Ho Yin,Happy Squash 3,13.8,69,5,2,3,8B,0.4
23,Chau Hing Bor,MERCURY,13.12,105,8,5,3,8B,0.625
24,Cheung Hiu Man,Fusion Squash Club 1,12.0,60,5,4,1,8B,0.8
