Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chung Yee Ling Elaine,JESSICA L2,26.21,498,19,18,1,L2,0.9473684210526315
2,Wu Renee,Hong Kong Football Club L2A,22.15,288,13,9,4,L2,0.6923076923076923
3,Ho Ka Wing Janice,Kowloon Cricket Club L2,21.0,378,18,11,7,L2,0.6111111111111112
4,Lee Sum Yuet,Kowloon Cricket Club L2,20.73,228,11,10,1,L2,0.9090909090909091
5,Choi Celia Uen Shan,Hong Kong Football Club L2B,20.2,303,15,8,7,L2,0.5333333333333333
6,Tang Lok Yin,Kowloon Cricket Club L2,19.8,297,15,14,1,L2,0.9333333333333333
7,Lau Wai Tung,Kowloon Cricket Club L2,19.8,198,10,8,2,L2,0.8
8,Li Tsz Yau,JESSICA L2,19.64,216,11,11,0,L2,1.0
9,Chung Ka Yau,Hong Kong Football Club L2B,19.38,252,13,8,5,L2,0.6153846153846154
10,Yeung Yurisa,Hong Kong Football Club L2B,18.79,357,19,12,7,L2,0.631578947368421
11,Tung Wing Yan,Kowloon Cricket Club L2,17.25,207,12,10,2,L2,0.8333333333333334
12,Hau Venus,Kowloon Cricket Club L2,16.88,135,8,6,2,L2,0.75
13,Cassidy Makaela Lin,Hong Kong Football Club L2C,16.85,219,13,10,3,L2,0.7692307692307693
14,Wong Suet Ling,Kowloon Cricket Club L2,16.5,132,8,7,1,L2,0.875
15,Tang Ching Sum,Hong Kong Football Club L2B,15.83,285,18,12,6,L2,0.6666666666666666
16,Chiu Hau Ching,Hong Kong Football Club L2A,15.56,249,16,9,7,L2,0.5625
17,Lau Karen Siu Ying,JESSICA L2,15.43,108,7,3,4,L2,0.42857142857142855
18,Kwong Sarah Wing Yan,Hong Kong Cricket Club L2,14.73,162,11,4,7,L2,0.36363636363636365
19,Li Ka Man,JESSICA L2,14.71,309,21,13,8,L2,0.6190476190476191
20,Chan Olivia,Hong Kong Football Club L2A,14.67,132,9,3,6,L2,0.3333333333333333
21,Wong Jessica Po Sze,Hong Kong Cricket Club L2,14.47,246,17,2,15,L2,0.11764705882352941
22,Tang Ka Ki,Hong Kong Football Club L2A,14.44,231,16,5,11,L2,0.3125
23,Lam Jillian,Hong Kong Football Club L2C,14.25,114,8,1,7,L2,0.125
24,Wong Chung Ching Karen,Hong Kong Football Club L2A,13.5,243,18,11,7,L2,0.6111111111111112
25,Lam Yin Tung,JESSICA L2,13.5,81,6,2,4,L2,0.3333333333333333
26,Cheung Ka Man,Hong Kong Football Club L2C,13.4,201,15,2,13,L2,0.13333333333333333
27,Hui Kwai Wah Monique,Hong Kong Cricket Club L2,13.24,225,17,4,13,L2,0.23529411764705882
28,Law Hei Yau,Hong Kong Football Club L2B,12.33,111,9,5,4,L2,0.5555555555555556
29,Ip Hayley Hoi Ning,Hong Kong Football Club L2B,12.3,123,10,6,4,L2,0.6
30,Mishra Ipsa,Hong Kong Football Club L2A,11.54,150,13,6,7,L2,0.46153846153846156
31,Leung Tsz Shan,Hong Kong Football Club L2C,11.44,183,16,2,14,L2,0.125
32,Leung Kam Yan,Hong Kong Cricket Club L2,10.29,72,7,3,4,L2,0.42857142857142855
33,Leung Wai Kwan,JESSICA L2,9.43,66,7,3,4,L2,0.42857142857142855
34,Chan Niki Sin Hok,Hong Kong Football Club L2C,9.0,108,12,3,9,L2,0.25
35,Li Leanne Gi Ming,Hong Kong Cricket Club L2,7.25,87,12,1,11,L2,0.08333333333333333
36,Kwok Charmaine,Hong Kong Cricket Club L2,6.6,33,5,0,5,L2,0.0
37,Tam Ka Yi,Hong Kong Cricket Club L2,6.43,45,7,1,6,L2,0.14285714285714285
38,Sung Iris,Hong Kong Football Club L2C,6.0,60,10,1,9,L2,0.1
,Chiu Rebecca Wing Yin,JESSICA L2,24.0,24,1,1,0,L2,1.0
,Leung Phoebe Hei Ting,Kowloon Cricket Club L2,18.0,54,3,3,0,L2,1.0
,Chan Christine Yik Tat,Hong Kong Football Club L2B,18.0,36,2,2,0,L2,1.0
,Ng Elise Jia Yunn,JESSICA L2,17.25,69,4,3,1,L2,0.75
,Ho Hoi Kiu Bernice,Hong Kong Football Club L2B,15.0,15,1,1,0,L2,1.0
,Wong Yu,JESSICA L2,15.0,15,1,1,0,L2,1.0
,Li Cheryl Wing Sze,Kowloon Cricket Club L2,11.0,33,3,1,2,L2,0.3333333333333333
,Wan Esther,Hong Kong Football Club L2A,6.0,6,1,0,1,L2,0.0
,Kumar Ruchika,Hong Kong Football Club L2C,6.0,6,1,0,1,L2,0.0
,Wong Yuen Kiu,Hong Kong Cricket Club L2,5.0,15,3,0,3,L2,0.0
,Lee Ka Yi,JESSICA L2,3.0,3,1,0,1,L2,0.0
,Lee Rachel Wing Yan,JESSICA L2,3.0,3,1,0,1,L2,0.0
,Kwok Alvina,Hong Kong Cricket Club L2,3.0,3,1,0,1,L2,0.0
,Pun Zhe Xin Keira,JESSICA L2,3.0,3,1,0,1,L2,0.0
,Law Tsz Ting,Hong Kong Football Club L2A,3.0,3,1,0,1,L2,0.0
,Li Hoi Ting,Hong Kong Cricket Club L2,0.0,0,0,0,0,L2,0.0
,Yim Man Ching,Kowloon Cricket Club L2,0.0,0,0,0,0,L2,0.0
