Order,Player,HKS No.,Ranking,Points,Team
1,Liu Jason Chun Shing,34220,0,12.0,Fusion Squash Club 2
2,Tang Ching On,34009,0,12.0,Fusion Squash Club 2
3,Cheung Hiu Man,33793,8,19.8,Fusion Squash Club 2
4,Szeto Jonas,34020,4,22.2,Fusion Squash Club 2
5,Mao Junhong,34005,0,15.0,Fusion Squash Club 2
6,Pun William,34033,40,7.8,Fusion Squash Club 2
7,Liu Yang,34270,0,21.0,Fusion Squash Club 2
8,Liu Chun Yin Nathan,34552,0,3.0,Fusion Squash Club 2
9,Verma Kanay,33958,0,12.0,Fusion Squash Club 2
1,Leung Shun Hei,34145,17,17.0,Happy Squash 3
2,Wong Pak Yiu,34167,27,14.18,Happy Squash 3
3,Kwong Wai Ching,33730,28,13.8,Happy Squash 3
4,Chan Shun Ting,34127,16,17.5,Happy Squash 3
5,Cheung Sky,34338,25,14.5,Happy Squash 3
6,Lee Yui Him Curtis,34215,31,13.36,Happy Squash 3
7,Chan Hong Ting,34128,29,13.64,Happy Squash 3
8,Cheung Yee Ki,33840,21,15.38,Happy Squash 3
1,Feng Weitao,32720,1,25.8,Smart Squash 1
2,Yau Yeung,33032,15,17.7,Smart Squash 1
3,Chung Ho Yin Will,32853,6,20.7,Smart Squash 1
4,Chan Yan Yu,33270,23,14.79,Smart Squash 1
5,Chan Ming Yan,33033,14,18.0,Smart Squash 1
6,Man Yu Hin,34036,13,18.0,Smart Squash 1
7,Fu Sai Hei,33889,24,14.5,Smart Squash 1
8,Chan King Hei,33822,18,16.8,Smart Squash 1
9,Chan Yan Chau,33492,30,13.5,Smart Squash 1
10,Wong Yan Lam,33601,0,9.0,Smart Squash 1
11,Wong Sum Yu,33741,0,7.5,Smart Squash 1
1,Wang Yam Chak Ocean,34279,0,25.5,TNG 1
2,Tam Tsz Lung,33865,9,19.67,TNG 1
3,Hung Wai Chun,33832,7,20.14,TNG 1
4,Cao Yu,34274,10,19.5,TNG 1
5,Cheung Chor Yu,33859,12,18.3,TNG 1
6,Koon Long Ying,33474,32,13.12,TNG 1
7,Hung Wai Tung,33833,26,14.4,TNG 1
8,Morton Tess,34288,41,6.75,TNG 1
9,Lin Zixuan Emma,33884,38,10.88,TNG 1
1,Shapiro William Dat,33752,5,21.0,Vitality Squash 1
2,Kollar Thomas Hue Bui,33753,19,16.5,Vitality Squash 1
3,Hui Cheuk Him Brody,34037,20,16.2,Vitality Squash 1
4,Cheung Tsz Long,33830,0,18.75,Vitality Squash 1
5,Li Yi Wei,34099,35,12.86,Vitality Squash 1
6,Dong Li Ang,33166,0,16.5,Vitality Squash 1
7,Zhang Nika,32862,0,16.0,Vitality Squash 1
8,Cheung Ryan Hayden,34267,0,0.0,Vitality Squash 1
9,Ikeda-Thew Bennett Masa,34785,39,9.75,Vitality Squash 1
10,Wong Adrian Preston,33384,0,7.5,Vitality Squash 1
11,Andrews Adrian,36030,0,9.0,Vitality Squash 1
1,Tse Tsz Tsun,33136,3,22.25,X-Alpha 4
2,Mo Shing Tsang,33899,2,22.8,X-Alpha 4
3,Pan Ka Hei,33603,11,19.09,X-Alpha 4
4,Tin Chung Hei,33275,37,11.67,X-Alpha 4
5,Chow Yuen Ching,33782,22,15.38,X-Alpha 4
6,Li Yuen Man,33313,34,12.9,X-Alpha 4
7,Tang Yik Lam Cherise,33931,36,12.43,X-Alpha 4
8,Leung Chi Lok,33999,33,13.0,X-Alpha 4
